district,percent households receiving food stamps,state,household language not english,percent uninsured,non-white,black/afroamerican,percent female,under 20,20 to 34,35 to 49,50 to 64,65 and over,median age,monthly housing costs - $499 or lower,monthly housing costs - $500 - 999,monthly housing costs - $1000 1999,monthly housing costs - $2000 or higher,monthly housing costs - median,percent owner-occupied housing units,average family size,native,foreign born,percent of tot. population in poverty,earnings $1 - $24'999,earnings $25'000 - 49'999,earnings $50'000 - 74'999,earnings $75'000 or more,median earnings,"management, business, science, and arts occupations",service occupations,sales and office occupations,blue collar occupations,less than highschool,highschool,college or associate,bachelor or higher,office,year,target
5,2.7,montana,2.7,6.4,0.038324498131572,8.690362388111584e-05,0.5241,16.63,22.25,17.82,21.13,22.16,44.2,12.7,32.25,33.31,21.74,1124.0,66.6,2.92,0.9676,0.0324,7.1,0.1785,0.3988,0.1723,0.2504,30673,0.4295,0.183,0.2723,0.1152,0.0293,0.2361,0.2546,0.48,state house,2020,1
6,3.4,montana,1.2,9.3,0.0473421079481685,0.0004081216202428,0.4802,23.38,10.73,20.98,24.16,20.75,46.8,21.78,29.97,32.86,15.39,957.0,83.6,2.99,0.98,0.02,6.6,0.1061,0.3033,0.2858,0.3048,41360,0.4478,0.1389,0.1869,0.2264,0.0447,0.2629,0.2948,0.3976,state house,2020,0
7,22.3,montana,3.3,11.7,0.0614095107765993,0.0096647280191584,0.4823,25.68,23.52,21.18,15.91,13.71,35.3,24.01,39.06,33.1,3.83,794.0,49.0,3.27,0.9717,0.0283,15.0,0.2026,0.5316,0.166,0.0998,25354,0.2619,0.2382,0.2616,0.2382,0.088,0.3573,0.3331,0.2216,state house,2020,0
8,12.9,montana,5.0,6.8,0.0834783984807722,0.0080708972938756,0.5589,32.47,16.36,20.29,15.59,15.3,35.8,16.92,31.44,46.39,5.25,1033.0,72.0,3.34,0.9581,0.0419,13.7,0.0947,0.5257,0.1966,0.183,33847,0.3425,0.2184,0.2939,0.1453,0.0426,0.2425,0.4791,0.2358,state house,2020,0
9,13.0,montana,2.3,9.2,0.0814692074012703,0.0023934456411672,0.5165,25.79,19.8,16.98,21.87,15.56,38.6,20.88,27.73,42.46,8.94,1023.0,73.4,3.4,0.9719,0.0281,8.2,0.2767,0.428,0.1687,0.1266,26933,0.2509,0.2396,0.2386,0.2709,0.1124,0.3762,0.3285,0.1829,state house,2020,0
10,3.8,montana,4.2,9.6,0.075175862361217,0.0087295533519789,0.5091,18.74,15.75,13.66,24.22,27.63,52.5,24.41,29.99,30.84,14.76,888.0,84.1,3.06,0.9616,0.0384,6.0,0.1393,0.3932,0.277,0.1905,30060,0.3756,0.1861,0.2314,0.2069,0.0413,0.2164,0.343,0.3993,state house,2020,0
11,5.7,montana,2.4,7.9,0.0399039903990399,0.0048004800480048,0.4976,21.43,13.27,13.33,27.02,24.94,51.5,14.59,36.45,31.61,17.35,991.0,81.0,3.09,0.9646,0.0354,11.9,0.1113,0.4445,0.2682,0.1759,33464,0.3765,0.16,0.1946,0.2689,0.0827,0.3288,0.2964,0.2921,state house,2020,0
12,13.3,montana,5.5,11.0,0.2577201341097582,0.0037056643726839,0.5198,22.18,13.6,14.6,22.38,27.25,49.6,21.04,37.09,29.44,12.43,851.0,70.7,2.81,0.9553,0.0447,9.7,0.1959,0.3185,0.2241,0.2615,24238,0.3798,0.2012,0.2635,0.1555,0.0675,0.2515,0.3637,0.3173,state house,2020,0
13,7.1,montana,1.5,9.5,0.0503138387964531,0.0023911527348809,0.4938,20.76,9.72,15.17,26.82,27.52,53.2,41.48,27.94,23.35,7.24,603.0,84.0,2.77,0.9761,0.0239,16.6,0.2495,0.4178,0.1659,0.1667,26542,0.3116,0.1966,0.2014,0.2904,0.0849,0.3867,0.3349,0.1936,state house,2020,0
14,18.5,montana,2.2,8.4,0.0972850678733031,0.004918355301987,0.4759,18.94,12.32,13.97,24.53,30.25,54.6,39.12,34.94,21.91,4.02,601.0,75.4,2.76,0.984,0.016,17.6,0.2504,0.4002,0.1667,0.1827,24880,0.3056,0.1597,0.2493,0.2854,0.1144,0.3503,0.3254,0.2099,state house,2020,0
15,28.7,montana,6.3,19.5,0.6544094405226003,0.0060056896006743,0.5318,35.32,20.7,13.87,16.03,14.09,30.3,52.32,28.78,16.56,2.34,473.0,58.5,3.8,0.9889,0.0111,36.9,0.2305,0.49,0.1711,0.1084,21920,0.3965,0.2654,0.167,0.1711,0.143,0.2844,0.3565,0.216,state house,2020,1
16,15.7,montana,3.4,44.7,0.7421866778911923,0.0033673576765232,0.4923,31.16,21.66,16.95,18.08,12.15,32.9,61.84,30.34,6.47,1.35,387.0,65.1,4.23,0.977,0.023,28.6,0.2672,0.4804,0.1737,0.0786,28079,0.35,0.294,0.1677,0.1883,0.1342,0.3557,0.3161,0.1939,state house,2020,1
17,6.1,montana,4.5,8.1,0.0729840448469167,0.0053902544200086,0.5064,25.75,13.22,15.49,22.28,23.25,45.2,30.44,38.68,27.25,3.62,726.0,71.0,2.92,0.9785,0.0215,14.8,0.2188,0.4272,0.1608,0.1932,30366,0.3884,0.1691,0.1722,0.2704,0.0802,0.3271,0.3534,0.2393,state house,2020,0
18,12.0,montana,4.9,8.3,0.1265822784810126,0.0028904614771254,0.4775,26.43,15.73,17.19,22.69,17.96,40.4,33.9,40.74,22.17,3.18,668.0,67.7,3.22,0.9777,0.0223,14.7,0.2438,0.3845,0.1695,0.2022,28387,0.3475,0.2699,0.1928,0.1898,0.0971,0.35,0.3335,0.2194,state house,2020,0
19,7.0,montana,6.3,7.5,0.0801259266781761,0.00649944145425,0.4819,21.11,15.07,15.14,24.01,24.67,49.2,30.95,33.18,27.96,7.9,735.0,79.7,2.97,0.9746,0.0254,10.3,0.1536,0.352,0.2194,0.275,35242,0.3723,0.1486,0.1827,0.2964,0.1024,0.3518,0.3239,0.2219,state house,2020,0
20,3.4,montana,1.8,5.3,0.0814129012780517,0.0,0.5047,26.51,11.12,15.83,22.74,23.8,46.0,18.58,26.08,34.37,20.97,1272.0,90.7,2.82,0.9731,0.0269,5.3,0.0824,0.346,0.1314,0.4402,45646,0.5388,0.0578,0.2645,0.1389,0.0537,0.2241,0.3085,0.4137,state house,2020,0
21,9.4,montana,1.6,5.5,0.0575137070605348,0.0001118943717131,0.5255,23.89,15.91,19.26,21.74,19.2,41.3,24.85,31.47,38.85,4.83,893.0,74.1,2.9,0.9857,0.0143,9.8,0.2225,0.3524,0.275,0.1501,32344,0.4268,0.1411,0.2079,0.2242,0.0664,0.3092,0.3378,0.2866,state house,2020,0
22,13.3,montana,2.1,11.3,0.1539799072642967,0.0120749613601236,0.4995,24.28,22.42,14.99,20.89,17.42,38.0,35.08,34.81,27.5,2.61,698.0,74.6,2.96,0.9772,0.0228,15.3,0.2278,0.4668,0.2196,0.0858,27632,0.2704,0.2068,0.277,0.2458,0.108,0.3559,0.354,0.1821,state house,2020,0
23,16.7,montana,2.3,6.5,0.1863839285714285,0.0176711309523809,0.4946,24.18,23.51,13.24,18.88,20.18,37.8,23.8,46.35,27.49,2.37,754.0,44.8,2.84,0.9755,0.0245,21.5,0.2577,0.4846,0.161,0.0967,25355,0.3214,0.2311,0.2156,0.2319,0.0928,0.3866,0.3144,0.2061,state house,2020,0
24,13.3,montana,3.8,8.0,0.1647058823529411,0.0233095107201759,0.5148,27.37,21.61,15.4,17.15,18.47,35.8,26.02,37.0,35.89,1.09,828.0,65.6,3.09,0.9837,0.0163,16.2,0.1432,0.4853,0.2471,0.1244,35309,0.3218,0.2633,0.2074,0.2074,0.0817,0.2874,0.3987,0.2322,state house,2020,0
25,15.8,montana,4.5,7.4,0.1159000750509274,0.0212286908973946,0.5116,20.72,27.21,18.44,18.37,15.26,35.8,22.99,45.08,30.72,1.21,823.0,56.0,2.71,0.9747,0.0253,18.5,0.2549,0.4718,0.1897,0.0836,31918,0.3007,0.2524,0.2464,0.2004,0.0765,0.3294,0.3542,0.2399,state house,2020,0
26,9.6,montana,5.7,7.1,0.1778022179451929,0.0373934561451745,0.4638,26.94,34.98,15.75,11.47,10.85,28.2,20.02,40.4,37.12,2.46,917.0,49.5,3.01,0.977,0.023,11.8,0.277,0.4628,0.1718,0.0884,27208,0.2949,0.2416,0.2653,0.1982,0.0458,0.3421,0.3753,0.2368,state house,2020,0
27,6.0,montana,6.4,6.4,0.070289649966978,0.0013208793282385,0.504,26.24,13.41,18.93,21.83,19.6,43.0,36.74,31.89,25.74,5.63,628.0,73.4,3.08,0.9788,0.0212,9.5,0.198,0.3801,0.2004,0.2214,32304,0.3879,0.1723,0.1601,0.2797,0.1174,0.338,0.2987,0.2458,state house,2020,0
28,14.7,montana,2.0,3.3,0.180085802653896,0.0034919684725132,0.5087,28.28,24.18,16.02,14.83,16.68,32.9,22.17,42.16,32.55,3.12,819.0,61.8,2.86,0.9823,0.0177,15.0,0.1743,0.427,0.238,0.1606,31599,0.3622,0.182,0.1885,0.2673,0.0653,0.2673,0.4022,0.2652,state house,2020,0
29,9.5,montana,3.4,7.8,0.0605364784469262,0.0083498590961277,0.5122,20.35,17.46,14.31,22.72,25.15,47.9,38.32,43.21,14.3,4.16,598.0,71.8,2.88,0.9712,0.0288,17.1,0.2501,0.3853,0.2008,0.1638,25741,0.3188,0.1767,0.2573,0.2472,0.0595,0.344,0.3666,0.2299,state house,2020,0
30,6.8,montana,4.4,12.7,0.0608115155940335,0.0013560029206216,0.4835,23.88,11.61,17.72,22.93,23.87,46.7,43.63,33.52,17.25,5.6,582.0,75.7,2.87,0.979,0.021,16.2,0.2505,0.3838,0.1496,0.2161,30274,0.4096,0.1365,0.1595,0.2944,0.0772,0.3061,0.345,0.2717,state house,2020,0
31,14.6,montana,4.0,28.6,0.7115236629472874,0.001731435167372,0.5123,36.58,19.98,14.77,16.47,12.2,30.0,58.03,30.87,9.76,1.34,426.0,62.6,4.26,0.986,0.014,32.2,0.244,0.4058,0.2146,0.1357,29857,0.3224,0.2523,0.2052,0.2201,0.1377,0.3422,0.3751,0.145,state house,2020,1
32,27.8,montana,6.2,14.6,0.7241877952376362,0.0043381856743468,0.5239,35.38,20.08,16.36,17.08,11.1,30.8,66.88,23.99,6.94,2.2,389.0,52.2,3.77,0.9907,0.0093,31.1,0.2376,0.4622,0.189,0.1113,26746,0.3724,0.1606,0.2186,0.2484,0.1232,0.316,0.3829,0.1779,state house,2020,1
33,10.2,montana,2.0,9.0,0.1095290251916757,0.0025191675794085,0.5011,22.62,15.94,15.58,21.66,24.21,47.0,43.39,33.82,21.22,1.57,546.0,73.3,2.84,0.9813,0.0187,15.2,0.2251,0.4658,0.157,0.1521,30118,0.3182,0.1464,0.2004,0.335,0.0808,0.3534,0.3477,0.2181,state house,2020,0
34,4.8,montana,1.7,8.6,0.09359409299541,0.0029934144881261,0.4927,24.6,13.2,18.05,22.6,21.55,43.8,35.43,34.54,26.54,3.5,653.0,78.1,2.8,0.9781,0.0219,8.6,0.1793,0.4069,0.1932,0.2206,33912,0.3497,0.1619,0.2363,0.2521,0.0602,0.3461,0.3713,0.2224,state house,2020,0
35,3.9,montana,4.4,6.8,0.1007479498963683,0.0,0.4739,28.56,18.98,17.91,19.4,15.15,38.0,28.76,34.89,30.15,6.2,741.0,68.6,3.23,0.9671,0.0329,6.9,0.1164,0.3816,0.2792,0.2229,37619,0.2957,0.1296,0.2347,0.34,0.0637,0.3993,0.3586,0.1784,state house,2020,0
36,7.1,montana,1.7,3.9,0.04969070074029,0.0044620221072913,0.4718,23.11,18.13,17.43,21.4,19.93,42.5,26.38,49.08,22.09,2.45,664.0,67.3,2.72,0.9816,0.0184,11.4,0.2116,0.4208,0.2111,0.1565,29988,0.3646,0.1572,0.1734,0.3049,0.0744,0.3145,0.3728,0.2382,state house,2020,0
37,3.8,montana,2.5,9.1,0.0486695694242864,0.0006773101112723,0.4941,24.44,16.11,15.78,21.47,22.2,43.2,40.41,35.03,20.23,4.33,578.0,75.9,2.88,0.9798,0.0202,9.9,0.214,0.3506,0.2248,0.2107,33840,0.3995,0.1137,0.1523,0.3345,0.0823,0.3351,0.3902,0.1924,state house,2020,0
38,9.2,montana,4.9,6.4,0.0712000825508203,0.0082550820348777,0.5207,23.2,17.5,17.99,20.7,20.62,42.4,26.8,34.66,35.01,3.54,787.0,64.3,2.84,0.9792,0.0208,12.1,0.1411,0.4555,0.2255,0.1779,31925,0.3374,0.2149,0.2585,0.1891,0.0817,0.301,0.3592,0.2581,state house,2020,0
39,8.0,montana,2.2,4.7,0.0858634693482885,0.0,0.51,26.16,16.52,17.61,19.61,20.1,41.5,24.42,45.95,22.84,6.79,727.0,74.1,2.91,0.985,0.015,10.1,0.1929,0.3761,0.1937,0.2374,32154,0.318,0.1492,0.1718,0.3611,0.0692,0.3695,0.3715,0.1897,state house,2020,0
40,11.7,montana,2.3,8.0,0.0679223744292237,0.0,0.5011,22.19,11.07,17.97,28.13,20.63,49.2,25.51,31.93,35.0,7.56,828.0,82.4,2.76,0.9853,0.0147,10.0,0.1553,0.3647,0.2502,0.2299,32026,0.2999,0.1314,0.2253,0.3434,0.0651,0.3871,0.3599,0.1879,state house,2020,0
41,11.9,montana,17.9,26.3,0.6884878148261446,0.0023452635872336,0.5084,32.15,18.59,14.24,21.76,13.26,34.3,49.06,39.05,10.82,1.06,508.0,64.5,3.89,0.988,0.012,23.4,0.2007,0.4261,0.2047,0.1684,31506,0.3957,0.2165,0.1071,0.2808,0.1042,0.2907,0.4308,0.1742,state house,2020,1
42,11.5,montana,25.8,25.7,0.6604660082462365,0.0,0.5172,38.8,17.94,16.15,15.27,11.85,29.8,42.15,33.73,20.59,3.53,604.0,66.9,4.31,0.9879,0.0121,27.6,0.2325,0.3627,0.236,0.1688,27473,0.3651,0.2244,0.2027,0.2078,0.1272,0.3575,0.3344,0.181,state house,2020,1
43,4.4,montana,1.9,6.5,0.1153976598270307,0.0009326776326945,0.493,28.12,21.51,21.8,13.9,14.67,35.4,17.26,22.26,54.38,6.1,1108.0,78.4,2.95,0.9834,0.0166,6.5,0.1182,0.3749,0.3178,0.189,36539,0.3277,0.1743,0.2383,0.2597,0.0507,0.3651,0.367,0.2172,state house,2020,0
44,7.9,montana,2.0,3.5,0.0663166305216299,0.0007989955484533,0.514,25.15,20.4,16.87,18.5,19.08,37.7,16.71,39.51,41.47,2.31,925.0,69.1,2.9,0.9712,0.0288,9.6,0.1278,0.3803,0.2959,0.196,34927,0.3604,0.1628,0.2471,0.2297,0.0729,0.302,0.3572,0.2679,state house,2020,0
45,5.5,montana,2.2,2.9,0.0922240729376698,0.0094678706057683,0.4784,29.45,18.8,21.12,19.93,10.71,37.3,9.0,30.25,44.5,16.25,1277.0,71.9,3.01,0.9768,0.0232,5.6,0.0939,0.3503,0.2733,0.2826,42109,0.3664,0.1695,0.2216,0.2425,0.0705,0.2769,0.3334,0.3193,state house,2020,0
46,1.2,montana,4.6,2.3,0.0645911250379056,0.0007075710098049,0.5279,23.48,9.19,21.57,17.81,27.95,46.8,14.35,22.15,40.93,22.56,1434.0,81.2,2.92,0.9589,0.0411,6.5,0.095,0.2201,0.2208,0.464,51721,0.572,0.1253,0.1416,0.1612,0.0368,0.2098,0.2512,0.5022,state house,2020,0
47,13.9,montana,5.8,8.0,0.2308705786966656,0.0185466707205837,0.5124,26.91,23.64,17.06,16.75,15.64,34.4,14.99,47.03,32.49,5.49,813.0,47.4,2.94,0.9469,0.0531,16.8,0.1897,0.3765,0.2253,0.2086,29767,0.3564,0.2145,0.2253,0.2039,0.0401,0.2944,0.3441,0.3214,state house,2020,1
48,8.9,montana,3.3,6.9,0.0704442616207322,0.0093582887700534,0.542,22.97,24.2,18.13,14.56,20.14,37.0,14.04,39.01,39.25,7.7,941.0,56.0,2.69,0.9784,0.0216,14.0,0.1661,0.3801,0.2094,0.2445,32589,0.4558,0.1373,0.2348,0.1721,0.0398,0.2004,0.3213,0.4385,state house,2020,1
49,14.7,montana,5.9,9.8,0.1770719240598758,0.0158208591943531,0.4978,22.62,23.68,18.15,21.14,14.41,37.6,25.25,42.49,30.77,1.49,761.0,54.7,2.84,0.9865,0.0135,15.9,0.1861,0.3957,0.2825,0.1357,30356,0.3383,0.2045,0.1939,0.2633,0.0868,0.4008,0.2608,0.2515,state house,2020,1
50,12.5,montana,6.6,10.8,0.2091516924362724,0.0137902214793146,0.4984,27.16,25.59,15.57,18.2,13.49,33.6,18.39,38.35,41.16,2.1,931.0,57.8,3.02,0.9405,0.0595,9.4,0.2568,0.4396,0.2144,0.0892,30905,0.2665,0.2268,0.269,0.2376,0.061,0.3615,0.3713,0.2062,state house,2020,0
51,13.4,montana,5.1,5.1,0.1671060464325197,0.0246619610511097,0.5119,24.25,29.58,15.82,17.48,12.88,32.3,18.43,31.94,47.16,2.47,993.0,61.7,2.84,0.9923,0.0077,13.5,0.2362,0.4096,0.2331,0.121,31773,0.2521,0.2603,0.2396,0.248,0.108,0.3094,0.3274,0.2551,state house,2020,0
52,11.3,montana,3.0,7.7,0.101499700059988,0.0053989202159568,0.5151,21.61,19.83,18.15,20.72,19.69,40.6,20.48,39.28,39.26,0.98,897.0,69.0,2.78,0.9855,0.0145,9.2,0.1505,0.4936,0.2291,0.1268,33587,0.2697,0.22,0.2543,0.256,0.071,0.3876,0.3443,0.1971,state house,2020,0
53,1.1,montana,3.1,4.4,0.088931718061674,0.0206497797356828,0.5036,27.97,12.02,22.19,22.62,15.21,43.8,12.38,18.82,37.9,30.91,1596.0,94.7,3.03,0.9808,0.0192,3.2,0.0819,0.1903,0.2373,0.4905,55136,0.4973,0.0945,0.2319,0.1763,0.0242,0.1977,0.2913,0.4868,state house,2020,0
54,5.6,montana,4.1,5.0,0.031937984496124,0.0005426356589147,0.5478,20.97,21.2,15.94,16.79,25.1,42.1,12.63,27.3,47.03,13.03,1145.0,53.2,2.78,0.9834,0.0166,6.0,0.1451,0.3647,0.2125,0.2777,39967,0.4662,0.1241,0.2307,0.1791,0.0626,0.2343,0.3656,0.3375,state house,2020,0
55,11.3,montana,4.1,7.9,0.0562637783954758,0.0081472251509632,0.5234,26.14,19.0,16.42,25.09,13.35,38.6,21.98,30.51,38.36,9.16,949.0,70.5,2.82,0.9826,0.0174,8.4,0.2031,0.416,0.1997,0.1811,31482,0.2781,0.2495,0.2174,0.2551,0.0751,0.3465,0.3697,0.2087,state house,2020,0
56,6.8,montana,1.6,4.7,0.0826600372902423,0.0014205806623457,0.5043,27.28,16.19,18.17,19.98,18.38,40.7,17.97,29.22,39.77,13.04,1072.0,81.2,2.79,0.9815,0.0185,14.3,0.153,0.3779,0.2419,0.2272,35696,0.2907,0.2226,0.1846,0.3021,0.0822,0.3677,0.3148,0.2353,state house,2020,0
57,3.8,montana,1.9,4.4,0.048768325521093,0.000698115089259,0.4922,23.21,13.26,16.64,23.88,23.02,47.5,29.03,26.14,34.77,10.06,876.0,81.1,3.02,0.9893,0.0107,5.6,0.1676,0.3373,0.1761,0.319,34675,0.269,0.1716,0.1863,0.3731,0.0753,0.3506,0.3372,0.2369,state house,2020,0
58,7.0,montana,3.1,5.7,0.0419122462344466,0.0054261390214238,0.4957,19.74,11.94,17.57,25.12,25.63,51.1,26.77,34.7,28.67,9.86,819.0,74.2,2.92,0.989,0.011,10.8,0.1987,0.3299,0.2315,0.2399,30475,0.3906,0.1657,0.1763,0.2674,0.0573,0.3213,0.3218,0.2997,state house,2020,0
59,4.4,montana,1.9,9.2,0.0503902776405493,0.0008892401936567,0.4901,16.48,14.92,15.2,26.56,26.85,52.9,27.89,32.81,24.78,14.51,809.0,70.7,2.62,0.9635,0.0365,8.1,0.1674,0.4291,0.1989,0.2046,31965,0.3844,0.181,0.1667,0.2678,0.0439,0.2765,0.3359,0.3437,state house,2020,0
60,10.3,montana,1.9,10.0,0.0409723583611056,0.00490099980396,0.5148,21.01,19.59,20.66,18.68,20.05,42.5,19.88,36.91,37.74,5.47,883.0,68.1,2.61,0.9829,0.0171,13.1,0.1559,0.489,0.21,0.1451,31234,0.3216,0.2521,0.1556,0.2708,0.0468,0.3097,0.3807,0.2629,state house,2020,1
61,2.8,montana,6.1,5.4,0.0752891003034528,0.0031165422783564,0.4964,24.84,14.48,18.67,23.27,18.75,43.5,11.01,29.68,30.63,28.68,1333.0,73.4,2.97,0.9537,0.0463,6.4,0.1016,0.3079,0.2238,0.3668,41126,0.5584,0.1037,0.1896,0.1482,0.0246,0.1208,0.2542,0.6003,state house,2020,1
62,1.2,montana,4.3,5.1,0.0851302397791961,0.0119027082973952,0.4403,19.46,33.42,16.53,15.12,15.47,32.6,7.86,31.71,29.09,31.33,1241.0,62.7,2.81,0.9418,0.0582,15.6,0.1995,0.2829,0.1501,0.3674,26358,0.5083,0.1776,0.1556,0.1584,0.0271,0.1091,0.3197,0.5441,state house,2020,1
63,5.7,montana,6.6,6.1,0.1064259927797833,0.0108303249097472,0.4622,33.81,36.61,14.22,7.79,7.57,24.1,5.81,48.78,38.79,6.62,953.0,41.3,2.84,0.9398,0.0602,17.4,0.1556,0.4721,0.2353,0.1371,16658,0.357,0.2389,0.2131,0.1909,0.0103,0.1933,0.459,0.3374,state house,2020,1
64,3.9,montana,3.3,10.2,0.0641776476329917,0.0025215552301935,0.4834,25.35,17.21,26.28,17.11,14.04,38.3,12.88,30.93,33.78,22.4,1194.0,74.1,2.92,0.9571,0.0429,6.4,0.1031,0.3541,0.2584,0.2844,40529,0.4409,0.1787,0.1774,0.2029,0.0242,0.1881,0.3117,0.476,state house,2020,0
65,7.2,montana,4.7,6.7,0.0732162388213343,0.0049539985845718,0.4755,13.7,45.11,17.71,13.78,9.69,29.9,8.83,18.5,61.66,11.01,1324.0,42.9,2.59,0.9635,0.0365,12.7,0.1589,0.3247,0.3016,0.2148,29641,0.4646,0.178,0.1712,0.1862,0.0234,0.1576,0.3058,0.5132,state house,2020,1
66,1.6,montana,3.9,13.5,0.0694006309148265,0.002544011397171,0.5026,14.08,52.82,14.17,10.39,8.54,27.8,7.59,26.49,54.39,11.53,1186.0,38.0,2.63,0.963,0.037,20.8,0.2492,0.3424,0.2619,0.1465,25699,0.4283,0.1695,0.1856,0.2166,0.0342,0.139,0.3322,0.4945,state house,2020,1
67,6.2,montana,1.2,8.4,0.0510483942316199,0.0,0.5143,29.22,23.69,22.3,15.4,9.38,33.4,11.43,28.78,47.68,12.11,1161.0,64.4,3.26,0.9901,0.0099,11.2,0.1243,0.3983,0.2957,0.1817,40093,0.3625,0.1477,0.2277,0.2621,0.0607,0.2973,0.3082,0.3338,state house,2020,0
68,4.0,montana,3.3,3.1,0.0521338313597711,0.0,0.4516,27.7,21.59,22.49,17.6,10.61,35.3,12.37,15.51,50.14,21.99,1491.0,84.2,3.14,0.9891,0.0109,5.9,0.1546,0.2525,0.309,0.2838,42119,0.3835,0.1461,0.1913,0.2791,0.0339,0.2838,0.3166,0.3657,state house,2020,0
69,2.5,montana,1.9,9.2,0.0289281102023245,0.0,0.4924,23.32,12.55,19.6,25.63,18.9,46.2,21.45,23.56,37.33,17.66,1116.0,77.0,2.85,0.9863,0.0137,5.6,0.1778,0.3947,0.2005,0.227,36057,0.3137,0.1413,0.2151,0.3298,0.053,0.2916,0.3226,0.3328,state house,2020,0
70,7.3,montana,4.8,8.7,0.0551980422369255,0.0012689205111936,0.4795,21.22,13.41,18.16,25.29,21.92,47.4,24.54,26.83,34.45,14.18,961.0,88.4,2.98,0.9702,0.0298,5.3,0.0899,0.3803,0.3009,0.2289,38336,0.4384,0.1544,0.1778,0.2294,0.0674,0.2692,0.3288,0.3346,state house,2020,0
71,2.4,montana,2.9,8.0,0.0472237100517764,0.0057132654883056,0.4833,18.12,15.16,13.74,24.58,28.4,52.6,31.81,30.21,26.15,11.83,744.0,80.2,2.86,0.9558,0.0442,7.6,0.1834,0.3508,0.2331,0.2327,29636,0.3343,0.2107,0.1714,0.2837,0.0555,0.2749,0.3569,0.3127,state house,2020,0
72,9.1,montana,4.0,5.7,0.0570082676408383,0.0006729475100942,0.5069,21.72,19.91,15.38,21.02,21.98,42.8,34.87,36.13,24.21,4.79,662.0,66.1,2.8,0.9884,0.0116,15.3,0.2414,0.389,0.2217,0.1479,25558,0.3831,0.1396,0.2541,0.2232,0.0546,0.2902,0.3747,0.2805,state house,2020,0
73,12.0,montana,1.5,7.5,0.0331072187911309,0.0007087172218284,0.4881,22.41,18.79,17.31,22.58,18.91,41.9,34.48,43.09,21.83,0.6,638.0,73.6,2.94,0.9885,0.0115,13.6,0.1693,0.4186,0.2748,0.1372,29868,0.3104,0.1722,0.2325,0.2849,0.0609,0.4469,0.2957,0.1965,state house,2020,1
74,24.7,montana,5.1,10.7,0.1228035342003375,0.0049637645190112,0.5078,20.96,29.92,18.56,17.73,12.83,33.4,36.85,39.97,19.4,3.78,635.0,49.8,2.94,0.9554,0.0446,29.2,0.3143,0.3051,0.2412,0.1394,16883,0.2737,0.3373,0.173,0.2159,0.1064,0.3367,0.3581,0.1988,state house,2020,1
75,6.0,montana,1.6,5.7,0.0647261585599387,0.0019149751053236,0.4889,23.31,13.52,18.2,25.02,19.95,46.6,23.15,25.41,34.46,16.98,1031.0,83.6,3.07,0.9853,0.0147,6.8,0.1066,0.3461,0.3029,0.2444,35076,0.4818,0.158,0.1844,0.1758,0.0545,0.2811,0.316,0.3484,state house,2020,0
76,9.0,montana,0.9,2.6,0.0446125497041994,0.0037823683444864,0.4965,25.19,16.11,15.26,18.78,24.67,42.2,24.09,37.39,24.5,14.02,795.0,78.7,3.17,0.9927,0.0073,9.4,0.1271,0.3325,0.3287,0.2117,38333,0.3924,0.1685,0.2467,0.1925,0.0578,0.293,0.3077,0.3415,state house,2020,1
77,17.7,montana,3.3,7.1,0.0594718030182684,0.0015885623510722,0.4948,18.19,13.42,17.95,24.98,25.46,50.2,41.29,38.12,18.24,2.35,568.0,71.5,2.8,0.9894,0.0106,19.9,0.2334,0.4197,0.2176,0.1293,23777,0.3331,0.2739,0.1918,0.2011,0.1047,0.3499,0.3277,0.2177,state house,2020,1
78,15.0,montana,3.7,4.9,0.0971287785463849,0.0165829621908462,0.3958,16.37,16.8,22.33,23.23,21.27,46.4,34.21,40.99,21.58,3.22,665.0,67.3,2.61,0.9845,0.0155,16.2,0.2549,0.3593,0.2568,0.129,22570,0.3068,0.3289,0.1681,0.1962,0.099,0.4142,0.3191,0.1676,state house,2020,0
79,8.9,montana,2.3,5.7,0.0487251135172895,0.0006112469437652,0.5409,25.3,15.08,20.51,21.95,17.16,41.4,17.38,33.52,34.96,14.13,987.0,74.2,2.96,0.9943,0.0057,8.4,0.1145,0.3565,0.2294,0.2996,37295,0.5082,0.1617,0.2074,0.1227,0.0278,0.2352,0.2595,0.4775,state house,2020,1
80,2.9,montana,3.1,6.0,0.0613572101790763,0.000942507068803,0.4849,23.92,15.93,16.57,25.52,18.06,42.5,17.81,22.43,47.01,12.74,1182.0,87.6,2.92,0.9856,0.0144,4.8,0.1702,0.3087,0.3204,0.2007,41686,0.4546,0.1641,0.1756,0.2057,0.0553,0.2778,0.3148,0.3521,state house,2020,0
81,7.4,montana,4.4,6.6,0.0937007143519807,0.0089062065126635,0.5243,24.45,23.09,14.14,21.67,16.64,36.9,18.45,38.74,37.89,4.93,917.0,62.6,3.09,0.9772,0.0228,11.1,0.2028,0.3887,0.2552,0.1533,29533,0.4597,0.1868,0.2099,0.1436,0.0445,0.218,0.3402,0.3973,state house,2020,1
82,8.9,montana,2.2,3.8,0.0586874819311939,0.0031801098583405,0.5203,23.21,16.36,18.02,22.0,20.4,43.4,19.59,36.86,36.61,6.94,884.0,66.1,3.0,0.9697,0.0303,10.0,0.1061,0.3864,0.2714,0.2361,37583,0.4855,0.138,0.223,0.1536,0.0716,0.2173,0.3567,0.3545,state house,2020,1
