district,percent households receiving food stamps,state,household language not english,percent uninsured,non-white,black/afroamerican,percent female,under 20,20 to 34,35 to 49,50 to 64,65 and over,median age,monthly housing costs - $499 or lower,monthly housing costs - $500 - 999,monthly housing costs - $1000 1999,monthly housing costs - $2000 or higher,monthly housing costs - median,percent owner-occupied housing units,average family size,native,foreign born,percent of tot. population in poverty,earnings $1 - $24'999,earnings $25'000 - 49'999,earnings $50'000 - 74'999,earnings $75'000 or more,median earnings,"management, business, science, and arts occupations",service occupations,sales and office occupations,blue collar occupations,less than highschool,highschool,college or associate,bachelor or higher,office,year,target
83,13.8,montana,3.1,6.3,0.0866727107887579,0.0037171350861287,0.5019,27.31,21.5,18.84,15.68,16.67,35.8,13.37,33.96,46.55,6.11,1032.0,63.5,3.2,0.9924,0.0076,15.6,0.2425,0.3215,0.2064,0.2296,28929,0.4262,0.1518,0.2306,0.1914,0.0873,0.2573,0.3283,0.3271,state house,2020,1
84,7.7,montana,3.6,1.9,0.0597030003030609,0.0037377512880088,0.4979,21.34,18.3,19.46,18.66,22.24,44.4,12.43,35.65,39.9,12.02,1047.0,67.3,2.77,0.9842,0.0158,9.2,0.1236,0.4,0.3335,0.1429,35918,0.5123,0.1314,0.1648,0.1916,0.0485,0.2314,0.3005,0.4196,state house,2020,1
85,9.1,montana,3.2,9.2,0.0825858335910918,0.0032993092071347,0.4872,16.22,13.17,18.19,23.05,29.37,53.2,24.76,31.41,31.89,11.94,860.0,82.6,2.82,0.9812,0.0188,9.1,0.1797,0.3033,0.2577,0.2593,24396,0.3392,0.2206,0.1957,0.2445,0.0858,0.3209,0.3201,0.2732,state house,2020,0
86,16.2,montana,4.2,8.6,0.0375746440055121,0.000734956361966,0.5474,18.47,11.86,20.16,22.1,27.4,49.7,23.33,37.17,36.3,3.21,794.0,65.4,2.68,0.9542,0.0458,20.2,0.2304,0.4518,0.1891,0.1287,25716,0.3749,0.1594,0.2613,0.2044,0.0839,0.2944,0.3466,0.2751,state house,2020,0
87,10.5,montana,1.9,10.2,0.0559684374713276,0.0022020368841178,0.4822,23.18,15.47,12.72,24.39,24.25,47.9,26.47,26.15,30.62,16.76,925.0,83.4,2.98,0.986,0.014,11.8,0.2191,0.3678,0.2202,0.1929,26382,0.2929,0.2486,0.1343,0.3242,0.1049,0.3035,0.3402,0.2514,state house,2020,0
88,7.0,montana,3.8,10.0,0.0695084163805376,0.0041872539988275,0.5113,25.15,11.79,16.05,24.02,23.0,47.6,23.38,22.15,40.46,14.0,1091.0,81.1,3.04,0.9774,0.0226,8.0,0.1795,0.3303,0.1579,0.3322,32333,0.3864,0.1476,0.2062,0.2598,0.0933,0.2988,0.3381,0.2699,state house,2020,0
89,1.2,montana,5.7,6.1,0.1120224044808961,0.0036007201440288,0.5192,29.72,26.44,11.71,17.2,14.93,27.7,8.46,40.75,27.84,22.95,1054.0,69.9,2.76,0.9603,0.0397,15.0,0.1912,0.3032,0.1783,0.3274,17795,0.3942,0.2664,0.1533,0.186,0.0267,0.174,0.4539,0.3454,state house,2020,1
90,13.0,montana,5.7,7.2,0.0683117983478076,0.0076255030713831,0.5214,22.92,27.49,21.33,15.87,12.39,34.7,7.74,40.26,34.03,17.97,1056.0,55.1,2.83,0.9578,0.0422,15.3,0.1696,0.3496,0.255,0.2258,31256,0.4451,0.2013,0.2626,0.091,0.0242,0.1875,0.3177,0.4707,state house,2020,1
91,9.2,montana,7.0,9.6,0.1276048594484348,0.0037243947858473,0.4619,15.77,36.38,16.33,17.96,13.56,32.6,12.0,43.39,30.34,14.27,911.0,41.5,2.92,0.9496,0.0504,21.3,0.2396,0.3735,0.1302,0.2566,21234,0.4688,0.2184,0.2038,0.109,0.0234,0.1141,0.3392,0.5233,state house,2020,1
92,10.6,montana,4.0,8.1,0.0833083308330833,0.0016001600160016,0.4802,18.25,19.29,17.21,22.26,22.98,45.1,27.69,33.2,33.28,5.83,825.0,80.9,2.86,0.9665,0.0335,11.5,0.2132,0.4468,0.216,0.1241,29709,0.3297,0.1884,0.2057,0.2762,0.055,0.3344,0.3639,0.2467,state house,2020,0
93,11.9,montana,7.1,17.3,0.337156862745098,0.0020588235294117,0.4976,26.6,16.03,18.27,20.38,18.72,39.6,30.34,32.4,25.8,11.46,752.0,75.1,3.08,0.9852,0.0148,19.4,0.223,0.4196,0.2023,0.1551,26992,0.357,0.1851,0.1765,0.2814,0.0849,0.3037,0.3491,0.2623,state house,2020,0
94,3.5,montana,3.2,5.3,0.1454416818273701,0.0168789165150596,0.4478,19.16,21.1,25.48,20.71,13.54,40.7,11.7,30.17,43.13,14.99,1105.0,70.7,2.9,0.9831,0.0169,5.3,0.1818,0.4218,0.1934,0.203,36798,0.3585,0.1644,0.2113,0.2658,0.0322,0.2481,0.3293,0.3904,state house,2020,1
95,15.8,montana,6.2,6.8,0.0866102538576406,0.0020905923344947,0.4982,15.92,37.49,18.32,17.68,10.59,33.4,14.61,50.12,34.5,0.77,825.0,26.3,2.88,0.9663,0.0337,23.9,0.2379,0.5007,0.1835,0.0778,22783,0.3231,0.291,0.2049,0.181,0.0522,0.2135,0.3481,0.3863,state house,2020,1
96,9.2,montana,2.8,2.5,0.0756468797564688,0.0,0.5468,27.35,19.64,22.52,13.41,17.08,36.3,16.19,25.53,37.68,20.61,1156.0,69.1,3.06,0.9824,0.0176,7.9,0.1808,0.3969,0.2142,0.2082,36510,0.3542,0.1531,0.2998,0.193,0.0566,0.2448,0.3157,0.3829,state house,2020,0
97,7.0,montana,5.1,7.7,0.0581507112648981,0.0043252595155709,0.4836,25.79,20.06,18.15,21.51,14.49,39.7,15.4,27.41,41.89,15.3,1154.0,82.3,3.0,0.949,0.051,5.9,0.1885,0.3735,0.1698,0.2682,34102,0.3619,0.1565,0.1939,0.2877,0.0704,0.2692,0.3828,0.2777,state house,2020,0
98,12.0,montana,6.1,5.8,0.0724314272431427,0.0,0.5369,22.76,20.28,18.05,15.99,22.92,40.2,19.55,31.13,42.01,7.3,988.0,54.3,2.88,0.96,0.04,11.6,0.166,0.4172,0.2632,0.1537,27831,0.3944,0.2106,0.2369,0.1581,0.0517,0.2274,0.3373,0.3836,state house,2020,1
99,9.1,montana,2.0,4.8,0.0718318422652653,0.0109441500912012,0.5198,26.23,22.65,19.3,16.98,14.84,35.5,9.36,29.22,46.68,14.75,1208.0,64.6,3.24,0.9891,0.0109,11.2,0.1621,0.3787,0.2315,0.2278,31020,0.3644,0.2359,0.2144,0.1852,0.055,0.2183,0.3264,0.4003,state house,2020,1
100,12.8,montana,7.9,8.2,0.1601517400626752,0.0201220517895431,0.5009,18.91,36.07,17.33,15.35,12.34,32.9,11.23,44.11,41.07,3.59,957.0,41.7,3.08,0.9496,0.0504,18.2,0.2381,0.3966,0.2502,0.1152,27438,0.4222,0.2184,0.2055,0.1539,0.0614,0.181,0.3118,0.4458,state house,2020,1
1,8.7,nevada,27.0,8.9,0.4433614755861476,0.169297160679716,0.5182,28.73,20.17,21.34,15.65,14.1,35.8,9.53,12.11,62.34,16.02,1427.0,70.0,3.49,0.8012,0.1988,7.5,0.1265,0.4132,0.2523,0.208,38654,0.3115,0.2236,0.239,0.2259,0.0905,0.3,0.3904,0.2191,state house,2020,1
2,2.2,nevada,22.3,5.4,0.2866417331169289,0.0509773481052854,0.5003,24.37,15.28,22.58,20.8,16.98,42.9,7.1,11.41,48.23,33.26,1663.0,62.5,3.17,0.7818,0.2182,6.0,0.0854,0.2698,0.2214,0.4235,50206,0.5014,0.1652,0.2404,0.0931,0.0508,0.1915,0.3025,0.4552,state house,2020,0
3,20.2,nevada,44.7,16.9,0.4818615994309521,0.1328842887627564,0.5112,28.31,22.15,19.14,18.1,12.3,34.6,13.7,28.64,54.16,3.5,1078.0,45.8,3.68,0.6783,0.3217,19.8,0.2026,0.5011,0.1963,0.0999,29112,0.1978,0.3215,0.2181,0.2626,0.2114,0.3778,0.2956,0.1152,state house,2020,1
4,5.1,nevada,14.4,5.5,0.3186241915009369,0.1347397690866227,0.4938,25.31,21.67,19.8,19.32,13.89,36.9,9.21,14.97,58.44,17.38,1360.0,65.1,3.17,0.8714,0.1286,7.6,0.1121,0.3434,0.2437,0.3008,42307,0.3779,0.2086,0.2465,0.167,0.0739,0.2425,0.3977,0.286,state house,2020,0
5,11.4,nevada,33.2,14.0,0.4229360725736601,0.097889346441976,0.5124,18.58,21.25,20.4,21.18,18.59,42.5,10.16,18.75,59.06,12.03,1218.0,50.8,3.1,0.7163,0.2837,13.7,0.2006,0.3934,0.2151,0.1909,32483,0.3099,0.2577,0.2648,0.1677,0.1083,0.3126,0.329,0.2501,state house,2020,1
6,31.5,nevada,53.6,21.0,0.6193685345553795,0.2566465613101055,0.4956,32.61,21.04,19.31,16.41,10.62,31.8,17.68,45.33,36.15,0.84,881.0,35.9,3.89,0.6336,0.3664,28.3,0.285,0.5,0.1419,0.073,25936,0.1319,0.3348,0.1869,0.3463,0.34,0.3578,0.2406,0.0616,state house,2020,1
7,18.1,nevada,43.7,15.5,0.5370261433437761,0.2455914743423122,0.5365,29.73,22.95,19.24,16.67,11.41,33.3,13.14,20.62,61.75,4.49,1193.0,55.7,3.84,0.7057,0.2943,14.8,0.2205,0.4706,0.1944,0.1144,31135,0.1888,0.2962,0.2447,0.2703,0.2088,0.372,0.3006,0.1186,state house,2020,1
8,9.2,nevada,41.4,12.5,0.5305720677532758,0.1551550015979546,0.4759,20.27,25.22,21.83,19.46,13.21,37.3,8.75,18.48,62.74,10.03,1244.0,48.5,3.27,0.6363,0.3637,11.8,0.1474,0.4675,0.2107,0.1745,34754,0.2992,0.2932,0.2386,0.169,0.109,0.2696,0.357,0.2644,state house,2020,1
9,6.2,nevada,29.6,7.4,0.4568231417690102,0.1235825238563909,0.5124,25.24,21.87,23.77,16.89,12.23,36.7,9.3,10.37,58.3,22.04,1516.0,57.0,3.27,0.7183,0.2817,8.9,0.1225,0.3691,0.2252,0.2832,40754,0.3764,0.2516,0.239,0.1331,0.0642,0.2547,0.3625,0.3186,state house,2020,1
10,20.4,nevada,47.3,20.7,0.5525940440000576,0.1219438401360054,0.4899,25.42,22.02,20.08,17.46,15.03,36.9,13.26,40.01,40.32,6.4,971.0,35.6,3.52,0.6294,0.3706,22.2,0.2582,0.449,0.1589,0.1339,26879,0.2008,0.3242,0.2232,0.2518,0.2149,0.334,0.2981,0.153,state house,2020,1
11,28.2,nevada,63.5,26.4,0.5672924010164767,0.123993769981146,0.4488,28.92,23.24,21.24,16.79,9.81,33.3,16.41,54.39,27.2,2.0,810.0,26.1,3.99,0.5626,0.4374,28.4,0.3366,0.4798,0.1117,0.0718,25034,0.1136,0.3755,0.1725,0.3384,0.3668,0.3423,0.2213,0.0696,state house,2020,1
12,12.3,nevada,37.3,10.7,0.4403156684436082,0.0893566426256924,0.5149,24.54,19.44,19.04,19.72,17.27,39.7,17.83,21.39,47.89,12.89,1167.0,67.2,3.4,0.7179,0.2821,13.0,0.1454,0.4449,0.2302,0.1794,33250,0.2566,0.2776,0.2425,0.2233,0.1543,0.2967,0.352,0.1969,state house,2020,1
13,6.5,nevada,14.6,3.9,0.3027586582147618,0.100606687161629,0.52,29.47,16.55,21.3,18.7,13.98,38.3,8.02,12.89,49.85,29.25,1590.0,77.2,3.41,0.8859,0.1141,7.2,0.0908,0.324,0.2524,0.3328,45399,0.4149,0.2026,0.2292,0.1534,0.0489,0.2499,0.4078,0.2934,state house,2020,0
14,26.4,nevada,56.7,18.8,0.5476190476190477,0.1196321926248933,0.5381,30.05,23.27,21.1,16.14,9.43,32.7,16.85,37.38,44.68,1.09,968.0,48.4,3.84,0.6165,0.3835,19.7,0.2465,0.5417,0.1519,0.06,27140,0.1328,0.3471,0.2271,0.2929,0.267,0.3664,0.2784,0.0882,state house,2020,1
15,25.7,nevada,50.5,17.8,0.4929087138813628,0.1017451980565183,0.4809,25.26,21.13,17.79,20.53,15.28,37.9,18.36,46.55,33.02,2.07,871.0,44.8,3.6,0.635,0.365,22.7,0.257,0.5073,0.1486,0.0872,27149,0.1684,0.3578,0.2071,0.2667,0.2482,0.363,0.2549,0.1339,state house,2020,1
16,22.8,nevada,43.4,21.4,0.5391531047558856,0.1609100963817348,0.4593,21.17,25.96,21.68,18.42,12.77,36.6,7.96,50.16,37.39,4.5,932.0,20.7,3.15,0.6388,0.3612,25.6,0.2305,0.527,0.1214,0.1211,28695,0.2227,0.3539,0.2338,0.1895,0.1862,0.298,0.3317,0.1841,state house,2020,1
17,13.1,nevada,30.9,9.8,0.5657537060081429,0.2579526645805898,0.5145,32.98,22.32,21.04,15.17,8.48,31.1,7.68,13.15,68.69,10.47,1385.0,61.4,3.74,0.7714,0.2286,11.2,0.1759,0.4466,0.2187,0.1589,32455,0.266,0.2634,0.2296,0.2409,0.1569,0.324,0.3542,0.1649,state house,2020,1
18,17.2,nevada,43.8,11.3,0.5077654516640253,0.0902607693415934,0.5079,25.16,23.22,21.07,17.11,13.44,35.9,16.43,25.77,54.79,3.02,1080.0,54.6,3.55,0.6663,0.3337,16.7,0.1887,0.5305,0.1726,0.1082,30244,0.2188,0.3127,0.2457,0.2227,0.1779,0.3512,0.3073,0.1636,state house,2020,1
19,12.3,nevada,21.5,9.1,0.2724623155340446,0.085932451501444,0.5048,24.41,17.44,16.89,18.89,22.37,41.5,18.01,26.67,45.6,9.73,1085.0,66.0,3.22,0.8664,0.1336,12.8,0.1912,0.4116,0.2101,0.1871,31712,0.2649,0.2268,0.2368,0.2715,0.1277,0.3478,0.3417,0.1828,state house,2020,0
20,12.4,nevada,34.9,11.9,0.4529255993464236,0.1164323745668648,0.4974,22.95,22.66,19.36,18.28,16.76,38.0,10.07,36.47,45.86,7.6,1044.0,38.0,3.32,0.7089,0.2911,13.9,0.2257,0.4737,0.1724,0.1282,30932,0.2821,0.3038,0.2314,0.1826,0.1246,0.3135,0.3333,0.2286,state house,2020,1
21,6.9,nevada,26.4,9.1,0.3781379981710375,0.0497507301100327,0.4926,21.56,20.39,22.11,20.76,15.18,40.0,10.33,10.82,63.08,15.77,1436.0,62.3,3.28,0.7779,0.2221,8.0,0.1192,0.3553,0.2689,0.2566,39124,0.3632,0.2572,0.2229,0.1567,0.075,0.2763,0.3658,0.2828,state house,2020,1
22,5.4,nevada,18.6,6.4,0.2636095363826978,0.052263726023142,0.5055,23.81,16.7,21.3,19.96,18.23,42.5,11.71,11.79,51.97,24.53,1482.0,62.8,3.19,0.8338,0.1662,6.7,0.0895,0.2897,0.2293,0.3915,46662,0.442,0.1828,0.2478,0.1273,0.0464,0.2193,0.3584,0.3759,state house,2020,0
23,6.0,nevada,12.1,4.6,0.217188288743059,0.0352978293791014,0.5066,19.5,12.22,16.21,19.23,32.85,51.9,19.19,24.44,34.58,21.78,1178.0,75.3,2.89,0.8625,0.1375,8.9,0.1274,0.2859,0.2199,0.3668,42219,0.395,0.2121,0.2318,0.1611,0.0544,0.2546,0.3441,0.3469,state house,2020,0
24,19.0,nevada,31.9,15.5,0.3309538388016905,0.0422335389256432,0.4856,22.44,29.57,16.53,18.55,12.91,33.6,15.48,43.64,35.49,5.39,888.0,26.3,3.0,0.7858,0.2142,22.1,0.2196,0.4715,0.173,0.1359,28008,0.2784,0.27,0.2078,0.2438,0.1424,0.2528,0.3758,0.229,state house,2020,1
25,7.2,nevada,16.2,6.6,0.19000501002004,0.0178829881986194,0.5111,23.01,16.69,18.41,20.99,20.89,43.6,12.19,19.5,44.17,24.15,1349.0,68.4,2.92,0.8666,0.1334,6.4,0.0966,0.3147,0.2469,0.3418,43118,0.4472,0.1627,0.2067,0.1834,0.0552,0.2117,0.3298,0.4033,state house,2020,0
26,5.1,nevada,18.1,6.4,0.1904876612601038,0.0103447352925432,0.5066,22.41,18.53,18.74,21.5,18.83,42.1,7.04,18.08,45.11,29.76,1564.0,65.8,2.82,0.8496,0.1504,6.7,0.0958,0.2809,0.2484,0.3749,48800,0.4715,0.1498,0.2469,0.1319,0.0522,0.1932,0.297,0.4577,state house,2020,0
27,10.6,nevada,26.0,10.8,0.2890951688958747,0.0337643465108692,0.4773,23.42,26.57,18.43,17.43,14.14,35.0,15.19,22.67,51.74,10.4,1212.0,58.3,3.11,0.8178,0.1822,12.0,0.1427,0.4584,0.2201,0.1787,33013,0.32,0.1972,0.2284,0.2544,0.1414,0.2435,0.3517,0.2634,state house,2020,1
28,28.3,nevada,59.8,23.9,0.4965849990600914,0.140171689955511,0.539,36.31,21.88,19.4,14.3,8.1,29.0,16.61,43.03,39.45,0.91,917.0,37.1,3.98,0.5754,0.4246,28.6,0.3061,0.5508,0.1008,0.0422,25421,0.1005,0.3731,0.2328,0.2936,0.3492,0.356,0.2485,0.0462,state house,2020,1
29,7.5,nevada,20.0,7.8,0.2858295608408441,0.0639522956357618,0.5237,22.33,20.89,19.59,20.4,16.79,40.3,10.76,18.26,57.13,13.85,1285.0,56.4,3.15,0.8435,0.1565,10.0,0.1053,0.3683,0.2517,0.2747,40354,0.3844,0.2219,0.2433,0.1504,0.0765,0.2958,0.3604,0.2674,state house,2020,1
30,15.7,nevada,35.9,14.1,0.3656503775466591,0.0281948995583416,0.5173,24.69,23.18,19.35,17.75,15.03,36.5,13.77,28.2,51.48,6.55,1110.0,45.1,3.11,0.7513,0.2487,13.5,0.193,0.4656,0.211,0.1304,31663,0.2482,0.2144,0.227,0.3104,0.1889,0.2955,0.35,0.1656,state house,2020,1
31,7.2,nevada,20.9,7.2,0.236843181911165,0.0147558198208027,0.4996,27.31,19.97,20.37,17.65,14.7,37.0,13.88,13.42,53.42,19.27,1397.0,72.0,3.17,0.8469,0.1531,7.3,0.1077,0.3893,0.2673,0.2357,39906,0.3402,0.1784,0.2258,0.2557,0.1116,0.2672,0.3811,0.2401,state house,2020,0
32,8.8,nevada,15.5,9.1,0.1962450592885375,0.0269078747339616,0.4684,24.81,17.03,17.68,22.92,17.56,42.0,28.53,24.04,35.22,12.2,934.0,73.5,3.02,0.903,0.097,12.0,0.1402,0.2837,0.258,0.3182,41249,0.318,0.1702,0.1809,0.3308,0.1228,0.3322,0.3686,0.1764,state house,2020,0
33,6.9,nevada,16.2,9.1,0.1865420782182469,0.022316338165825,0.464,27.56,20.49,19.7,19.06,13.19,36.2,29.34,25.11,38.55,6.99,902.0,70.2,3.27,0.9123,0.0877,11.9,0.1586,0.261,0.2337,0.3467,42789,0.3002,0.1819,0.1861,0.3318,0.1331,0.3573,0.3625,0.147,state house,2020,0
34,9.7,nevada,33.1,11.4,0.4056867642879578,0.1064959540511838,0.5205,21.88,21.25,20.38,20.23,16.26,40.6,11.44,19.7,56.13,12.72,1225.0,52.9,3.24,0.7431,0.2569,11.1,0.1528,0.4776,0.1851,0.1845,34609,0.3036,0.2693,0.267,0.1601,0.1122,0.2959,0.3302,0.2617,state house,2020,1
35,3.1,nevada,29.4,6.6,0.4577598219566721,0.0918186283846778,0.5136,27.85,21.38,25.87,14.56,10.34,35.4,6.47,8.51,55.93,29.09,1633.0,71.4,3.48,0.7244,0.2756,6.2,0.1049,0.3228,0.268,0.3043,45690,0.3873,0.2607,0.2249,0.1271,0.0764,0.2562,0.3506,0.3168,state house,2020,1
36,10.1,nevada,15.1,8.4,0.2679557339170619,0.059588957801289,0.4575,22.18,18.66,19.02,19.79,20.35,41.8,23.49,27.44,34.0,15.07,981.0,75.8,3.07,0.8817,0.1183,12.2,0.152,0.3143,0.2378,0.2959,37355,0.3352,0.2332,0.1964,0.2352,0.1248,0.3426,0.3411,0.1916,state house,2020,2
37,6.4,nevada,20.6,6.6,0.3264422525518981,0.0984344534923729,0.5265,20.87,15.93,17.75,20.7,24.75,46.5,14.8,19.67,48.46,17.07,1257.0,68.7,3.03,0.8298,0.1702,9.1,0.1191,0.3716,0.2194,0.2899,40191,0.3795,0.2281,0.2464,0.1461,0.0797,0.2517,0.3706,0.2979,state house,2020,0
38,11.6,nevada,13.0,9.1,0.1765242234514619,0.0172481915992948,0.4907,23.64,17.88,16.56,20.94,20.97,43.3,26.25,26.59,42.19,4.97,953.0,70.9,3.08,0.9256,0.0744,12.1,0.1835,0.3914,0.2291,0.1959,33244,0.2903,0.1647,0.2152,0.3298,0.1179,0.3386,0.4026,0.1409,state house,2020,0
39,5.7,nevada,12.2,8.0,0.1531450903178652,0.0068913053206246,0.4974,19.49,13.96,16.23,23.72,26.61,50.3,16.12,24.43,40.8,18.66,1210.0,75.9,2.76,0.9138,0.0862,7.1,0.1172,0.3883,0.2443,0.2502,36203,0.3595,0.2103,0.2137,0.2165,0.0785,0.2563,0.3974,0.2677,state house,2020,0
40,8.4,nevada,19.9,9.6,0.1977683956574185,0.017083835946924,0.4902,22.17,17.81,17.34,22.17,20.5,43.2,17.16,30.64,39.84,12.35,1043.0,63.0,2.87,0.8621,0.1379,9.6,0.1535,0.4105,0.25,0.1861,35452,0.3481,0.1955,0.2267,0.2297,0.1157,0.2785,0.3797,0.2261,state house,2020,0
41,7.1,nevada,28.1,8.8,0.4501891703014676,0.095006867966359,0.4968,24.1,24.21,22.09,18.03,11.57,35.9,6.99,13.85,61.08,18.08,1421.0,49.7,3.33,0.7557,0.2443,8.8,0.1152,0.3751,0.246,0.2637,40165,0.3593,0.2339,0.266,0.1409,0.0756,0.2698,0.3519,0.3027,state house,2020,1
42,10.2,nevada,49.1,15.3,0.5497519737301754,0.1365332215468455,0.4761,20.63,25.39,19.39,19.64,14.94,37.7,12.3,29.91,53.19,4.6,1071.0,39.7,3.34,0.5818,0.4182,12.8,0.1902,0.5219,0.1778,0.1101,30950,0.1918,0.4,0.2255,0.1827,0.172,0.3184,0.3217,0.1878,state house,2020,1
1,14.7,new mexico,16.8,12.8,0.3201903240833167,0.0138417515139415,0.5189,29.39,17.03,19.0,18.45,16.12,37.0,20.48,27.21,44.14,8.17,1046.0,69.6,3.14,0.9707,0.0293,17.0,0.1821,0.3281,0.2152,0.2746,32769,0.353,0.1844,0.1871,0.2756,0.0944,0.2547,0.4541,0.1968,state house,2020,0
2,19.9,new mexico,24.6,9.4,0.4399176349463156,0.0108104132960729,0.4968,30.6,20.68,19.81,16.01,12.91,34.1,26.83,32.73,38.38,2.06,842.0,63.2,3.32,0.9585,0.0415,22.6,0.2059,0.3582,0.2557,0.1803,30539,0.2631,0.1599,0.2705,0.3065,0.1604,0.288,0.4103,0.1413,state house,2020,0
3,16.8,new mexico,23.3,7.4,0.2666267450129121,0.010217448257794,0.5022,27.98,18.38,16.21,19.82,17.61,38.9,36.57,29.12,29.72,4.59,728.0,76.7,3.17,0.9482,0.0518,16.6,0.1664,0.4137,0.2065,0.2134,34106,0.3158,0.1432,0.2243,0.3168,0.1366,0.3268,0.4073,0.1293,state house,2020,0
4,21.8,new mexico,42.9,17.5,0.7811628555493586,0.0022308979364194,0.5321,30.17,20.86,17.98,18.61,12.39,34.2,45.8,29.28,24.12,0.81,567.0,69.3,3.69,0.9806,0.0194,23.2,0.2423,0.4092,0.198,0.1505,28187,0.2856,0.2376,0.195,0.2818,0.1578,0.2989,0.4227,0.1206,state house,2020,1
5,27.7,new mexico,48.0,19.5,0.8469125654988184,0.0036302613103188,0.5201,30.1,22.77,16.83,17.42,12.87,33.1,59.96,23.81,14.35,1.88,380.0,71.9,4.09,0.9716,0.0284,33.9,0.2506,0.4238,0.2014,0.1242,27806,0.3566,0.272,0.1757,0.1957,0.1874,0.3477,0.3461,0.1188,state house,2020,1
6,31.7,new mexico,60.9,17.8,0.7436226703224239,0.0013535556866692,0.5095,26.69,20.73,18.9,20.08,13.59,36.8,62.66,27.74,9.29,0.32,354.0,76.6,3.89,0.9853,0.0147,33.4,0.341,0.3809,0.1041,0.174,22410,0.2476,0.2614,0.197,0.2939,0.25,0.3469,0.3074,0.0957,state house,2020,1
7,21.0,new mexico,33.7,8.7,0.2343857240905971,0.0006177076183939,0.5376,27.52,19.54,16.91,19.35,16.68,37.4,38.56,31.93,27.09,2.42,693.0,80.6,3.64,0.8932,0.1068,20.9,0.2109,0.4637,0.1958,0.1295,27897,0.2843,0.2442,0.1768,0.2947,0.1963,0.3434,0.3183,0.1419,state house,2020,0
8,15.0,new mexico,23.1,4.5,0.2121073148360467,0.019196121466243,0.4679,24.55,18.11,20.68,19.39,17.28,38.9,26.73,25.87,40.69,6.7,948.0,79.6,3.34,0.9579,0.0421,11.7,0.1809,0.3342,0.2727,0.2122,37271,0.3682,0.1829,0.2138,0.2351,0.1226,0.3411,0.306,0.2304,state house,2020,0
9,27.8,new mexico,50.8,20.4,0.8787423103212577,0.009090909090909,0.5236,32.48,22.05,16.61,16.93,11.94,31.8,53.26,30.96,13.84,1.93,472.0,60.5,3.98,0.9532,0.0468,36.0,0.3064,0.3665,0.2144,0.1127,26163,0.3403,0.2113,0.2506,0.1979,0.2038,0.4084,0.2817,0.1061,state house,2020,1
10,19.3,new mexico,46.1,11.9,0.3572715479965408,0.025331507639089,0.5238,28.86,23.74,16.76,16.55,14.08,34.0,24.45,35.3,37.0,3.25,840.0,64.9,3.64,0.7819,0.2181,20.1,0.2763,0.4231,0.1665,0.134,27569,0.2762,0.21,0.2334,0.2804,0.2371,0.2692,0.3227,0.171,state house,2020,1
11,22.0,new mexico,27.7,6.1,0.2787170816682037,0.0259589438808621,0.4957,18.5,25.08,18.83,19.42,18.16,39.3,19.9,45.82,27.62,6.67,800.0,47.9,2.9,0.9239,0.0761,22.3,0.2245,0.3675,0.2091,0.1989,32064,0.4569,0.1944,0.2166,0.1321,0.1308,0.2079,0.2987,0.3626,state house,2020,1
12,23.2,new mexico,59.5,15.8,0.3531679113466635,0.0138692913927797,0.51,30.6,20.23,22.04,14.98,12.16,34.1,26.85,31.31,40.93,0.91,877.0,75.7,3.93,0.7393,0.2607,21.8,0.2933,0.4374,0.1885,0.0808,25673,0.1944,0.2437,0.2066,0.3552,0.23,0.3572,0.3119,0.101,state house,2020,2
13,20.1,new mexico,44.5,8.3,0.334272161280759,0.0263267121257041,0.5421,35.75,26.77,19.69,12.28,5.51,28.5,13.09,25.0,60.45,1.46,1093.0,79.2,3.8,0.813,0.187,14.8,0.2055,0.5635,0.1737,0.0573,29948,0.2616,0.2246,0.2539,0.26,0.1489,0.3423,0.3928,0.116,state house,2020,1
14,28.8,new mexico,58.4,10.5,0.4043159319136813,0.0215084395698312,0.4813,27.57,18.17,18.7,21.26,14.3,38.2,26.98,36.77,34.65,1.6,861.0,68.8,3.61,0.7871,0.2129,24.0,0.2638,0.4939,0.1597,0.0827,26050,0.249,0.2386,0.2519,0.2605,0.2133,0.3766,0.2948,0.1153,state house,2020,1
15,9.9,new mexico,30.6,7.4,0.3249083249992424,0.0230020910991908,0.5375,21.46,19.48,18.24,21.66,19.16,41.6,15.39,27.82,41.27,15.51,1149.0,68.7,3.17,0.8575,0.1425,12.7,0.1572,0.338,0.2061,0.2987,37202,0.488,0.1531,0.2342,0.1248,0.0795,0.2124,0.3028,0.4053,state house,2020,1
16,15.9,new mexico,29.4,6.1,0.30918538384177,0.0357023131076097,0.5347,22.56,20.68,19.06,18.4,19.29,39.6,18.9,33.39,41.55,6.16,974.0,70.3,2.93,0.9266,0.0734,19.1,0.1696,0.4296,0.2266,0.1743,32180,0.334,0.1777,0.2823,0.2061,0.1095,0.2933,0.35,0.2472,state house,2020,1
17,15.5,new mexico,23.7,10.4,0.2947532467532467,0.0186666666666666,0.5038,21.82,19.7,17.26,21.23,19.99,42.9,21.63,38.77,30.76,8.84,877.0,65.7,3.16,0.9276,0.0724,14.8,0.2257,0.3716,0.2009,0.2017,30680,0.4054,0.2279,0.1617,0.205,0.1173,0.2523,0.333,0.2974,state house,2020,1
