district,earnings $1 - $24'999,earnings $25'000 - 49'999,earnings $50'000 - 74'999,earnings $75'000 or more,state,median earnings
32,0.2478,0.4186,0.1848,0.1489,florida,27208
33,0.305,0.393,0.168,0.134,florida,22211
34,0.2677,0.4366,0.1648,0.1309,florida,24759
35,0.244,0.462,0.181,0.113,florida,26700
36,0.31,0.452,0.156,0.082,florida,25184
37,0.159,0.379,0.234,0.228,florida,35563
38,0.2042,0.3884,0.2282,0.1792,florida,31502
39,0.2308,0.4735,0.1748,0.1209,florida,27503
40,0.244,0.448,0.173,0.135,florida,28787
41,0.2717,0.4545,0.1728,0.1009,florida,25933
42,0.284,0.441,0.172,0.103,florida,25915
43,0.3934,0.4354,0.1161,0.0551,florida,22434
44,0.167,0.338,0.191,0.304,florida,35360
45,0.319,0.441,0.151,0.089,florida,25246
46,0.386,0.442,0.118,0.054,florida,21299
47,0.176,0.369,0.216,0.239,florida,36078
48,0.335,0.454,0.127,0.084,florida,23924
49,0.2633,0.4214,0.1782,0.1371,florida,24833
50,0.1678,0.4046,0.1998,0.2278,florida,34331
51,0.201,0.391,0.194,0.214,florida,27622
52,0.1844,0.3667,0.1944,0.2545,florida,31589
53,0.2472,0.4274,0.1822,0.1431,florida,26607
54,0.2725,0.3912,0.1806,0.1557,florida,25421
55,0.3333,0.4214,0.1431,0.1021,florida,21884
56,0.2957,0.4266,0.1678,0.1099,florida,26781
57,0.162,0.365,0.227,0.246,florida,36238
58,0.23,0.441,0.192,0.137,florida,28389
59,0.1832,0.4274,0.2292,0.1602,florida,32395
60,0.1451,0.3213,0.2132,0.3203,florida,40792
61,0.3333,0.4501,0.1417,0.0749,florida,22923
62,0.311,0.444,0.158,0.087,florida,25340
63,0.2,0.365,0.184,0.251,florida,30444
64,0.1297,0.3323,0.2255,0.3124,florida,41166
65,0.166,0.366,0.213,0.255,florida,33601
66,0.215,0.396,0.187,0.202,florida,30602
67,0.2593,0.4434,0.1682,0.1291,florida,27667
68,0.1768,0.4236,0.2058,0.1938,florida,32344
69,0.1982,0.4144,0.1922,0.1952,florida,30977
70,0.3246,0.4599,0.1323,0.0832,florida,23553
71,0.256,0.435,0.174,0.135,florida,26305
72,0.238,0.397,0.196,0.169,florida,28559
73,0.1499,0.3576,0.2278,0.2647,florida,35399
74,0.2168,0.4466,0.1908,0.1459,florida,28311
75,0.2653,0.4034,0.1852,0.1461,florida,24719
76,0.1958,0.3846,0.1938,0.2258,florida,29813
77,0.2328,0.4296,0.1978,0.1399,florida,27965
78,0.2358,0.3956,0.1898,0.1788,florida,26220
79,0.304,0.454,0.16,0.082,florida,23502
80,0.2527,0.4086,0.1838,0.1548,florida,25836
81,0.185,0.355,0.201,0.259,florida,31668
82,0.1922,0.3564,0.1722,0.2793,florida,32128
83,0.2202,0.4324,0.1762,0.1712,florida,28166
84,0.266,0.427,0.16,0.147,florida,24432
85,0.142,0.369,0.22,0.269,florida,37125
86,0.19,0.374,0.199,0.237,florida,32056
87,0.391,0.424,0.125,0.06,florida,21510
88,0.33,0.409,0.148,0.113,florida,23692
89,0.1638,0.3177,0.2028,0.3157,florida,34842
90,0.212,0.413,0.213,0.162,florida,29945
91,0.1341,0.3423,0.2172,0.3063,florida,35120
92,0.312,0.431,0.168,0.089,florida,24052
93,0.1439,0.3437,0.1958,0.3167,florida,37606
94,0.306,0.404,0.163,0.127,florida,24669
95,0.314,0.478,0.144,0.064,florida,23624
96,0.163,0.365,0.206,0.266,florida,35381
97,0.1834,0.4098,0.2054,0.2014,florida,31659
98,0.1548,0.3666,0.2138,0.2647,florida,36701
99,0.208,0.38,0.201,0.211,florida,31104
100,0.2122,0.3263,0.1992,0.2623,florida,35138
101,0.2927,0.4575,0.1648,0.0849,florida,25510
102,0.2996,0.4289,0.1844,0.0872,florida,26890
103,0.28,0.388,0.176,0.156,florida,30157
104,0.1251,0.2853,0.2372,0.3524,florida,41334
105,0.306,0.374,0.167,0.153,florida,26112
106,0.2028,0.3516,0.1928,0.2527,florida,31210
107,0.3463,0.4124,0.1471,0.0941,florida,24256
108,0.382,0.38,0.135,0.103,florida,22180
109,0.382,0.395,0.126,0.097,florida,23261
110,0.3836,0.4136,0.1339,0.0689,florida,23633
111,0.4615,0.3856,0.1049,0.048,florida,21043
112,0.2777,0.2907,0.1618,0.2697,florida,31383
113,0.3377,0.3137,0.1489,0.1998,florida,26461
114,0.245,0.346,0.16,0.249,florida,30712
115,0.2098,0.3487,0.1868,0.2547,florida,32489
116,0.296,0.385,0.177,0.142,florida,27199
117,0.377,0.415,0.138,0.07,florida,22154
118,0.281,0.395,0.184,0.14,florida,29861
119,0.279,0.402,0.184,0.135,florida,30470
120,0.275,0.407,0.168,0.15,florida,26983
1,0.2533,0.4525,0.1972,0.0971,georgia,25160
2,0.1962,0.4865,0.1882,0.1291,georgia,30889
3,0.197,0.458,0.229,0.116,georgia,29249
4,0.3816,0.4486,0.0929,0.0769,georgia,24754
5,0.2735,0.477,0.1577,0.0918,georgia,26243
6,0.274,0.505,0.132,0.089,georgia,27447
7,0.2784,0.4132,0.1856,0.1228,georgia,25017
8,0.3267,0.3936,0.1798,0.0999,georgia,22001
9,0.252,0.421,0.178,0.149,georgia,25524
10,0.2703,0.4525,0.1672,0.1101,georgia,26258
11,0.274,0.435,0.18,0.111,georgia,27651
12,0.238,0.484,0.172,0.106,georgia,26661
13,0.2943,0.4004,0.1572,0.1481,georgia,24372
14,0.2298,0.4176,0.2088,0.1439,georgia,29541
15,0.2072,0.4364,0.2232,0.1331,georgia,31200
16,0.281,0.437,0.184,0.098,georgia,27376
17,0.1471,0.3924,0.2583,0.2022,georgia,34920
18,0.262,0.4,0.219,0.119,georgia,26346
19,0.1628,0.3976,0.2747,0.1648,georgia,33401
20,0.157,0.312,0.246,0.285,georgia,37330
21,0.174,0.3,0.259,0.267,georgia,37237
22,0.134,0.245,0.219,0.402,georgia,42940
23,0.228,0.362,0.206,0.204,georgia,30132
24,0.142,0.286,0.199,0.373,georgia,40608
25,0.0731,0.1471,0.1812,0.5986,georgia,61897
26,0.1518,0.3177,0.2198,0.3107,georgia,39290
27,0.2663,0.4004,0.1942,0.1391,georgia,29180
28,0.301,0.449,0.166,0.084,georgia,25268
29,0.362,0.395,0.144,0.099,georgia,23768
30,0.2623,0.4214,0.1712,0.1451,georgia,27152
31,0.2182,0.4084,0.2062,0.1672,georgia,32209
32,0.299,0.445,0.164,0.092,georgia,25304
33,0.2517,0.4416,0.1968,0.1099,georgia,27359
34,0.135,0.352,0.233,0.28,georgia,31564
35,0.1732,0.3544,0.2482,0.2242,georgia,35959
36,0.097,0.213,0.238,0.452,georgia,50543
37,0.1858,0.3327,0.2088,0.2727,georgia,33037
38,0.1828,0.3816,0.2448,0.1908,georgia,31930
39,0.2432,0.3924,0.2092,0.1552,georgia,29631
40,0.0831,0.2663,0.2633,0.3874,georgia,51694
41,0.2757,0.3876,0.1838,0.1528,georgia,25067
42,0.2974,0.4251,0.1806,0.0968,georgia,25935
43,0.117,0.265,0.226,0.392,georgia,45183
44,0.1612,0.2953,0.2382,0.3053,georgia,35435
45,0.1131,0.2242,0.2012,0.4615,georgia,51141
46,0.0909,0.2637,0.2258,0.4196,georgia,45951
47,0.0979,0.1738,0.1918,0.5365,georgia,56072
48,0.224,0.302,0.157,0.317,georgia,33102
49,0.1032,0.2295,0.1984,0.4689,georgia,51520
50,0.1229,0.2078,0.1668,0.5025,georgia,48949
51,0.1548,0.2937,0.1888,0.3626,georgia,40339
52,0.1401,0.2342,0.1802,0.4454,georgia,47277
53,0.1722,0.3263,0.1932,0.3083,georgia,34012
54,0.079,0.216,0.246,0.459,georgia,56561
55,0.1662,0.3564,0.2222,0.2553,georgia,33857
56,0.1788,0.4116,0.1828,0.2268,georgia,21224
57,0.1662,0.2683,0.2042,0.3614,georgia,37229
58,0.2028,0.3267,0.2368,0.2338,georgia,32377
59,0.1938,0.3566,0.2088,0.2408,georgia,33322
60,0.327,0.476,0.129,0.068,georgia,21849
61,0.244,0.389,0.215,0.152,georgia,30686
62,0.1608,0.3976,0.2517,0.1898,georgia,36446
63,0.1916,0.4291,0.1936,0.1856,georgia,30962
64,0.1882,0.3774,0.2162,0.2182,georgia,33406
65,0.206,0.439,0.245,0.11,georgia,30475
66,0.2018,0.3916,0.2547,0.1518,georgia,30401
67,0.177,0.392,0.254,0.177,georgia,34251
68,0.2008,0.4026,0.2498,0.1469,georgia,30677
69,0.2178,0.4336,0.2168,0.1319,georgia,26937
70,0.1992,0.3544,0.2352,0.2112,georgia,32845
71,0.131,0.293,0.275,0.301,georgia,42912
72,0.1089,0.2507,0.2318,0.4086,georgia,45732
73,0.2102,0.4214,0.1922,0.1762,georgia,29386
74,0.346,0.455,0.148,0.051,georgia,23306
75,0.2685,0.484,0.1846,0.0629,georgia,26221
76,0.197,0.435,0.234,0.134,georgia,30943
77,0.314,0.458,0.166,0.062,georgia,24303
78,0.226,0.431,0.211,0.132,georgia,28756
79,0.1311,0.2603,0.2252,0.3834,georgia,48842
80,0.1239,0.2388,0.2168,0.4206,georgia,50707
81,0.2707,0.3037,0.1968,0.2288,georgia,27372
82,0.2052,0.3173,0.1952,0.2823,georgia,31485
83,0.154,0.352,0.194,0.3,georgia,34721
84,0.1692,0.3413,0.2472,0.2422,georgia,31881
85,0.2843,0.3884,0.1762,0.1512,georgia,23745
86,0.211,0.393,0.192,0.204,georgia,28801
87,0.2338,0.4246,0.1948,0.1469,georgia,29643
88,0.2475,0.4108,0.1603,0.1814,georgia,26073
89,0.1678,0.3167,0.2478,0.2677,georgia,36377
90,0.189,0.405,0.254,0.152,georgia,31667
91,0.1938,0.4356,0.2198,0.1508,georgia,33221
92,0.2867,0.4406,0.1918,0.0809,georgia,26542
93,0.1568,0.4356,0.2338,0.1738,georgia,33778
94,0.1702,0.4434,0.2152,0.1712,georgia,32343
95,0.146,0.348,0.19,0.316,georgia,37411
96,0.3043,0.4064,0.1682,0.1211,georgia,26719
97,0.1369,0.2737,0.2218,0.3676,georgia,41739
98,0.153,0.322,0.236,0.289,georgia,36575
99,0.4076,0.4266,0.1099,0.0559,georgia,23130
100,0.2816,0.487,0.1613,0.0701,georgia,27343
101,0.2148,0.3986,0.1868,0.1998,georgia,30730
102,0.1489,0.3666,0.2118,0.2727,georgia,33177
103,0.1695,0.3159,0.2518,0.2628,georgia,35945
104,0.134,0.399,0.206,0.261,georgia,37169
105,0.17,0.339,0.253,0.238,georgia,33774
106,0.181,0.385,0.223,0.211,georgia,34280
107,0.2012,0.3353,0.2132,0.2503,georgia,33082
108,0.224,0.33,0.235,0.211,georgia,31501
109,0.1738,0.3546,0.2707,0.2008,georgia,36117
110,0.1952,0.4705,0.2092,0.1251,georgia,30960
111,0.1453,0.3938,0.2806,0.1804,georgia,35625
112,0.2022,0.3604,0.2462,0.1912,georgia,30468
113,0.229,0.473,0.193,0.105,georgia,29905
114,0.173,0.408,0.24,0.179,georgia,33577
115,0.2302,0.4515,0.2122,0.1061,georgia,29716
116,0.227,0.454,0.204,0.115,georgia,27943
117,0.2172,0.4044,0.1842,0.1942,georgia,23960
118,0.354,0.391,0.156,0.099,georgia,17037
119,0.2088,0.3676,0.2088,0.2148,georgia,22649
120,0.324,0.383,0.164,0.129,georgia,24526
121,0.208,0.375,0.265,0.152,georgia,31183
122,0.108,0.292,0.243,0.357,georgia,42445
123,0.1698,0.3467,0.2228,0.2607,georgia,32405
124,0.314,0.427,0.158,0.101,georgia,22443
125,0.341,0.437,0.157,0.065,georgia,21488
126,0.3034,0.4102,0.2066,0.0798,georgia,25183
127,0.288,0.448,0.187,0.077,georgia,24665
128,0.338,0.408,0.167,0.087,georgia,23350
129,0.2258,0.4306,0.2188,0.1249,georgia,29381
130,0.2515,0.4208,0.2064,0.1212,georgia,27276
131,0.2553,0.4354,0.2032,0.1061,georgia,26299
132,0.3227,0.4426,0.1518,0.0829,georgia,24431
133,0.1668,0.3786,0.2268,0.2278,georgia,31749
134,0.177,0.399,0.234,0.19,georgia,33878
135,0.3944,0.3914,0.1411,0.0731,georgia,21009
136,0.3207,0.4236,0.1608,0.0949,georgia,21932
137,0.2843,0.4304,0.1622,0.1231,georgia,26108
138,0.32,0.415,0.185,0.08,georgia,23715
139,0.3696,0.3986,0.1489,0.0829,georgia,19796
140,0.23,0.422,0.233,0.115,georgia,29120
141,0.1752,0.3794,0.2042,0.2412,georgia,33766
142,0.3113,0.4144,0.1762,0.0981,georgia,22940
143,0.314,0.412,0.159,0.115,georgia,20163
144,0.2214,0.4008,0.2435,0.1343,georgia,30778
145,0.3626,0.3746,0.1718,0.0909,georgia,20552
146,0.176,0.344,0.295,0.185,georgia,35901
147,0.2368,0.4256,0.2128,0.1249,georgia,28549
148,0.2733,0.4124,0.2032,0.1111,georgia,26140
149,0.325,0.435,0.161,0.079,georgia,26680
150,0.301,0.422,0.165,0.112,georgia,26628
151,0.374,0.381,0.151,0.094,georgia,24010
152,0.24,0.412,0.185,0.163,georgia,30646
153,0.3213,0.4184,0.1401,0.1201,georgia,23129
154,0.3123,0.4234,0.1812,0.0831,georgia,24528
155,0.3013,0.4414,0.1652,0.0921,georgia,26352
156,0.293,0.432,0.152,0.123,georgia,25346
157,0.262,0.445,0.182,0.111,georgia,25945
158,0.329,0.43,0.156,0.085,georgia,22871
159,0.25,0.414,0.215,0.121,georgia,28149
160,0.2595,0.4092,0.1906,0.1407,georgia,17221
161,0.1181,0.3774,0.2733,0.2312,georgia,37938
162,0.342,0.429,0.136,0.093,georgia,23969
163,0.3063,0.3764,0.1552,0.1622,georgia,21136
164,0.2252,0.3764,0.2242,0.1742,georgia,31501
165,0.3433,0.4084,0.1411,0.1071,georgia,21974
166,0.1341,0.2993,0.2472,0.3193,georgia,40264
167,0.2016,0.4411,0.2056,0.1517,georgia,30747
168,0.2232,0.5025,0.1972,0.0771,georgia,29602
169,0.358,0.441,0.124,0.077,georgia,24834
170,0.349,0.424,0.155,0.072,georgia,24448
171,0.351,0.425,0.156,0.068,georgia,23926
172,0.4046,0.3786,0.1249,0.0919,georgia,21603
173,0.3327,0.3796,0.1908,0.0969,georgia,25169
174,0.331,0.41,0.166,0.093,georgia,24796
175,0.244,0.409,0.185,0.162,georgia,28131
176,0.2927,0.4466,0.1688,0.0919,georgia,25474
177,0.3992,0.4242,0.1218,0.0549,georgia,18850
178,0.289,0.404,0.207,0.1,georgia,26543
179,0.273,0.392,0.168,0.167,georgia,25042
180,0.256,0.408,0.189,0.147,georgia,29144
1,0.24,0.398,0.21,0.152,hawaii,29576
2,0.1902,0.4254,0.2152,0.1692,hawaii,30022
3,0.1928,0.4476,0.2018,0.1578,hawaii,30107
4,0.2617,0.4486,0.1858,0.1039,hawaii,26958
5,0.2438,0.3926,0.1838,0.1798,hawaii,25477
6,0.1868,0.4296,0.2298,0.1538,hawaii,30461
7,0.187,0.397,0.196,0.22,hawaii,32357
8,0.1479,0.4056,0.2657,0.1808,hawaii,34347
9,0.2022,0.5085,0.1732,0.1161,hawaii,30880
10,0.1982,0.4835,0.2082,0.1101,hawaii,32015
11,0.1423,0.4499,0.1964,0.2114,hawaii,34812
12,0.1419,0.4146,0.2298,0.2138,hawaii,35144
13,0.1968,0.4625,0.1638,0.1768,hawaii,31331
14,0.1668,0.4406,0.2258,0.1668,hawaii,35431
15,0.217,0.433,0.205,0.145,hawaii,30941
16,0.1774,0.4499,0.1954,0.1774,hawaii,32201
17,0.071,0.205,0.272,0.452,hawaii,52362
18,0.091,0.228,0.284,0.397,hawaii,51802
19,0.113,0.345,0.242,0.3,hawaii,42753
20,0.143,0.354,0.279,0.224,hawaii,37037
21,0.2002,0.4104,0.2312,0.1582,hawaii,31968
22,0.1399,0.3497,0.2348,0.2757,hawaii,38163
23,0.1513,0.3707,0.2064,0.2715,hawaii,34254
24,0.1091,0.4054,0.3093,0.1762,hawaii,36466
25,0.1449,0.3506,0.2697,0.2348,hawaii,40276
26,0.1552,0.3273,0.2533,0.2643,hawaii,39416
27,0.1828,0.3966,0.2358,0.1848,hawaii,32386
28,0.2563,0.4464,0.1792,0.1181,hawaii,30196
29,0.2803,0.4635,0.1542,0.1021,hawaii,24173
30,0.273,0.427,0.174,0.126,hawaii,28286
31,0.1141,0.4074,0.2643,0.2142,hawaii,40583
32,0.1588,0.3706,0.2687,0.2018,hawaii,37871
33,0.0981,0.3433,0.2372,0.3213,hawaii,42161
34,0.1361,0.3834,0.2402,0.2402,hawaii,37837
35,0.2545,0.4391,0.1866,0.1198,hawaii,28374
36,0.0609,0.3097,0.2877,0.3417,hawaii,49617
37,0.0801,0.3463,0.2933,0.2803,hawaii,42778
38,0.2422,0.4615,0.1912,0.1051,hawaii,28759
39,0.1329,0.4096,0.2428,0.2148,hawaii,38596
40,0.18,0.401,0.21,0.209,hawaii,35575
41,0.125,0.396,0.242,0.237,hawaii,40871
42,0.1162,0.3798,0.2575,0.2465,hawaii,37102
43,0.196,0.427,0.228,0.149,hawaii,30151
44,0.243,0.467,0.16,0.13,hawaii,25910
45,0.2697,0.3936,0.2088,0.1279,hawaii,29348
46,0.2222,0.4324,0.2112,0.1341,hawaii,30141
47,0.1682,0.3734,0.2332,0.2252,hawaii,31384
48,0.0989,0.3826,0.2527,0.2657,hawaii,40288
49,0.1071,0.3443,0.2953,0.2533,hawaii,40008
50,0.201,0.361,0.164,0.274,hawaii,34469
51,0.137,0.327,0.247,0.289,hawaii,38351
1,0.346,0.449,0.129,0.076,illinois,23192
2,0.309,0.403,0.174,0.114,illinois,23392
3,0.2997,0.4276,0.1748,0.0979,illinois,26531
4,0.1938,0.3277,0.2208,0.2577,illinois,36497
5,0.104,0.235,0.24,0.421,illinois,45804
6,0.194,0.265,0.19,0.351,illinois,31400
7,0.15,0.37,0.233,0.247,illinois,34180
8,0.22,0.356,0.192,0.232,illinois,30574
9,0.15,0.21,0.234,0.406,illinois,40328
10,0.167,0.284,0.226,0.323,illinois,41139
11,0.067,0.208,0.259,0.466,illinois,57271
12,0.0519,0.2488,0.3017,0.3976,illinois,54690
13,0.1582,0.3293,0.2322,0.2803,illinois,36951
14,0.189,0.365,0.227,0.219,illinois,31038
15,0.1728,0.3207,0.2108,0.2957,illinois,35389
16,0.1892,0.3493,0.2072,0.2543,illinois,32333
17,0.089,0.242,0.182,0.487,illinois,48007
18,0.091,0.212,0.172,0.525,illinois,45142
19,0.1489,0.3626,0.2468,0.2418,illinois,36752
20,0.1221,0.3493,0.2472,0.2813,illinois,40052
21,0.322,0.409,0.175,0.094,illinois,24487
22,0.2365,0.4311,0.2066,0.1257,illinois,27470
23,0.2665,0.4222,0.1677,0.1437,illinois,27059
24,0.2913,0.4354,0.1662,0.1071,illinois,26142
25,0.212,0.366,0.203,0.219,illinois,27729
26,0.1071,0.2422,0.2102,0.4404,illinois,45905
27,0.1748,0.3756,0.2448,0.2048,illinois,31618
28,0.173,0.396,0.24,0.191,illinois,30668
29,0.179,0.36,0.276,0.185,illinois,30834
30,0.212,0.377,0.236,0.175,illinois,30596
31,0.1762,0.4074,0.2332,0.1832,illinois,30590
32,0.2345,0.4158,0.2104,0.1393,illinois,25801
33,0.1992,0.4034,0.2503,0.1471,illinois,27068
34,0.193,0.382,0.239,0.186,illinois,31249
35,0.11,0.278,0.247,0.365,illinois,41700
36,0.135,0.343,0.277,0.245,illinois,37162
37,0.09,0.235,0.263,0.412,illinois,47179
38,0.129,0.364,0.274,0.233,illinois,37067
39,0.2513,0.4014,0.1922,0.1552,illinois,29214
40,0.2448,0.3676,0.2008,0.1868,illinois,30435
41,0.0941,0.2092,0.1992,0.4975,illinois,48057
42,0.105,0.256,0.228,0.411,illinois,43225
43,0.301,0.402,0.182,0.115,illinois,25198
44,0.185,0.347,0.23,0.238,illinois,35952
45,0.1111,0.2993,0.2623,0.3273,illinois,41333
46,0.179,0.363,0.254,0.204,illinois,32527
47,0.076,0.189,0.194,0.541,illinois,52003
48,0.0901,0.2603,0.2472,0.4024,illinois,41381
49,0.133,0.277,0.224,0.366,illinois,40519
50,0.093,0.251,0.246,0.41,illinois,43281
51,0.0761,0.1812,0.1722,0.5706,illinois,55305
52,0.118,0.264,0.228,0.39,illinois,41330
53,0.1129,0.2667,0.2438,0.3766,illinois,44338
54,0.094,0.278,0.224,0.404,illinois,46013
55,0.143,0.358,0.236,0.263,illinois,37009
56,0.1081,0.3023,0.2753,0.3143,illinois,42000
57,0.1768,0.3037,0.1938,0.3257,illinois,36472
58,0.1984,0.1593,0.1383,0.504,illinois,38874
59,0.155,0.272,0.195,0.378,illinois,41067
60,0.3387,0.3956,0.1578,0.1079,illinois,22969
61,0.1261,0.3163,0.2422,0.3153,illinois,38157
62,0.1608,0.3347,0.2458,0.2587,illinois,35028
63,0.1898,0.3686,0.2288,0.2128,illinois,31785
64,0.111,0.31,0.248,0.331,illinois,40438
65,0.0959,0.2797,0.2378,0.3866,illinois,42343
66,0.0929,0.2817,0.2468,0.3786,illinois,43373
67,0.291,0.47,0.173,0.066,illinois,22494
68,0.159,0.394,0.268,0.179,illinois,31179
69,0.1379,0.3586,0.2507,0.2527,illinois,35749
70,0.172,0.348,0.245,0.235,illinois,26332
71,0.1892,0.3994,0.2422,0.1692,illinois,30574
72,0.202,0.419,0.232,0.147,illinois,27338
73,0.134,0.324,0.224,0.318,illinois,36891
74,0.211,0.389,0.232,0.168,illinois,30838
75,0.1489,0.3317,0.2458,0.2737,illinois,35538
76,0.206,0.392,0.238,0.164,illinois,28791
77,0.2777,0.4116,0.1958,0.1149,illinois,26935
78,0.15,0.323,0.243,0.284,illinois,38410
79,0.1912,0.3794,0.2442,0.1852,illinois,30605
80,0.147,0.335,0.237,0.281,illinois,36424
81,0.091,0.256,0.228,0.425,illinois,45618
82,0.089,0.24,0.247,0.424,illinois,46615
83,0.2997,0.4276,0.1808,0.0919,illinois,25069
84,0.15,0.265,0.264,0.321,illinois,41600
85,0.1982,0.3493,0.2432,0.2092,illinois,31721
86,0.2613,0.3894,0.2052,0.1441,illinois,26753
87,0.1582,0.4054,0.2472,0.1892,illinois,32126
88,0.142,0.344,0.258,0.256,illinois,35005
89,0.2026,0.4112,0.2395,0.1467,illinois,29364
90,0.174,0.381,0.255,0.19,illinois,31418
91,0.215,0.412,0.229,0.144,illinois,30205
92,0.248,0.423,0.204,0.125,illinois,25367
93,0.2412,0.4474,0.1872,0.1241,illinois,24173
94,0.2208,0.4625,0.2018,0.1149,illinois,30015
95,0.194,0.425,0.237,0.144,illinois,29331
96,0.246,0.398,0.202,0.154,illinois,23468
97,0.1131,0.2713,0.2492,0.3664,illinois,43309
98,0.125,0.338,0.269,0.268,illinois,36804
99,0.1439,0.3576,0.2328,0.2657,illinois,36721
100,0.2192,0.4064,0.2342,0.1401,illinois,28542
101,0.1389,0.3886,0.2607,0.2118,illinois,36202
102,0.18,0.422,0.226,0.172,illinois,32301
103,0.2312,0.4354,0.1822,0.1512,illinois,16891
104,0.1768,0.4336,0.2128,0.1768,illinois,31395
105,0.157,0.317,0.221,0.305,illinois,30045
106,0.1902,0.4184,0.2452,0.1461,illinois,30475
107,0.2368,0.4406,0.1948,0.1279,illinois,27065
108,0.1229,0.3546,0.2527,0.2697,illinois,36739
109,0.209,0.474,0.198,0.119,illinois,29711
110,0.2405,0.4469,0.1854,0.1273,illinois,24569
111,0.191,0.388,0.261,0.16,illinois,30651
112,0.1331,0.3504,0.2713,0.2452,illinois,34871
113,0.2,0.426,0.208,0.166,illinois,30393
114,0.203,0.372,0.233,0.192,illinois,30212
115,0.222,0.444,0.207,0.127,illinois,26285
116,0.1858,0.3956,0.2308,0.1878,illinois,32042
117,0.225,0.405,0.233,0.137,illinois,28294
118,0.265,0.392,0.207,0.136,illinois,22762
1,0.2803,0.3894,0.2092,0.1211,indiana,24939
2,0.3073,0.4374,0.1652,0.0901,indiana,22053
3,0.251,0.41,0.204,0.135,indiana,26443
4,0.1471,0.2913,0.2462,0.3153,indiana,34425
5,0.1782,0.4074,0.2212,0.1932,indiana,29310
6,0.267,0.462,0.183,0.088,indiana,23122
7,0.2222,0.4545,0.1952,0.1281,indiana,27177
8,0.153,0.376,0.249,0.222,indiana,25775
9,0.196,0.398,0.197,0.209,indiana,30009
10,0.1802,0.3313,0.2462,0.2422,indiana,33882
11,0.135,0.312,0.261,0.292,indiana,35691
12,0.1441,0.3263,0.2693,0.2603,indiana,36216
13,0.187,0.434,0.232,0.147,indiana,31105
14,0.2008,0.4356,0.2198,0.1439,indiana,27177
15,0.1168,0.3194,0.2525,0.3114,indiana,40078
16,0.1978,0.4146,0.2298,0.1578,indiana,29681
17,0.206,0.463,0.225,0.106,indiana,29366
18,0.2168,0.4595,0.2078,0.1159,indiana,27631
19,0.1301,0.3013,0.2593,0.3093,indiana,40260
20,0.2262,0.3934,0.2202,0.1602,indiana,27719
21,0.2092,0.4404,0.2322,0.1181,indiana,29719
22,0.1652,0.4665,0.2292,0.1391,indiana,31331
23,0.249,0.456,0.195,0.1,indiana,26222
24,0.066,0.196,0.204,0.534,indiana,56396
25,0.187,0.415,0.241,0.157,indiana,31567
26,0.2028,0.3736,0.2248,0.1988,indiana,16761
27,0.263,0.445,0.196,0.096,indiana,20555
28,0.12,0.364,0.259,0.257,indiana,38739
29,0.134,0.341,0.249,0.276,indiana,37006
30,0.233,0.435,0.202,0.13,indiana,26674
31,0.2525,0.478,0.1697,0.0998,indiana,23769
32,0.1602,0.3984,0.2182,0.2232,indiana,32198
33,0.2533,0.4545,0.2142,0.0781,indiana,26602
34,0.3427,0.4266,0.1528,0.0779,indiana,14017
35,0.197,0.444,0.218,0.141,indiana,30027
36,0.2733,0.4424,0.1852,0.0991,indiana,23597
37,0.069,0.296,0.261,0.374,indiana,48995
38,0.196,0.427,0.205,0.172,indiana,30772
39,0.071,0.242,0.226,0.461,indiana,48436
40,0.126,0.312,0.291,0.271,indiana,41686
41,0.1992,0.4344,0.2222,0.1441,indiana,29976
42,0.2028,0.4635,0.2258,0.1079,indiana,28371
43,0.302,0.425,0.167,0.106,indiana,18929
44,0.1758,0.4426,0.2228,0.1588,indiana,29572
45,0.254,0.443,0.191,0.112,indiana,26576
46,0.2158,0.4466,0.2028,0.1349,indiana,28692
47,0.1508,0.3916,0.2238,0.2338,indiana,35382
48,0.2222,0.4845,0.1712,0.1221,indiana,27921
49,0.208,0.439,0.217,0.136,indiana,28192
50,0.23,0.452,0.205,0.113,indiana,26757
51,0.206,0.448,0.234,0.112,indiana,29465
52,0.161,0.41,0.252,0.177,indiana,31787
53,0.1512,0.3974,0.2673,0.1842,indiana,32714
54,0.23,0.471,0.203,0.096,indiana,28717
55,0.2048,0.4476,0.2208,0.1269,indiana,31087
56,0.2517,0.4505,0.1938,0.1039,indiana,25632
57,0.1776,0.4251,0.2405,0.1567,indiana,31113
58,0.144,0.407,0.278,0.171,indiana,33479
59,0.1862,0.3534,0.2322,0.2282,indiana,31855
60,0.188,0.359,0.234,0.219,indiana,28858
61,0.3037,0.3796,0.1618,0.1548,indiana,9531
62,0.1958,0.4216,0.2308,0.1518,indiana,30324
63,0.2112,0.4565,0.1992,0.1331,indiana,30446
64,0.1782,0.3924,0.2422,0.1872,indiana,32510
65,0.225,0.415,0.194,0.166,indiana,28406
66,0.2008,0.4426,0.2278,0.1289,indiana,29793
67,0.214,0.47,0.207,0.109,indiana,30148
68,0.17,0.408,0.272,0.15,indiana,31277
69,0.2144,0.477,0.2084,0.1002,indiana,29864
70,0.176,0.396,0.244,0.184,indiana,32058
71,0.2012,0.5115,0.1982,0.0891,indiana,30385
72,0.1702,0.4004,0.2272,0.2022,indiana,31259
73,0.1978,0.4775,0.2158,0.1089,indiana,28698
74,0.2102,0.4885,0.1982,0.1031,indiana,29570
