district,under 20,20 to 34,35 to 49,50 to 64,65 and over,median age,state
115,23.73,20.1,17.5,19.4,19.26,40.4,illinois
116,24.5,17.45,19.7,21.17,17.18,40.9,illinois
117,23.6,17.71,18.73,20.26,19.7,41.8,illinois
118,22.89,20.31,16.75,20.59,19.47,41.0,illinois
1,28.3,20.51,19.44,19.62,12.13,35.8,indiana
2,29.59,20.12,16.94,17.31,16.04,35.2,indiana
3,27.14,19.89,17.66,19.56,15.74,37.1,indiana
4,24.59,18.96,19.51,19.99,16.95,39.0,indiana
5,26.69,21.3,18.59,18.08,15.34,36.4,indiana
6,29.3,22.27,18.79,16.75,12.88,33.8,indiana
7,26.31,17.4,17.43,21.18,17.68,40.1,indiana
8,24.69,23.63,14.77,18.78,18.14,36.7,indiana
9,20.84,20.83,19.92,20.09,18.32,40.2,indiana
10,25.21,21.12,19.11,19.78,14.79,37.6,indiana
11,27.09,16.48,19.41,20.76,16.27,40.1,indiana
12,23.68,17.22,19.61,22.42,17.07,41.6,indiana
13,26.01,18.05,18.85,20.82,16.26,39.7,indiana
14,25.64,18.82,19.16,19.3,17.07,39.3,indiana
15,21.55,16.4,18.84,23.12,20.08,44.9,indiana
16,25.54,16.99,17.51,21.3,18.66,40.9,indiana
17,27.41,16.72,17.95,20.08,17.85,39.9,indiana
18,24.63,18.51,16.76,21.08,19.02,41.3,indiana
19,24.93,16.92,20.82,19.95,17.39,40.9,indiana
20,26.16,16.93,18.2,21.33,17.37,40.8,indiana
21,30.87,18.2,19.72,17.44,13.78,36.0,indiana
22,27.72,19.83,17.54,18.91,15.99,37.7,indiana
23,24.77,18.97,18.65,20.09,17.52,39.6,indiana
24,33.1,13.74,23.49,18.97,10.71,37.1,indiana
25,25.95,16.53,17.88,21.44,18.19,42.0,indiana
26,32.02,32.78,13.89,11.76,9.56,23.5,indiana
27,21.4,38.13,14.42,13.65,12.39,28.9,indiana
28,27.93,17.44,19.76,20.56,14.3,38.1,indiana
29,29.68,20.41,21.48,16.53,11.9,35.0,indiana
30,24.18,18.44,17.39,20.69,19.3,41.6,indiana
31,24.35,19.72,16.23,20.65,19.05,40.3,indiana
32,25.47,16.6,18.88,21.33,17.71,41.8,indiana
33,24.71,16.73,17.26,20.91,20.4,43.4,indiana
34,25.43,32.42,14.0,15.35,12.8,27.6,indiana
35,23.71,16.2,18.71,20.16,21.22,43.1,indiana
36,24.44,20.23,17.18,19.33,18.82,39.5,indiana
37,29.38,19.37,23.07,18.38,9.8,35.9,indiana
38,26.52,17.4,17.8,20.85,17.43,40.1,indiana
39,26.36,15.56,22.48,19.6,16.01,40.5,indiana
40,27.84,18.77,24.44,17.63,11.32,37.1,indiana
41,25.29,18.06,18.37,21.29,16.99,40.8,indiana
42,23.84,17.73,18.33,21.92,18.19,42.7,indiana
43,26.56,26.74,14.91,16.19,15.6,32.0,indiana
44,24.24,19.03,17.27,21.71,17.75,40.5,indiana
45,24.31,19.49,19.03,19.19,17.99,40.0,indiana
46,22.37,18.55,20.65,20.69,17.75,41.4,indiana
47,26.97,17.47,21.89,19.02,14.65,39.4,indiana
48,26.93,18.7,18.03,19.75,16.59,38.8,indiana
49,31.88,18.98,17.95,17.22,13.97,34.1,indiana
50,24.21,19.22,18.0,21.42,17.14,40.7,indiana
51,30.2,18.7,15.94,18.64,16.53,36.1,indiana
52,28.71,17.47,19.48,19.7,14.64,37.6,indiana
53,23.91,19.04,19.86,20.93,16.26,39.8,indiana
54,23.23,17.68,18.65,21.39,19.05,42.2,indiana
55,25.64,17.36,18.13,20.26,18.61,41.6,indiana
56,24.66,18.2,17.69,20.65,18.8,40.6,indiana
57,25.56,17.33,18.32,21.78,17.02,40.8,indiana
58,27.52,20.64,19.0,18.02,14.82,36.3,indiana
59,25.84,21.05,19.48,17.54,16.09,37.3,indiana
60,21.8,21.93,16.79,22.19,17.29,40.7,indiana
61,26.26,45.19,11.43,8.79,8.33,23.2,indiana
62,23.86,19.1,18.53,20.75,17.77,40.4,indiana
63,28.32,17.58,17.25,20.14,16.7,38.4,indiana
64,26.07,17.07,16.9,21.83,18.13,41.3,indiana
65,22.35,15.57,18.54,22.63,20.9,45.2,indiana
66,24.92,18.45,19.92,20.35,16.36,40.2,indiana
67,24.1,16.55,17.84,23.6,17.91,43.1,indiana
68,25.58,16.39,19.06,21.0,17.98,41.8,indiana
69,26.39,18.3,19.57,20.28,15.47,38.7,indiana
70,26.54,15.78,19.61,21.82,16.26,41.1,indiana
71,22.74,21.45,18.87,19.97,16.97,39.2,indiana
72,24.11,19.37,19.4,20.93,16.19,40.1,indiana
73,25.54,17.15,18.7,21.5,17.11,40.8,indiana
74,24.16,17.09,17.08,22.71,18.97,42.6,indiana
75,26.57,15.92,20.47,19.99,17.05,40.9,indiana
76,25.02,20.48,17.81,19.33,17.35,39.2,indiana
77,24.52,22.95,17.4,20.69,14.43,37.0,indiana
78,22.2,19.85,17.8,20.52,19.62,41.3,indiana
79,30.65,17.19,16.15,18.98,17.02,36.8,indiana
80,34.47,22.2,19.33,14.41,9.59,29.9,indiana
81,22.1,25.47,17.95,19.63,14.84,36.8,indiana
82,27.37,17.96,17.94,21.14,15.59,39.0,indiana
83,26.74,16.35,19.54,20.74,16.62,40.4,indiana
84,27.32,20.6,17.53,18.18,16.37,37.0,indiana
85,29.31,18.49,17.43,18.16,16.61,37.2,indiana
86,21.74,25.27,19.26,17.93,15.81,36.9,indiana
87,19.29,25.82,17.46,18.74,18.7,39.1,indiana
88,26.41,16.13,20.58,22.81,14.07,40.4,indiana
89,26.2,21.0,18.73,18.16,15.92,36.9,indiana
90,30.2,19.39,21.11,16.68,12.62,35.2,indiana
91,29.41,23.65,18.69,15.71,12.54,33.3,indiana
92,30.09,19.73,20.53,17.28,12.37,35.1,indiana
93,26.79,20.1,19.75,18.74,14.61,37.4,indiana
94,32.17,25.02,19.68,14.5,8.63,30.3,indiana
95,31.73,22.73,18.95,16.2,10.4,32.7,indiana
96,24.52,28.04,17.4,17.97,12.07,33.4,indiana
97,25.86,29.7,16.9,18.15,9.39,31.2,indiana
98,28.74,21.75,18.83,19.69,11.0,34.6,indiana
99,28.87,27.61,15.7,17.7,10.12,30.4,indiana
100,23.44,24.86,19.61,20.17,11.92,35.9,indiana
1,24.42,14.9,16.47,20.73,23.47,44.3,iowa
2,25.36,15.97,17.21,20.85,20.61,42.0,iowa
3,25.27,16.53,15.95,20.98,21.27,42.5,iowa
4,31.6,19.76,16.27,16.78,15.58,33.6,iowa
5,26.72,15.52,17.65,20.65,19.46,41.2,iowa
6,26.19,18.04,17.5,20.14,18.12,39.5,iowa
7,24.54,15.86,15.54,21.6,22.46,43.8,iowa
8,25.02,16.31,16.0,20.78,21.9,43.2,iowa
9,24.86,20.81,15.93,20.03,18.36,38.5,iowa
10,23.95,16.36,16.14,21.9,21.65,43.5,iowa
11,27.81,18.51,16.18,19.64,17.86,37.5,iowa
12,25.21,16.11,15.72,22.05,20.91,43.2,iowa
13,32.15,21.84,19.42,15.13,11.46,31.7,iowa
14,29.89,20.57,18.67,18.05,12.82,34.6,iowa
15,24.75,20.19,19.24,21.08,14.74,38.5,iowa
16,27.03,20.13,16.68,19.63,16.53,36.9,iowa
17,24.14,15.6,15.92,22.18,22.17,44.6,iowa
18,25.39,18.39,15.59,20.68,19.94,40.0,iowa
19,31.74,13.73,24.28,18.92,11.33,37.6,iowa
20,23.68,15.76,17.76,21.65,21.15,44.3,iowa
21,24.79,16.41,16.62,20.8,21.38,43.3,iowa
22,26.51,13.71,18.42,20.7,20.66,43.5,iowa
23,24.95,15.34,17.45,22.31,19.96,43.6,iowa
24,23.54,15.6,16.93,21.09,22.84,44.5,iowa
25,27.08,16.7,20.44,20.25,15.52,39.2,iowa
26,27.51,17.64,19.08,18.95,16.81,38.7,iowa
27,26.38,17.87,15.83,19.89,20.03,39.5,iowa
28,24.06,17.41,18.15,22.29,18.08,41.8,iowa
29,25.56,15.87,18.56,20.56,19.45,41.8,iowa
30,28.74,17.21,22.42,18.58,13.05,37.4,iowa
31,27.99,18.86,19.3,19.17,14.68,37.7,iowa
32,30.57,23.85,16.54,16.73,12.32,32.1,iowa
33,29.48,22.4,20.85,16.68,10.58,33.4,iowa
34,22.62,28.67,18.34,18.15,12.23,34.2,iowa
35,33.95,24.12,18.81,15.41,7.7,29.0,iowa
36,22.52,24.3,20.76,18.89,13.53,36.8,iowa
37,28.74,26.08,19.91,15.3,9.97,32.3,iowa
38,29.46,18.78,21.88,15.01,14.88,36.0,iowa
39,29.16,16.19,23.55,18.53,12.57,38.2,iowa
40,24.89,18.41,18.19,22.02,16.49,41.0,iowa
41,22.57,26.6,18.12,17.75,14.96,35.7,iowa
42,23.76,21.58,19.6,19.7,15.36,38.4,iowa
43,24.13,19.98,19.31,19.59,16.99,38.8,iowa
44,29.07,24.2,22.36,13.52,10.85,33.1,iowa
45,17.08,48.34,12.88,11.91,9.8,26.0,iowa
46,30.33,39.42,10.69,8.67,10.89,22.1,iowa
47,23.64,17.67,18.24,21.18,19.27,41.9,iowa
48,25.27,14.55,17.45,23.02,19.7,43.6,iowa
49,26.44,16.23,19.23,20.73,17.38,39.8,iowa
50,25.05,16.06,17.39,20.68,20.83,42.7,iowa
51,25.02,16.04,16.61,21.56,20.77,42.1,iowa
52,25.19,15.64,16.26,21.54,21.37,44.0,iowa
53,23.43,18.97,16.34,20.44,20.82,42.2,iowa
54,22.72,14.56,15.76,23.64,23.33,47.3,iowa
55,23.84,19.29,14.65,20.63,21.6,42.3,iowa
56,23.82,15.32,15.3,22.85,22.7,46.3,iowa
57,29.47,14.12,20.29,21.16,14.97,39.3,iowa
58,25.33,15.32,16.25,22.01,21.1,43.1,iowa
59,23.45,34.07,13.12,13.56,15.8,26.9,iowa
60,25.59,24.22,17.14,16.73,16.32,35.1,iowa
61,26.07,20.72,19.05,17.52,16.64,37.2,iowa
62,25.38,21.53,16.69,20.37,16.03,37.3,iowa
63,25.79,17.09,17.78,19.39,19.96,40.6,iowa
64,27.74,15.48,17.29,20.3,19.18,40.5,iowa
65,24.39,22.05,17.72,16.71,19.12,37.3,iowa
66,24.13,20.55,21.18,18.62,15.51,38.3,iowa
67,26.91,18.94,19.02,20.78,14.36,38.4,iowa
68,24.85,19.18,19.94,18.87,17.16,39.2,iowa
69,28.35,23.41,19.63,16.51,12.1,33.4,iowa
70,23.38,22.69,18.36,17.95,17.62,37.9,iowa
71,28.14,18.46,17.18,17.87,18.35,36.9,iowa
72,27.03,15.59,16.36,22.23,18.79,41.7,iowa
73,24.48,15.98,17.08,24.24,18.22,43.1,iowa
74,23.94,28.13,19.97,16.38,11.58,33.4,iowa
75,25.18,15.11,18.24,22.88,18.6,43.2,iowa
76,25.87,17.61,15.75,21.17,19.6,41.6,iowa
77,29.86,22.23,22.27,15.69,9.96,33.9,iowa
78,26.42,15.97,17.49,19.86,20.26,41.2,iowa
79,27.5,19.15,17.26,17.8,18.29,37.8,iowa
80,25.02,15.05,16.74,21.89,21.3,44.0,iowa
81,25.38,19.55,17.5,20.91,16.66,38.8,iowa
82,24.68,18.31,16.13,19.76,21.12,41.5,iowa
83,23.35,18.07,16.9,21.79,19.89,42.4,iowa
84,24.18,17.51,18.06,21.18,19.07,41.8,iowa
85,24.96,40.04,12.1,10.97,11.93,24.0,iowa
86,22.36,39.47,13.83,12.67,11.67,27.3,iowa
87,25.53,17.07,16.38,20.53,20.49,41.7,iowa
88,24.61,17.21,18.63,20.29,19.26,42.2,iowa
89,23.82,20.11,16.38,22.0,17.69,39.7,iowa
90,23.4,25.49,17.47,21.18,12.45,35.8,iowa
91,27.58,18.28,19.73,18.28,16.13,38.0,iowa
92,28.61,17.45,19.35,18.01,16.57,38.5,iowa
93,25.96,20.3,19.25,17.51,16.98,37.2,iowa
94,27.53,15.02,21.68,18.55,17.23,40.7,iowa
95,28.11,14.73,17.41,23.98,15.77,41.2,iowa
96,23.66,15.83,18.12,22.72,19.67,43.3,iowa
97,28.5,13.76,18.46,21.67,17.61,41.3,iowa
98,23.03,16.84,17.42,22.55,20.16,43.3,iowa
99,24.54,21.4,14.9,18.66,20.49,38.4,iowa
100,23.64,22.94,15.09,20.61,17.72,37.4,iowa
1,25.57,16.44,16.44,21.93,19.62,42.6,kansas
2,24.69,18.14,16.68,21.68,18.81,41.5,kansas
3,27.34,29.44,14.96,15.0,13.27,28.6,kansas
4,25.87,15.35,17.64,20.11,21.03,41.6,kansas
5,26.02,16.81,16.63,21.82,18.74,41.7,kansas
6,25.73,12.87,18.77,23.63,18.99,44.7,kansas
7,25.67,16.85,17.41,21.45,18.61,41.7,kansas
8,28.18,15.01,21.45,24.01,11.34,40.3,kansas
9,27.53,16.06,17.06,19.08,20.27,39.9,kansas
10,23.8,30.53,19.02,15.01,11.64,31.3,kansas
11,26.99,17.14,15.38,20.91,19.58,40.0,kansas
12,26.16,15.62,15.35,22.77,20.09,42.5,kansas
13,24.18,13.77,15.52,22.95,23.58,47.3,kansas
14,27.51,19.67,22.6,17.33,12.88,37.3,kansas
15,27.47,21.47,21.87,16.04,13.14,35.5,kansas
16,19.15,24.11,15.44,20.67,20.64,40.8,kansas
17,24.32,18.87,17.29,21.5,18.02,41.0,kansas
18,21.71,19.27,18.5,23.15,17.37,42.4,kansas
19,24.77,13.45,19.11,22.24,20.43,42.6,kansas
20,19.39,14.47,15.56,21.92,28.66,50.6,kansas
21,22.41,21.93,19.73,15.86,20.07,38.7,kansas
22,21.44,28.29,19.73,16.46,14.08,35.2,kansas
23,23.86,28.73,18.19,16.27,12.95,33.5,kansas
24,19.84,30.34,17.42,17.73,14.66,34.9,kansas
25,22.6,22.06,19.36,18.85,17.13,38.7,kansas
26,34.58,14.91,26.03,16.31,8.17,35.2,kansas
27,33.04,9.69,24.27,21.95,11.05,39.8,kansas
28,26.08,18.27,19.07,21.91,14.67,40.4,kansas
29,23.5,20.97,20.11,18.11,17.31,39.0,kansas
30,22.09,24.18,17.68,20.16,15.88,37.5,kansas
31,22.22,31.18,19.57,18.79,8.24,32.8,kansas
32,34.04,20.91,21.62,15.99,7.43,31.5,kansas
33,27.43,20.43,18.11,18.3,15.73,36.5,kansas
34,36.89,20.41,15.9,14.6,12.19,29.3,kansas
35,28.91,19.03,18.44,17.42,16.19,36.2,kansas
36,27.38,18.22,19.27,19.24,15.89,37.5,kansas
37,34.02,20.2,18.16,17.42,10.2,32.1,kansas
38,28.63,14.89,20.91,20.56,15.01,39.3,kansas
39,33.22,14.2,28.25,15.38,8.94,36.8,kansas
40,24.47,18.64,22.72,19.01,15.16,38.7,kansas
41,25.18,23.35,20.66,18.55,12.27,36.1,kansas
42,28.18,17.64,19.73,21.8,12.65,38.1,kansas
43,32.01,20.93,23.22,15.27,8.58,33.1,kansas
44,22.52,31.77,14.34,15.3,16.07,32.5,kansas
45,23.99,23.42,20.19,16.78,15.62,36.7,kansas
46,26.33,44.19,13.23,9.5,6.75,23.6,kansas
47,24.67,14.83,17.12,24.13,19.25,44.5,kansas
48,27.74,18.29,19.5,21.05,13.42,37.9,kansas
49,28.94,21.91,20.64,17.26,11.25,34.5,kansas
50,25.97,15.19,18.54,21.87,18.43,41.5,kansas
51,30.31,16.4,18.63,18.7,15.97,37.0,kansas
52,26.42,13.74,18.78,20.89,20.17,41.9,kansas
53,21.46,18.95,16.27,19.38,23.94,43.0,kansas
54,26.58,15.67,15.39,24.15,18.21,43.1,kansas
55,23.55,26.0,18.32,17.55,14.58,35.3,kansas
56,26.18,17.02,17.41,18.9,20.49,40.6,kansas
57,26.57,22.03,17.8,18.1,15.5,35.6,kansas
58,30.41,19.26,17.56,19.19,13.58,35.2,kansas
59,27.25,17.82,16.51,21.56,16.87,39.6,kansas
60,26.48,27.91,15.19,15.97,14.45,30.3,kansas
61,28.43,16.3,17.19,20.14,17.93,39.2,kansas
62,27.66,16.05,15.55,20.55,20.2,41.4,kansas
63,27.99,19.5,16.01,19.32,17.18,37.5,kansas
64,23.8,35.86,14.46,12.12,13.76,28.4,kansas
65,33.49,35.1,14.57,9.56,7.29,25.9,kansas
66,26.84,49.84,9.29,8.08,5.95,22.3,kansas
67,21.54,27.49,19.04,17.9,14.02,35.8,kansas
68,27.5,23.94,16.23,15.85,16.48,33.9,kansas
69,27.2,20.45,19.54,20.29,12.51,36.8,kansas
70,26.37,15.94,17.16,20.07,20.47,41.3,kansas
71,23.81,18.72,15.55,19.94,21.97,42.4,kansas
72,25.19,19.12,15.41,20.7,19.58,40.9,kansas
73,23.94,18.7,17.69,21.03,18.63,41.4,kansas
74,27.86,16.25,15.42,19.72,20.76,40.1,kansas
75,24.99,20.65,18.98,18.14,17.24,38.5,kansas
76,25.37,17.23,17.71,21.13,18.56,40.7,kansas
77,27.26,17.26,17.12,22.49,15.87,40.1,kansas
78,30.49,21.5,19.54,16.78,11.7,34.1,kansas
79,26.23,19.07,16.95,19.06,18.69,39.9,kansas
80,27.06,16.84,18.47,19.62,18.01,39.1,kansas
81,29.44,26.02,16.38,16.18,11.97,32.4,kansas
82,29.18,15.93,18.39,20.93,15.57,38.4,kansas
83,28.18,22.04,19.53,16.96,13.29,34.9,kansas
84,31.8,21.41,18.08,16.94,11.78,33.0,kansas
85,26.28,22.37,17.12,17.94,16.28,36.3,kansas
86,26.21,22.24,19.7,18.03,13.82,35.6,kansas
87,23.67,23.95,17.66,16.17,18.55,37.1,kansas
88,26.3,29.08,15.44,16.68,12.49,31.9,kansas
89,28.83,26.15,16.11,16.43,12.47,29.9,kansas
90,32.66,17.46,18.3,17.19,14.39,34.8,kansas
91,27.7,15.57,20.3,20.0,16.43,40.6,kansas
92,23.04,21.69,17.01,21.18,17.08,39.0,kansas
93,31.46,14.81,17.28,21.72,14.73,38.3,kansas
94,26.49,18.38,17.74,20.39,17.01,38.4,kansas
95,26.4,23.58,20.14,17.16,12.71,35.0,kansas
96,26.57,22.8,16.84,18.41,15.38,35.3,kansas
97,28.02,21.34,19.04,19.45,12.15,35.4,kansas
98,30.74,17.39,20.03,19.05,12.8,36.5,kansas
99,33.45,13.56,21.02,17.96,14.01,37.9,kansas
100,28.33,16.0,17.22,19.73,18.72,40.0,kansas
101,31.57,15.63,18.71,20.1,13.98,37.6,kansas
102,26.07,21.17,19.44,19.26,14.06,36.9,kansas
103,28.83,28.04,16.81,16.12,10.2,31.3,kansas
104,24.19,13.66,17.73,18.47,25.94,45.4,kansas
105,25.0,26.8,17.3,15.95,14.95,33.8,kansas
106,24.21,14.98,15.25,21.47,24.09,45.6,kansas
107,25.5,16.74,16.33,20.07,21.36,41.9,kansas
108,25.86,17.91,16.87,20.26,19.1,40.7,kansas
109,23.79,13.67,14.49,22.55,25.5,48.1,kansas
110,24.45,17.94,16.33,20.11,21.18,42.2,kansas
111,24.7,28.41,15.34,16.05,15.49,32.7,kansas
112,25.95,21.02,14.33,19.87,18.82,38.2,kansas
113,27.01,17.15,15.44,20.22,20.18,40.5,kansas
114,24.79,17.57,15.26,21.64,20.74,43.8,kansas
115,31.17,16.16,19.33,18.68,14.66,37.2,kansas
116,27.33,16.29,15.98,20.28,20.13,40.8,kansas
117,22.54,17.29,15.53,22.53,22.11,45.1,kansas
118,25.01,15.42,17.11,20.37,22.09,43.2,kansas
119,33.61,22.94,16.33,16.99,10.12,30.5,kansas
120,24.7,17.53,16.12,19.74,21.92,41.6,kansas
121,33.88,14.99,25.28,15.49,10.36,35.4,kansas
122,35.1,16.35,20.06,17.99,10.51,34.3,kansas
123,32.18,22.95,15.82,16.45,12.59,31.3,kansas
124,31.32,18.68,17.36,17.06,15.59,35.0,kansas
125,34.47,22.63,18.32,15.26,9.32,29.6,kansas
1,24.2,18.09,16.87,19.15,21.7,42.3,kentucky
2,27.06,16.83,17.28,20.54,18.3,40.0,kentucky
3,22.96,17.18,20.19,20.43,19.23,42.6,kentucky
4,24.71,17.25,17.39,20.49,20.16,42.5,kentucky
5,24.11,22.19,16.09,18.96,18.65,38.8,kentucky
6,21.03,15.74,17.77,22.53,22.94,46.4,kentucky
7,24.37,19.61,18.77,20.35,16.9,39.7,kentucky
8,29.45,29.9,13.87,13.54,13.23,28.4,kentucky
9,30.35,23.94,17.18,14.62,13.91,31.8,kentucky
10,27.44,17.1,17.91,21.07,16.48,39.3,kentucky
11,25.44,17.97,18.8,19.98,17.81,40.7,kentucky
12,25.24,17.49,18.25,21.19,17.83,41.4,kentucky
13,26.58,19.4,17.02,18.52,18.48,38.8,kentucky
14,26.59,17.32,18.4,21.0,16.69,40.1,kentucky
15,23.79,17.66,18.39,21.64,18.52,42.2,kentucky
16,26.35,17.68,17.76,19.98,18.23,40.0,kentucky
17,26.04,19.01,19.63,20.57,14.75,38.7,kentucky
18,26.92,16.51,18.75,20.79,17.03,40.3,kentucky
19,27.19,19.41,20.07,18.77,14.56,38.0,kentucky
20,29.39,32.48,14.75,11.25,12.13,26.4,kentucky
21,25.49,16.89,17.73,21.95,17.95,41.7,kentucky
22,25.77,18.23,17.96,21.5,16.54,39.8,kentucky
23,25.85,17.57,18.34,20.82,17.42,40.4,kentucky
24,24.7,17.06,18.43,22.04,17.78,41.3,kentucky
25,25.87,20.14,20.34,19.33,14.31,37.9,kentucky
26,24.43,19.85,21.03,20.57,14.12,39.3,kentucky
27,25.43,21.1,19.04,20.25,14.17,37.2,kentucky
28,25.73,19.97,18.78,18.76,16.77,38.0,kentucky
29,24.47,18.04,18.56,21.81,17.13,41.8,kentucky
30,26.98,22.92,19.63,18.41,12.06,35.1,kentucky
31,21.89,21.25,15.58,21.19,20.09,41.1,kentucky
32,20.34,22.89,17.9,17.31,21.57,40.1,kentucky
33,25.27,16.52,19.4,19.85,18.96,41.6,kentucky
34,21.55,22.5,19.93,19.21,16.8,39.3,kentucky
35,22.68,25.11,18.41,18.34,15.46,36.2,kentucky
36,26.59,15.3,20.68,20.83,16.6,41.1,kentucky
37,25.57,23.04,20.82,18.82,11.75,36.1,kentucky
38,27.2,19.12,19.71,21.65,12.32,37.0,kentucky
39,25.61,20.92,20.47,18.85,14.15,38.1,kentucky
40,27.14,27.26,16.43,17.26,11.91,30.6,kentucky
41,19.83,26.23,18.83,19.36,15.76,38.0,kentucky
42,23.89,26.25,17.84,19.03,12.99,34.8,kentucky
43,25.96,17.62,17.66,21.77,16.99,40.3,kentucky
44,28.58,18.27,19.71,19.46,13.99,36.9,kentucky
45,24.82,16.85,21.13,20.43,16.77,41.6,kentucky
46,23.6,21.07,19.3,19.46,16.57,39.6,kentucky
47,26.19,17.67,18.61,21.29,16.24,40.3,kentucky
48,24.38,16.11,18.42,20.87,20.22,42.9,kentucky
49,23.78,20.17,19.19,20.34,16.52,40.5,kentucky
50,25.77,18.33,19.01,20.95,15.94,39.9,kentucky
51,25.44,20.42,16.28,19.87,18.0,38.9,kentucky
52,23.17,18.42,19.14,20.29,18.98,42.0,kentucky
53,25.02,16.72,20.98,22.67,14.6,42.2,kentucky
54,24.61,18.7,17.74,19.54,19.41,40.9,kentucky
55,26.13,18.6,16.81,20.54,17.92,40.1,kentucky
56,23.33,19.22,19.14,21.59,16.72,40.5,kentucky
57,24.9,20.15,18.04,20.46,16.45,38.8,kentucky
58,25.28,18.59,20.18,20.1,15.85,39.3,kentucky
59,27.47,16.12,22.61,20.37,13.43,39.4,kentucky
60,31.94,14.97,20.73,18.8,13.57,37.6,kentucky
61,28.89,17.35,19.35,20.58,13.84,37.9,kentucky
62,26.7,20.55,22.04,17.36,13.35,37.1,kentucky
63,24.25,19.46,16.88,21.43,17.98,40.4,kentucky
64,27.5,19.8,21.45,19.19,12.07,36.7,kentucky
65,23.05,23.68,18.55,20.75,13.98,36.8,kentucky
66,27.47,17.99,22.96,19.47,12.12,38.3,kentucky
67,21.33,25.96,18.54,19.88,14.29,36.5,kentucky
68,26.76,18.02,18.14,20.36,16.73,39.4,kentucky
69,26.31,22.44,18.2,17.8,15.25,36.3,kentucky
70,25.66,16.93,18.22,21.39,17.81,41.5,kentucky
71,24.27,16.1,19.89,22.36,17.38,42.4,kentucky
72,24.44,18.09,19.01,21.28,17.18,41.1,kentucky
73,24.12,17.41,19.13,21.1,18.24,42.7,kentucky
74,25.46,18.45,19.02,20.16,16.91,40.2,kentucky
75,24.72,41.26,11.77,11.24,11.02,24.1,kentucky
76,23.55,24.36,18.79,18.83,14.47,36.4,kentucky
77,25.23,23.92,20.8,18.64,11.41,35.5,kentucky
78,25.18,19.05,17.4,21.87,16.49,39.9,kentucky
79,23.27,28.98,17.89,14.75,15.12,33.2,kentucky
80,24.42,17.95,18.9,20.38,18.34,40.7,kentucky
81,26.49,29.87,16.83,14.15,12.66,29.4,kentucky
82,27.52,19.63,18.64,18.14,16.07,37.5,kentucky
83,24.53,16.86,17.05,21.45,20.11,43.1,kentucky
84,25.35,17.12,18.98,21.18,17.37,40.8,kentucky
85,26.01,15.86,18.84,22.31,16.99,41.3,kentucky
86,25.85,18.5,19.07,19.61,16.96,39.8,kentucky
87,23.23,18.15,18.18,21.97,18.47,42.2,kentucky
88,26.46,18.5,22.74,19.14,13.17,38.2,kentucky
89,25.5,17.79,19.9,20.95,15.86,40.3,kentucky
90,23.16,19.99,19.21,21.13,16.5,40.2,kentucky
91,22.75,17.1,19.25,22.67,18.23,43.7,kentucky
92,23.88,16.17,18.82,22.99,18.14,43.2,kentucky
93,22.72,16.9,20.14,21.72,18.52,43.4,kentucky
94,22.57,19.51,18.54,20.98,18.39,41.0,kentucky
95,24.25,17.41,18.97,21.53,17.84,42.2,kentucky
96,25.72,16.91,18.29,20.69,18.39,41.8,kentucky
97,23.08,18.45,19.46,21.05,17.96,41.8,kentucky
98,23.24,16.09,18.27,21.2,21.2,44.0,kentucky
99,25.87,22.06,17.13,18.83,16.11,36.8,kentucky
100,23.42,16.93,19.66,21.01,18.98,41.6,kentucky
1,13.48,19.82,14.55,22.79,29.36,51.9,maine
2,20.54,14.5,15.31,28.55,21.1,49.8,maine
3,22.32,12.49,15.1,24.11,25.98,50.1,maine
4,20.4,11.18,16.58,27.86,23.98,50.9,maine
5,25.6,16.02,20.53,19.38,18.46,41.2,maine
6,24.81,15.74,19.13,23.66,16.65,43.0,maine
7,21.17,14.7,15.5,22.36,26.26,48.9,maine
8,19.59,12.21,14.87,25.79,27.54,51.6,maine
9,20.43,15.72,13.45,20.31,30.1,50.4,maine
10,20.52,16.33,18.86,27.58,16.71,46.6,maine
11,17.82,22.26,24.95,16.61,18.35,40.1,maine
12,18.27,35.63,14.65,17.57,13.88,32.1,maine
13,11.06,15.26,13.23,31.59,28.87,55.7,maine
14,20.31,23.53,18.54,21.37,16.25,39.8,maine
15,23.42,15.27,22.38,20.27,18.66,43.8,maine
16,20.15,11.26,22.52,27.71,18.35,47.6,maine
17,25.68,15.64,21.46,22.4,14.81,41.2,maine
18,27.21,25.5,15.84,16.05,15.41,33.7,maine
19,22.21,16.35,20.24,23.9,17.3,44.1,maine
20,23.26,11.96,23.33,26.03,15.42,44.8,maine
21,22.85,17.27,18.09,23.09,18.7,44.3,maine
22,18.5,21.36,15.51,26.27,18.36,44.2,maine
23,24.36,19.78,17.87,20.69,17.3,40.8,maine
24,25.68,16.35,23.07,20.99,13.91,41.9,maine
25,20.59,21.46,21.94,21.17,14.84,40.0,maine
26,31.61,21.27,19.18,18.17,9.78,32.3,maine
27,25.32,19.42,19.91,19.3,16.05,39.7,maine
28,24.43,13.01,22.57,24.18,15.8,44.9,maine
29,18.25,10.79,17.64,25.24,28.08,52.4,maine
30,24.2,9.59,18.5,23.56,24.16,48.0,maine
31,15.9,20.5,15.31,21.61,26.67,48.7,maine
32,22.38,19.0,20.24,23.86,14.52,43.2,maine
33,20.34,28.86,15.59,20.5,14.71,35.5,maine
34,14.36,27.31,15.79,21.95,20.59,42.4,maine
