district,"management, business, science, and arts occupations",service occupations,sales and office occupations,blue collar occupations,state
65,0.4476,0.1626,0.2594,0.1303,florida
66,0.4141,0.1807,0.247,0.1582,florida
67,0.3526,0.193,0.2646,0.1898,florida
68,0.4291,0.1665,0.2456,0.1589,florida
69,0.3986,0.1624,0.2609,0.1781,florida
70,0.2971,0.2524,0.227,0.2235,florida
71,0.3369,0.1989,0.2285,0.2356,florida
72,0.3727,0.2188,0.2384,0.1701,florida
73,0.424,0.1663,0.2649,0.1449,florida
74,0.3363,0.2098,0.256,0.1979,florida
75,0.3057,0.2235,0.2673,0.2036,florida
76,0.3795,0.1935,0.2448,0.1822,florida
77,0.3095,0.1889,0.2762,0.2255,florida
78,0.352,0.1981,0.2575,0.1923,florida
79,0.2556,0.2257,0.2385,0.2803,florida
80,0.2989,0.1992,0.2141,0.2878,florida
81,0.4074,0.1825,0.2409,0.1692,florida
82,0.4062,0.2065,0.2309,0.1564,florida
83,0.3301,0.2173,0.2356,0.217,florida
84,0.3138,0.2015,0.2626,0.222,florida
85,0.4404,0.1768,0.2284,0.1544,florida
86,0.3936,0.1997,0.2482,0.1585,florida
87,0.2018,0.2928,0.1952,0.3102,florida
88,0.2721,0.3018,0.212,0.2141,florida
89,0.4765,0.1724,0.2393,0.1118,florida
90,0.3532,0.2368,0.2415,0.1684,florida
91,0.4779,0.1524,0.2749,0.0948,florida
92,0.2626,0.2583,0.2181,0.261,florida
93,0.4438,0.1507,0.2474,0.1582,florida
94,0.3011,0.2511,0.2404,0.2073,florida
95,0.2432,0.2511,0.2759,0.2298,florida
96,0.4092,0.1764,0.2566,0.1578,florida
97,0.3831,0.1807,0.2783,0.1579,florida
98,0.4377,0.1617,0.2665,0.134,florida
99,0.3855,0.1839,0.252,0.1787,florida
100,0.4426,0.1782,0.2412,0.1379,florida
101,0.2722,0.2332,0.2484,0.2463,florida
102,0.2952,0.1946,0.2507,0.2595,florida
103,0.3491,0.1582,0.2745,0.2183,florida
104,0.5116,0.1182,0.2649,0.1054,florida
105,0.317,0.221,0.2386,0.2234,florida
106,0.3938,0.234,0.2359,0.1364,florida
107,0.2843,0.2913,0.229,0.1954,florida
108,0.2624,0.305,0.2065,0.2261,florida
109,0.262,0.2479,0.2255,0.2647,florida
110,0.2555,0.1888,0.2573,0.2983,florida
111,0.2241,0.2222,0.2333,0.3204,florida
112,0.477,0.1552,0.2211,0.1467,florida
113,0.3508,0.2486,0.2083,0.1923,florida
114,0.4314,0.1532,0.2431,0.1722,florida
115,0.4646,0.1485,0.246,0.1409,florida
116,0.3656,0.1812,0.2678,0.1855,florida
117,0.2456,0.2513,0.2342,0.2688,florida
118,0.3801,0.1727,0.2752,0.1721,florida
119,0.3789,0.1734,0.2801,0.1676,florida
120,0.3004,0.22,0.2268,0.2528,florida
1,0.3033,0.1711,0.202,0.3236,georgia
2,0.3083,0.1475,0.2334,0.3108,georgia
3,0.3148,0.1406,0.2606,0.284,georgia
4,0.2303,0.1274,0.1634,0.4789,georgia
5,0.2335,0.1946,0.2025,0.3694,georgia
6,0.2595,0.1267,0.2077,0.4061,georgia
7,0.2974,0.199,0.2232,0.2804,georgia
8,0.337,0.2199,0.1935,0.2496,georgia
9,0.345,0.1589,0.2535,0.2426,georgia
10,0.306,0.1603,0.225,0.3087,georgia
11,0.2511,0.1676,0.2318,0.3495,georgia
12,0.2552,0.1674,0.2114,0.3659,georgia
13,0.2914,0.1909,0.2087,0.3091,georgia
14,0.3114,0.1529,0.2347,0.301,georgia
15,0.2965,0.1542,0.2433,0.306,georgia
16,0.2212,0.1563,0.2241,0.3983,georgia
17,0.3261,0.1495,0.2512,0.2732,georgia
18,0.3117,0.1592,0.2369,0.2921,georgia
19,0.3876,0.13,0.2582,0.2242,georgia
20,0.4433,0.1693,0.2479,0.1395,georgia
21,0.4653,0.1436,0.2297,0.1613,georgia
22,0.4846,0.1327,0.2399,0.1428,georgia
23,0.3493,0.1679,0.2486,0.2342,georgia
24,0.5002,0.1356,0.2228,0.1414,georgia
25,0.6281,0.0782,0.2229,0.0708,georgia
26,0.4717,0.1188,0.2394,0.17,georgia
27,0.3349,0.1356,0.2297,0.2997,georgia
28,0.2924,0.1961,0.1977,0.3138,georgia
29,0.2478,0.152,0.1947,0.4055,georgia
30,0.2859,0.1578,0.2248,0.3315,georgia
31,0.3669,0.1502,0.2206,0.2622,georgia
32,0.2759,0.1858,0.2011,0.3372,georgia
33,0.2811,0.1705,0.2035,0.3449,georgia
34,0.4997,0.1143,0.2514,0.1346,georgia
35,0.4454,0.1679,0.2226,0.164,georgia
36,0.516,0.1291,0.2175,0.1375,georgia
37,0.4634,0.1258,0.206,0.2049,georgia
38,0.3825,0.1619,0.2236,0.232,georgia
39,0.3695,0.1514,0.204,0.2751,georgia
40,0.614,0.08,0.2139,0.0921,georgia
41,0.3191,0.1848,0.2073,0.2888,georgia
42,0.3862,0.2169,0.2016,0.1953,georgia
43,0.5943,0.0998,0.212,0.094,georgia
44,0.4702,0.1336,0.2567,0.1395,georgia
45,0.605,0.1103,0.2238,0.0609,georgia
46,0.5393,0.1232,0.224,0.1135,georgia
47,0.6258,0.0642,0.2198,0.0902,georgia
48,0.4765,0.1618,0.1945,0.1672,georgia
49,0.64,0.0796,0.2276,0.0528,georgia
50,0.6051,0.0773,0.2569,0.0607,georgia
51,0.5555,0.1229,0.2324,0.0892,georgia
52,0.615,0.1048,0.2017,0.0786,georgia
53,0.4915,0.1309,0.2371,0.1404,georgia
54,0.7047,0.0659,0.1907,0.0388,georgia
55,0.5031,0.1616,0.2006,0.1347,georgia
56,0.5428,0.1616,0.1866,0.109,georgia
57,0.566,0.1297,0.2133,0.0909,georgia
58,0.5733,0.1506,0.169,0.1071,georgia
59,0.5048,0.1655,0.1802,0.1495,georgia
60,0.2425,0.2449,0.2569,0.2556,georgia
61,0.366,0.1428,0.2321,0.259,georgia
62,0.3917,0.1803,0.2185,0.2094,georgia
63,0.3463,0.1812,0.2269,0.2456,georgia
64,0.3839,0.1587,0.2335,0.2238,georgia
65,0.3672,0.1901,0.21,0.2327,georgia
66,0.3819,0.1355,0.2454,0.2372,georgia
67,0.3403,0.1477,0.2392,0.2728,georgia
68,0.324,0.139,0.202,0.3351,georgia
69,0.3208,0.1579,0.2395,0.2818,georgia
70,0.3801,0.1616,0.2307,0.2277,georgia
71,0.4215,0.1339,0.2081,0.2365,georgia
72,0.509,0.1124,0.1978,0.1807,georgia
73,0.3033,0.1414,0.2322,0.3231,georgia
74,0.2111,0.2361,0.2385,0.3144,georgia
75,0.2598,0.1965,0.2401,0.3036,georgia
76,0.291,0.1857,0.2156,0.3077,georgia
77,0.2046,0.188,0.289,0.3185,georgia
78,0.3283,0.1647,0.2085,0.2985,georgia
79,0.6179,0.0983,0.1732,0.1106,georgia
80,0.6579,0.091,0.1882,0.0629,georgia
81,0.4445,0.1833,0.1837,0.1885,georgia
82,0.5793,0.1442,0.1533,0.1231,georgia
83,0.5218,0.1491,0.1911,0.1379,georgia
84,0.4996,0.1598,0.1909,0.1497,georgia
85,0.4031,0.1643,0.2101,0.2225,georgia
86,0.3908,0.1504,0.1981,0.2607,georgia
87,0.3445,0.1753,0.2499,0.2304,georgia
88,0.3543,0.1751,0.2337,0.2369,georgia
89,0.5308,0.1525,0.1848,0.1319,georgia
90,0.3607,0.157,0.2383,0.244,georgia
91,0.3363,0.1743,0.2677,0.2217,georgia
92,0.3156,0.168,0.2394,0.277,georgia
93,0.3564,0.1559,0.2518,0.236,georgia
94,0.3721,0.1642,0.2516,0.212,georgia
95,0.5037,0.1268,0.2229,0.1466,georgia
96,0.3226,0.1905,0.2304,0.2564,georgia
97,0.5197,0.1398,0.2205,0.12,georgia
98,0.4499,0.128,0.2371,0.185,georgia
99,0.196,0.243,0.165,0.396,georgia
100,0.2568,0.211,0.2209,0.3112,georgia
101,0.3935,0.1731,0.2303,0.2032,georgia
102,0.4407,0.1423,0.2453,0.1718,georgia
103,0.4412,0.1345,0.2461,0.1782,georgia
104,0.4268,0.1183,0.2368,0.2181,georgia
105,0.4222,0.1657,0.1922,0.2199,georgia
106,0.403,0.1459,0.2639,0.1873,georgia
107,0.3731,0.1615,0.2534,0.212,georgia
108,0.4161,0.133,0.2381,0.2129,georgia
109,0.4262,0.1352,0.2248,0.2138,georgia
110,0.3187,0.1527,0.2303,0.2983,georgia
111,0.3283,0.1409,0.2771,0.2537,georgia
112,0.342,0.1428,0.2008,0.3144,georgia
113,0.2997,0.1463,0.2398,0.3142,georgia
114,0.3595,0.1605,0.2378,0.2422,georgia
115,0.2921,0.1441,0.2459,0.318,georgia
116,0.3078,0.1556,0.2325,0.3041,georgia
117,0.4682,0.1595,0.2095,0.1627,georgia
118,0.3923,0.2277,0.151,0.229,georgia
119,0.4901,0.1429,0.2081,0.159,georgia
120,0.3002,0.1899,0.2214,0.2884,georgia
121,0.3355,0.1833,0.2205,0.2607,georgia
122,0.5004,0.1374,0.216,0.1461,georgia
123,0.4233,0.1848,0.2188,0.1732,georgia
124,0.2981,0.2382,0.2362,0.2276,georgia
125,0.2289,0.2519,0.2499,0.2693,georgia
126,0.2713,0.1972,0.2054,0.3261,georgia
127,0.3408,0.1804,0.2206,0.2582,georgia
128,0.2454,0.1939,0.1866,0.374,georgia
129,0.3144,0.1616,0.2548,0.2691,georgia
130,0.317,0.1672,0.2394,0.2765,georgia
131,0.3198,0.1716,0.2022,0.3063,georgia
132,0.2283,0.1889,0.1913,0.3915,georgia
133,0.3971,0.127,0.2276,0.2483,georgia
134,0.4161,0.1436,0.2596,0.1806,georgia
135,0.2554,0.252,0.2207,0.2719,georgia
136,0.2886,0.2141,0.2522,0.2451,georgia
137,0.3237,0.1701,0.2132,0.2931,georgia
138,0.3191,0.1557,0.2143,0.3109,georgia
139,0.2417,0.2267,0.1885,0.343,georgia
140,0.2825,0.1879,0.214,0.3156,georgia
141,0.443,0.1462,0.2402,0.1705,georgia
142,0.2452,0.2725,0.2438,0.2385,georgia
143,0.317,0.2266,0.2341,0.2222,georgia
144,0.3135,0.1633,0.2314,0.2918,georgia
145,0.3423,0.1896,0.1769,0.2912,georgia
146,0.4034,0.167,0.2338,0.1958,georgia
147,0.3243,0.1634,0.2648,0.2475,georgia
148,0.3118,0.156,0.222,0.3102,georgia
149,0.2522,0.1649,0.1679,0.4149,georgia
150,0.3105,0.1882,0.1935,0.3078,georgia
151,0.256,0.1941,0.2102,0.3397,georgia
152,0.342,0.1488,0.2132,0.296,georgia
153,0.288,0.2203,0.2534,0.2384,georgia
154,0.3202,0.2163,0.1901,0.2733,georgia
155,0.2907,0.1449,0.2399,0.3245,georgia
156,0.2714,0.1695,0.1862,0.3729,georgia
157,0.2711,0.1817,0.1931,0.3541,georgia
158,0.2828,0.1764,0.192,0.3488,georgia
159,0.2905,0.1582,0.2077,0.3435,georgia
160,0.3044,0.1979,0.2062,0.2915,georgia
161,0.4115,0.1683,0.1671,0.2531,georgia
162,0.2469,0.2282,0.2242,0.3007,georgia
163,0.4003,0.2313,0.1928,0.1756,georgia
164,0.4,0.1555,0.2327,0.2118,georgia
165,0.3163,0.2672,0.2096,0.207,georgia
166,0.5317,0.1222,0.2195,0.1265,georgia
167,0.3225,0.1966,0.2185,0.2624,georgia
168,0.3101,0.2084,0.1999,0.2816,georgia
169,0.2789,0.1736,0.2019,0.3456,georgia
170,0.267,0.1831,0.1968,0.3532,georgia
171,0.2512,0.2187,0.2191,0.311,georgia
172,0.2832,0.1808,0.1897,0.3462,georgia
173,0.3299,0.184,0.1782,0.3078,georgia
174,0.2639,0.1614,0.1981,0.3767,georgia
175,0.372,0.1404,0.2514,0.2362,georgia
176,0.2835,0.1739,0.237,0.3055,georgia
177,0.2443,0.2241,0.2851,0.2464,georgia
178,0.269,0.1672,0.1633,0.4005,georgia
179,0.3266,0.2286,0.2221,0.2226,georgia
180,0.3422,0.1696,0.2394,0.2488,georgia
1,0.4021,0.2246,0.1693,0.204,hawaii
2,0.3421,0.2358,0.2295,0.1927,hawaii
3,0.3875,0.2036,0.1802,0.2286,hawaii
4,0.3292,0.1853,0.2151,0.2704,hawaii
5,0.2857,0.282,0.2102,0.2222,hawaii
9,0.2351,0.3433,0.2252,0.1963,hawaii
10,0.2624,0.3847,0.2268,0.1261,hawaii
11,0.3487,0.2814,0.1908,0.1792,hawaii
13,0.2914,0.2754,0.2006,0.2325,hawaii
14,0.3143,0.257,0.2199,0.2088,hawaii
15,0.2818,0.313,0.2447,0.1605,hawaii
16,0.2846,0.3218,0.175,0.2186,hawaii
17,0.5161,0.1387,0.2321,0.1132,hawaii
18,0.5347,0.1401,0.2184,0.1068,hawaii
19,0.4729,0.1808,0.2299,0.1165,hawaii
20,0.4217,0.1988,0.2619,0.1176,hawaii
22,0.421,0.212,0.2697,0.0973,hawaii
24,0.4241,0.2046,0.2288,0.1425,hawaii
30,0.1975,0.3765,0.2219,0.2042,hawaii
33,0.4849,0.1295,0.2286,0.157,hawaii
34,0.3404,0.1905,0.2881,0.181,hawaii
35,0.2729,0.2027,0.2863,0.238,hawaii
36,0.4533,0.1745,0.2017,0.1705,hawaii
37,0.4396,0.1597,0.2341,0.1666,hawaii
39,0.3049,0.2328,0.2378,0.2245,hawaii
40,0.3296,0.2238,0.2386,0.2079,hawaii
41,0.3502,0.1877,0.2615,0.2005,hawaii
43,0.2402,0.2751,0.2195,0.2652,hawaii
44,0.2646,0.2439,0.2075,0.2839,hawaii
45,0.3617,0.2105,0.2015,0.2263,hawaii
47,0.3665,0.2154,0.2113,0.2068,hawaii
49,0.4147,0.1811,0.2274,0.1767,hawaii
50,0.4774,0.1739,0.2358,0.1129,hawaii
51,0.3772,0.177,0.2366,0.2092,hawaii
1,0.1804,0.2708,0.1843,0.3644,illinois
2,0.3854,0.2255,0.1631,0.226,illinois
3,0.2424,0.2296,0.207,0.3211,illinois
4,0.5122,0.1464,0.2017,0.1397,illinois
5,0.6074,0.1281,0.1904,0.0742,illinois
6,0.486,0.1683,0.1864,0.1593,illinois
7,0.3734,0.1632,0.2495,0.2139,illinois
8,0.3535,0.2131,0.2117,0.2218,illinois
9,0.5504,0.1485,0.1945,0.1065,illinois
10,0.4881,0.1604,0.2141,0.1373,illinois
11,0.6878,0.0703,0.1958,0.0461,illinois
12,0.6761,0.0824,0.2023,0.0392,illinois
13,0.5491,0.1783,0.1639,0.1087,illinois
14,0.4957,0.2052,0.1802,0.1188,illinois
15,0.4353,0.1854,0.2036,0.1756,illinois
16,0.4343,0.1856,0.189,0.191,illinois
17,0.5931,0.1089,0.2058,0.0922,illinois
18,0.6572,0.0979,0.1851,0.0598,illinois
19,0.3765,0.2089,0.1962,0.2185,illinois
20,0.3905,0.1759,0.2259,0.2078,illinois
21,0.2148,0.2182,0.2232,0.3438,illinois
22,0.2383,0.2156,0.2053,0.3408,illinois
23,0.2369,0.2094,0.2133,0.3404,illinois
24,0.2166,0.2121,0.2126,0.3586,illinois
25,0.4396,0.2164,0.1895,0.1545,illinois
26,0.5734,0.1266,0.1926,0.1074,illinois
27,0.3398,0.224,0.2395,0.1967,illinois
28,0.3147,0.1892,0.2523,0.2437,illinois
29,0.2988,0.2037,0.2433,0.2542,illinois
30,0.2708,0.2208,0.2249,0.2835,illinois
31,0.2903,0.2292,0.2428,0.2377,illinois
32,0.2329,0.2349,0.2391,0.2931,illinois
33,0.2816,0.2271,0.2376,0.2536,illinois
34,0.3192,0.2005,0.2333,0.247,illinois
35,0.4277,0.1702,0.2204,0.1817,illinois
36,0.3833,0.1722,0.2239,0.2206,illinois
37,0.4439,0.126,0.2372,0.1929,illinois
38,0.3712,0.1738,0.2316,0.2235,illinois
39,0.3742,0.1878,0.2021,0.2358,illinois
40,0.4151,0.2029,0.1881,0.1939,illinois
41,0.5821,0.1152,0.2121,0.0906,illinois
42,0.5308,0.1192,0.2205,0.1295,illinois
43,0.2153,0.2011,0.2117,0.372,illinois
44,0.3803,0.1503,0.2218,0.2476,illinois
45,0.4236,0.1333,0.2579,0.1853,illinois
46,0.3398,0.1555,0.2359,0.2689,illinois
47,0.5815,0.0917,0.2402,0.0865,illinois
48,0.5189,0.1174,0.2343,0.1294,illinois
49,0.4448,0.1447,0.2236,0.1868,illinois
50,0.4435,0.1317,0.2425,0.1823,illinois
51,0.5906,0.089,0.2282,0.0922,illinois
52,0.447,0.1256,0.2459,0.1815,illinois
53,0.5166,0.1161,0.2089,0.1584,illinois
54,0.5215,0.1282,0.2009,0.1494,illinois
55,0.4161,0.1506,0.2218,0.2115,illinois
56,0.4555,0.1244,0.2458,0.1743,illinois
57,0.4222,0.1639,0.2111,0.2027,illinois
58,0.6112,0.1113,0.2082,0.0692,illinois
59,0.4863,0.1378,0.2184,0.1575,illinois
60,0.2257,0.2358,0.1898,0.3487,illinois
61,0.409,0.1551,0.2297,0.2062,illinois
62,0.3744,0.1591,0.2497,0.2168,illinois
63,0.32,0.1793,0.2114,0.2892,illinois
64,0.4052,0.1264,0.2515,0.2169,illinois
65,0.4426,0.1375,0.2538,0.1661,illinois
66,0.4498,0.1336,0.2464,0.1701,illinois
67,0.1877,0.2271,0.1986,0.3866,illinois
68,0.3338,0.1635,0.2332,0.2695,illinois
69,0.372,0.1498,0.2086,0.2696,illinois
70,0.3608,0.1823,0.2268,0.2301,illinois
71,0.316,0.1768,0.2142,0.293,illinois
72,0.3044,0.2007,0.2027,0.2922,illinois
73,0.4609,0.137,0.2091,0.193,illinois
74,0.3307,0.1654,0.2053,0.2986,illinois
75,0.3304,0.1554,0.2158,0.2985,illinois
76,0.2722,0.1929,0.2009,0.3341,illinois
77,0.2018,0.1895,0.2289,0.3798,illinois
78,0.4593,0.149,0.1926,0.1991,illinois
79,0.3068,0.1868,0.2034,0.303,illinois
80,0.3622,0.1784,0.21,0.2495,illinois
81,0.5384,0.1123,0.2255,0.1238,illinois
82,0.4997,0.1071,0.2325,0.1606,illinois
83,0.2004,0.2063,0.2275,0.3658,illinois
84,0.4533,0.1258,0.2266,0.1943,illinois
85,0.3111,0.1648,0.24,0.2842,illinois
86,0.2106,0.2219,0.1911,0.3764,illinois
87,0.3583,0.1742,0.2329,0.2346,illinois
88,0.4001,0.1623,0.2432,0.1944,illinois
89,0.3309,0.1657,0.2013,0.3021,illinois
90,0.3373,0.1746,0.1883,0.2998,illinois
91,0.3091,0.1823,0.2362,0.2724,illinois
92,0.3271,0.2561,0.2056,0.2112,illinois
93,0.2856,0.1959,0.2152,0.3034,illinois
94,0.3246,0.1768,0.2185,0.2801,illinois
95,0.3252,0.1939,0.2028,0.278,illinois
96,0.3,0.224,0.2197,0.2562,illinois
97,0.4583,0.1333,0.2211,0.1872,illinois
98,0.3519,0.1622,0.233,0.2529,illinois
99,0.4846,0.1477,0.2202,0.1474,illinois
100,0.3262,0.185,0.2011,0.2877,illinois
101,0.3966,0.1412,0.2202,0.242,illinois
102,0.3495,0.1497,0.1955,0.3053,illinois
103,0.4892,0.1997,0.1735,0.1375,illinois
104,0.3588,0.1827,0.187,0.2715,illinois
105,0.4653,0.1687,0.2239,0.1421,illinois
106,0.3137,0.178,0.1986,0.3096,illinois
107,0.2934,0.1806,0.213,0.313,illinois
108,0.4312,0.1448,0.182,0.242,illinois
109,0.2869,0.1801,0.1791,0.3539,illinois
110,0.3164,0.1849,0.1895,0.3093,illinois
111,0.3025,0.208,0.219,0.2705,illinois
112,0.4223,0.1663,0.21,0.2013,illinois
113,0.3411,0.1956,0.2264,0.2369,illinois
114,0.3406,0.2072,0.2458,0.2064,illinois
115,0.3203,0.1946,0.1997,0.2855,illinois
116,0.3303,0.2001,0.2127,0.2569,illinois
117,0.3284,0.2077,0.2045,0.2595,illinois
118,0.3248,0.2122,0.203,0.26,illinois
1,0.2336,0.2194,0.1976,0.3494,indiana
2,0.2297,0.2323,0.2268,0.3112,indiana
3,0.2324,0.253,0.2236,0.2909,indiana
4,0.4286,0.1353,0.2054,0.2307,indiana
5,0.3649,0.1627,0.2263,0.2461,indiana
6,0.3507,0.192,0.2019,0.2554,indiana
7,0.3094,0.1615,0.2249,0.3042,indiana
8,0.4504,0.1438,0.2109,0.1949,indiana
9,0.3229,0.1732,0.2045,0.2994,indiana
10,0.3096,0.1757,0.2029,0.3119,indiana
11,0.3288,0.1667,0.1987,0.3059,indiana
12,0.3718,0.143,0.2369,0.2483,indiana
13,0.2971,0.1413,0.1921,0.3695,indiana
14,0.2659,0.1851,0.2118,0.3372,indiana
15,0.4008,0.1374,0.2374,0.2244,indiana
16,0.2613,0.1647,0.2052,0.3688,indiana
17,0.2576,0.1411,0.1944,0.4069,indiana
18,0.2876,0.1607,0.1891,0.3627,indiana
19,0.38,0.149,0.2204,0.2506,indiana
20,0.2833,0.197,0.2073,0.3124,indiana
21,0.2669,0.1416,0.2002,0.3913,indiana
22,0.2874,0.1252,0.1835,0.4039,indiana
23,0.2194,0.1756,0.1808,0.4242,indiana
24,0.6295,0.1001,0.1924,0.078,indiana
25,0.3299,0.1503,0.1803,0.3395,indiana
26,0.4885,0.1711,0.1631,0.1773,indiana
27,0.3833,0.1881,0.1774,0.2513,indiana
28,0.4136,0.1269,0.2267,0.2328,indiana
29,0.472,0.1332,0.2462,0.1486,indiana
30,0.2855,0.1897,0.1881,0.3366,indiana
31,0.2916,0.195,0.2106,0.3028,indiana
32,0.396,0.1389,0.1822,0.283,indiana
33,0.2967,0.1632,0.1681,0.372,indiana
34,0.3151,0.2318,0.2401,0.213,indiana
35,0.3559,0.1793,0.1964,0.2684,indiana
36,0.2628,0.2406,0.2247,0.2719,indiana
37,0.5722,0.1052,0.2407,0.0819,indiana
38,0.2859,0.1689,0.1723,0.3728,indiana
39,0.595,0.1135,0.2145,0.077,indiana
40,0.4694,0.1296,0.2188,0.1822,indiana
41,0.3214,0.1537,0.1902,0.3346,indiana
42,0.2853,0.1618,0.1966,0.3563,indiana
43,0.3145,0.2396,0.1964,0.2495,indiana
44,0.3026,0.1597,0.1886,0.3491,indiana
45,0.2884,0.2006,0.1883,0.3227,indiana
46,0.3454,0.1627,0.2081,0.2839,indiana
47,0.3978,0.1418,0.2164,0.244,indiana
48,0.2793,0.1512,0.2269,0.3426,indiana
49,0.3129,0.1396,0.2074,0.3401,indiana
50,0.2864,0.1564,0.2138,0.3433,indiana
51,0.2463,0.1382,0.1756,0.4399,indiana
52,0.3275,0.1284,0.2001,0.344,indiana
53,0.3713,0.1604,0.2136,0.2547,indiana
54,0.2906,0.1755,0.2048,0.329,indiana
55,0.2979,0.1686,0.1665,0.3669,indiana
56,0.3198,0.1728,0.202,0.3054,indiana
57,0.345,0.1734,0.1866,0.2949,indiana
58,0.3825,0.1599,0.2345,0.2231,indiana
59,0.4323,0.1533,0.1575,0.2569,indiana
60,0.374,0.1666,0.1896,0.2698,indiana
61,0.4545,0.2175,0.2059,0.1221,indiana
62,0.3986,0.1845,0.1721,0.2448,indiana
63,0.2937,0.1501,0.1821,0.3741,indiana
64,0.3353,0.148,0.1767,0.34,indiana
65,0.3314,0.1507,0.2244,0.2935,indiana
66,0.3084,0.1452,0.2001,0.3463,indiana
67,0.2562,0.1809,0.182,0.3809,indiana
68,0.3312,0.144,0.2317,0.2931,indiana
69,0.2673,0.1645,0.1855,0.3827,indiana
70,0.3519,0.1424,0.2216,0.2841,indiana
71,0.2874,0.1952,0.2254,0.2921,indiana
72,0.3862,0.1444,0.2197,0.2497,indiana
73,0.2682,0.1584,0.1801,0.3933,indiana
74,0.2708,0.1444,0.1802,0.4045,indiana
75,0.3645,0.1588,0.178,0.2988,indiana
76,0.3384,0.1712,0.2195,0.2709,indiana
77,0.269,0.2471,0.211,0.2729,indiana
78,0.404,0.149,0.2272,0.2199,indiana
79,0.2797,0.1463,0.2091,0.3649,indiana
80,0.2204,0.1977,0.2028,0.3791,indiana
81,0.328,0.1792,0.208,0.2849,indiana
82,0.2766,0.1335,0.1663,0.4236,indiana
83,0.4421,0.1175,0.2048,0.2357,indiana
84,0.3846,0.1437,0.2583,0.2134,indiana
85,0.3335,0.1671,0.2173,0.2822,indiana
86,0.5482,0.1217,0.2056,0.1245,indiana
87,0.5074,0.139,0.2313,0.1224,indiana
88,0.5451,0.0916,0.2215,0.1417,indiana
89,0.3456,0.1625,0.2358,0.2562,indiana
90,0.4334,0.1364,0.2185,0.2117,indiana
91,0.2948,0.1602,0.2121,0.3329,indiana
92,0.2864,0.1744,0.2275,0.3117,indiana
93,0.422,0.1322,0.2093,0.2365,indiana
94,0.3287,0.1775,0.2214,0.2723,indiana
95,0.2841,0.1707,0.2561,0.2892,indiana
96,0.4696,0.182,0.1767,0.1717,indiana
97,0.303,0.184,0.195,0.318,indiana
98,0.2108,0.2336,0.2412,0.3144,indiana
99,0.2654,0.1905,0.2335,0.3106,indiana
100,0.3634,0.1596,0.2201,0.2568,indiana
1,0.3529,0.1371,0.1998,0.3102,iowa
2,0.3539,0.1353,0.2205,0.2903,iowa
3,0.3322,0.1462,0.1936,0.328,iowa
4,0.3994,0.1443,0.1836,0.2727,iowa
5,0.3345,0.1649,0.2052,0.2954,iowa
6,0.3603,0.152,0.2374,0.2503,iowa
7,0.3011,0.1549,0.1838,0.3602,iowa
8,0.3277,0.1462,0.1736,0.3526,iowa
9,0.3029,0.1925,0.2093,0.2953,iowa
10,0.3478,0.156,0.1781,0.3181,iowa
11,0.2728,0.1495,0.168,0.4096,iowa
12,0.3205,0.1552,0.2105,0.3138,iowa
13,0.2864,0.1839,0.191,0.3386,iowa
14,0.2563,0.1733,0.2111,0.3593,iowa
15,0.2621,0.2083,0.2113,0.3183,iowa
16,0.3137,0.1906,0.2439,0.2519,iowa
17,0.3177,0.1486,0.2077,0.3259,iowa
18,0.3234,0.1341,0.1738,0.3687,iowa
19,0.5187,0.1092,0.2065,0.1657,iowa
20,0.3165,0.1409,0.1909,0.3516,iowa
21,0.3324,0.1562,0.1979,0.3135,iowa
22,0.393,0.1481,0.2373,0.2216,iowa
23,0.343,0.169,0.1982,0.2897,iowa
24,0.3625,0.153,0.1725,0.3119,iowa
25,0.4195,0.1234,0.2117,0.2454,iowa
26,0.3661,0.1478,0.2263,0.2599,iowa
27,0.3122,0.1487,0.1742,0.3649,iowa
28,0.3163,0.1485,0.2014,0.3338,iowa
29,0.3021,0.156,0.2283,0.3136,iowa
30,0.4169,0.141,0.2356,0.2064,iowa
31,0.3113,0.181,0.237,0.2707,iowa
32,0.2437,0.2046,0.2222,0.3296,iowa
33,0.298,0.2144,0.2262,0.2615,iowa
34,0.3558,0.186,0.2575,0.2007,iowa
35,0.2358,0.2609,0.1966,0.3067,iowa
36,0.4515,0.1509,0.217,0.1806,iowa
37,0.5097,0.1156,0.2057,0.169,iowa
38,0.4591,0.1631,0.2019,0.176,iowa
39,0.5524,0.0998,0.2179,0.1298,iowa
40,0.4523,0.1341,0.2442,0.1693,iowa
41,0.4817,0.147,0.2314,0.1399,iowa
42,0.5153,0.1491,0.2166,0.119,iowa
43,0.5017,0.1069,0.25,0.1414,iowa
44,0.6097,0.1067,0.1782,0.1054,iowa
45,0.4812,0.2015,0.1483,0.169,iowa
46,0.4998,0.1958,0.1854,0.1189,iowa
47,0.3199,0.161,0.2092,0.3099,iowa
48,0.3822,0.1514,0.1984,0.2679,iowa
49,0.3698,0.173,0.2191,0.238,iowa
50,0.3412,0.1442,0.2005,0.3141,iowa
51,0.319,0.1409,0.1824,0.3578,iowa
52,0.3304,0.148,0.1775,0.344,iowa
53,0.2756,0.1906,0.1909,0.343,iowa
54,0.3525,0.1541,0.1957,0.2977,iowa
55,0.3632,0.1759,0.1936,0.2673,iowa
56,0.279,0.1599,0.1885,0.3726,iowa
57,0.394,0.1334,0.1929,0.2797,iowa
58,0.317,0.1352,0.2082,0.3397,iowa
