district,"management, business, science, and arts occupations",service occupations,sales and office occupations,blue collar occupations,state
6th norfolk,0.5031,0.1617,0.1956,0.1397,massachusetts
7th norfolk,0.4921,0.1842,0.1877,0.1361,massachusetts
8th norfolk,0.6009,0.1075,0.1934,0.0982,massachusetts
9th norfolk,0.5565,0.1161,0.2071,0.1203,massachusetts
10th norfolk,0.5508,0.1281,0.2023,0.1188,massachusetts
11th norfolk,0.5684,0.1168,0.2082,0.1066,massachusetts
12th norfolk,0.5375,0.1276,0.2112,0.1237,massachusetts
13th norfolk,0.6892,0.0645,0.197,0.0493,massachusetts
14th norfolk,0.6934,0.0707,0.1942,0.0418,massachusetts
15th norfolk,0.7997,0.0672,0.1073,0.0258,massachusetts
1st plymouth,0.4323,0.1994,0.1999,0.1684,massachusetts
2nd plymouth,0.34,0.1663,0.2147,0.279,massachusetts
3rd plymouth,0.603,0.1031,0.1912,0.1027,massachusetts
4th plymouth,0.4976,0.1542,0.227,0.1212,massachusetts
5th plymouth,0.4592,0.146,0.2457,0.1491,massachusetts
6th plymouth,0.4859,0.1171,0.2194,0.1777,massachusetts
7th plymouth,0.3912,0.1708,0.225,0.213,massachusetts
8th plymouth,0.4545,0.1559,0.2332,0.1563,massachusetts
9th plymouth,0.2292,0.301,0.1894,0.2804,massachusetts
10th plymouth,0.2967,0.2064,0.2286,0.2683,massachusetts
11th plymouth,0.4336,0.2159,0.1852,0.1654,massachusetts
12th plymouth,0.4115,0.1895,0.2134,0.1856,massachusetts
1st suffolk,0.318,0.3415,0.1553,0.1851,massachusetts
2nd suffolk,0.4234,0.199,0.1879,0.1897,massachusetts
3rd suffolk,0.7159,0.0942,0.1561,0.0338,massachusetts
4th suffolk,0.637,0.1027,0.2013,0.059,massachusetts
5th suffolk,0.2748,0.3116,0.2255,0.1881,massachusetts
6th suffolk,0.3008,0.2975,0.2334,0.1683,massachusetts
7th suffolk,0.4424,0.2256,0.2301,0.1019,massachusetts
8th suffolk,0.76,0.0643,0.1514,0.0243,massachusetts
9th suffolk,0.5919,0.1652,0.1894,0.0536,massachusetts
10th suffolk,0.6584,0.1127,0.1457,0.0832,massachusetts
11th suffolk,0.5654,0.2061,0.1446,0.084,massachusetts
12th suffolk,0.3723,0.2626,0.21,0.1551,massachusetts
13th suffolk,0.4453,0.2071,0.1824,0.1651,massachusetts
14th suffolk,0.4305,0.2324,0.1935,0.1436,massachusetts
15th suffolk,0.6654,0.15,0.1411,0.0435,massachusetts
16th suffolk,0.3003,0.2616,0.2231,0.2151,massachusetts
17th suffolk,0.6429,0.1345,0.1592,0.0634,massachusetts
18th suffolk,0.6064,0.1518,0.1795,0.0622,massachusetts
19th suffolk,0.335,0.2442,0.2315,0.1892,massachusetts
1st worcester,0.544,0.1392,0.1571,0.1598,massachusetts
2nd worcester,0.3545,0.1904,0.2395,0.2157,massachusetts
3rd worcester,0.3024,0.2325,0.2134,0.2517,massachusetts
4th worcester,0.3669,0.1785,0.2041,0.2505,massachusetts
5th worcester,0.37,0.1738,0.2017,0.2545,massachusetts
6th worcester,0.3295,0.2013,0.2108,0.2583,massachusetts
7th worcester,0.4708,0.1527,0.1937,0.1828,massachusetts
8th worcester,0.4639,0.1525,0.1903,0.1932,massachusetts
9th worcester,0.5,0.1427,0.2073,0.15,massachusetts
10th worcester,0.4395,0.1794,0.2131,0.168,massachusetts
11th worcester,0.6045,0.103,0.1984,0.0941,massachusetts
12th worcester,0.4957,0.141,0.1948,0.1685,massachusetts
13th worcester,0.4942,0.1826,0.209,0.1141,massachusetts
14th worcester,0.4182,0.1891,0.2257,0.1671,massachusetts
15th worcester,0.3751,0.2172,0.1895,0.2182,massachusetts
16th worcester,0.2883,0.2908,0.2039,0.2171,massachusetts
17th worcester,0.3223,0.2349,0.1977,0.2451,massachusetts
1,0.3242,0.2251,0.22,0.2306,michigan
2,0.4174,0.2038,0.1863,0.1924,michigan
3,0.236,0.232,0.2415,0.2906,michigan
4,0.3354,0.2326,0.1786,0.2534,michigan
5,0.1636,0.2619,0.1874,0.387,michigan
6,0.3892,0.2103,0.1607,0.2399,michigan
7,0.2465,0.2504,0.2362,0.2668,michigan
8,0.2425,0.2539,0.204,0.2995,michigan
9,0.2201,0.2613,0.214,0.3046,michigan
10,0.2806,0.2399,0.2404,0.2391,michigan
11,0.279,0.2006,0.2363,0.2841,michigan
12,0.2429,0.2016,0.2247,0.3308,michigan
13,0.3561,0.1528,0.2243,0.2669,michigan
14,0.2644,0.1839,0.2329,0.3189,michigan
15,0.4323,0.1487,0.1987,0.2202,michigan
16,0.2913,0.2014,0.2286,0.2787,michigan
17,0.2816,0.1692,0.2,0.3492,michigan
18,0.3304,0.184,0.2382,0.2475,michigan
19,0.4599,0.1427,0.2224,0.1751,michigan
20,0.591,0.1094,0.1739,0.1257,michigan
21,0.5264,0.1313,0.1824,0.1599,michigan
22,0.2507,0.2005,0.2335,0.3153,michigan
23,0.3605,0.1439,0.2247,0.2708,michigan
24,0.4016,0.1504,0.2212,0.2267,michigan
25,0.3902,0.1687,0.2133,0.2278,michigan
26,0.5323,0.1407,0.1881,0.139,michigan
27,0.477,0.1359,0.2125,0.1746,michigan
28,0.2917,0.1928,0.2273,0.2882,michigan
29,0.3291,0.2175,0.2005,0.2528,michigan
30,0.3759,0.1595,0.2448,0.2198,michigan
31,0.3017,0.1922,0.2379,0.2682,michigan
32,0.3606,0.1633,0.2072,0.269,michigan
33,0.4318,0.1551,0.2051,0.208,michigan
34,0.1912,0.2679,0.2172,0.3237,michigan
35,0.4812,0.1289,0.2169,0.1729,michigan
36,0.4532,0.137,0.2079,0.2019,michigan
37,0.5679,0.1232,0.1909,0.1179,michigan
38,0.5713,0.1118,0.1963,0.1207,michigan
39,0.4881,0.1286,0.2552,0.1281,michigan
40,0.6808,0.0807,0.1776,0.0609,michigan
41,0.6127,0.1098,0.1781,0.0993,michigan
42,0.4591,0.1382,0.2246,0.178,michigan
43,0.3868,0.1685,0.2336,0.2111,michigan
44,0.4202,0.1576,0.2261,0.1961,michigan
45,0.5917,0.1061,0.1979,0.1043,michigan
46,0.4873,0.1414,0.2034,0.1679,michigan
47,0.3898,0.1618,0.2151,0.2333,michigan
48,0.299,0.1885,0.203,0.3096,michigan
49,0.2971,0.2203,0.2046,0.278,michigan
50,0.3824,0.1717,0.2199,0.226,michigan
51,0.437,0.1427,0.203,0.2174,michigan
52,0.5593,0.1286,0.1662,0.1459,michigan
53,0.6453,0.1292,0.1521,0.0734,michigan
54,0.3837,0.2265,0.19,0.1998,michigan
55,0.6279,0.1242,0.1345,0.1134,michigan
56,0.3504,0.1567,0.1859,0.307,michigan
57,0.2889,0.1971,0.1962,0.3178,michigan
58,0.2731,0.1579,0.1946,0.3744,michigan
59,0.2595,0.1416,0.1774,0.4215,michigan
60,0.3407,0.2598,0.199,0.2004,michigan
61,0.4783,0.1505,0.1936,0.1776,michigan
62,0.2935,0.199,0.1975,0.3101,michigan
63,0.3754,0.1596,0.1969,0.268,michigan
64,0.3256,0.1841,0.2102,0.2802,michigan
65,0.34,0.1631,0.2167,0.2801,michigan
66,0.3106,0.1733,0.2003,0.3158,michigan
67,0.3683,0.1804,0.2263,0.225,michigan
68,0.3352,0.2237,0.2173,0.2238,michigan
69,0.5344,0.1712,0.2096,0.0848,michigan
70,0.2736,0.1768,0.2137,0.3358,michigan
71,0.3775,0.1575,0.2109,0.254,michigan
72,0.3408,0.143,0.208,0.3082,michigan
73,0.4625,0.1343,0.2172,0.186,michigan
74,0.3714,0.1259,0.2297,0.273,michigan
75,0.3342,0.216,0.1844,0.2654,michigan
76,0.408,0.1807,0.2124,0.1989,michigan
77,0.304,0.1673,0.2198,0.3089,michigan
78,0.3299,0.1746,0.2035,0.2919,michigan
79,0.3826,0.1742,0.2082,0.2351,michigan
80,0.3172,0.1464,0.1847,0.3517,michigan
81,0.306,0.1538,0.206,0.3342,michigan
82,0.322,0.156,0.1795,0.3425,michigan
83,0.2866,0.1862,0.1843,0.3428,michigan
84,0.2703,0.1803,0.2028,0.3466,michigan
85,0.2875,0.1844,0.2087,0.3193,michigan
86,0.4424,0.1352,0.2108,0.2116,michigan
87,0.309,0.153,0.1961,0.3419,michigan
88,0.364,0.1831,0.2247,0.2282,michigan
89,0.4121,0.1452,0.201,0.2417,michigan
90,0.3372,0.1597,0.179,0.324,michigan
91,0.2977,0.17,0.2033,0.3291,michigan
92,0.2741,0.2084,0.1888,0.3288,michigan
93,0.3887,0.1579,0.2209,0.2325,michigan
94,0.4031,0.1659,0.2182,0.2128,michigan
95,0.2211,0.2651,0.2313,0.2825,michigan
96,0.31,0.1983,0.2317,0.2599,michigan
97,0.2683,0.1769,0.201,0.3538,michigan
98,0.4174,0.1721,0.1928,0.2176,michigan
99,0.3062,0.2449,0.2116,0.2373,michigan
100,0.2731,0.1869,0.1788,0.3612,michigan
101,0.3355,0.2048,0.2048,0.2549,michigan
102,0.2906,0.1797,0.1899,0.3398,michigan
103,0.2731,0.1968,0.2249,0.3052,michigan
104,0.395,0.1814,0.221,0.2026,michigan
105,0.3061,0.2017,0.2115,0.2807,michigan
106,0.287,0.1948,0.2161,0.3021,michigan
107,0.3185,0.2442,0.2143,0.2231,michigan
108,0.2891,0.1737,0.2059,0.3313,michigan
109,0.3312,0.2393,0.2188,0.2107,michigan
110,0.3417,0.2179,0.1963,0.2441,michigan
1a,0.3076,0.1387,0.194,0.3597,minnesota
1b,0.3466,0.1777,0.1966,0.2791,minnesota
2a,0.3172,0.1774,0.214,0.2914,minnesota
2b,0.3354,0.1726,0.1764,0.3157,minnesota
3a,0.337,0.1813,0.1954,0.2862,minnesota
3b,0.4179,0.1687,0.2012,0.2123,minnesota
4a,0.3892,0.1956,0.2276,0.1875,minnesota
4b,0.396,0.1642,0.1905,0.2494,minnesota
5a,0.3559,0.2394,0.2143,0.1903,minnesota
5b,0.331,0.2061,0.2038,0.2591,minnesota
6a,0.3047,0.1945,0.1918,0.309,minnesota
6b,0.3063,0.1777,0.2031,0.3129,minnesota
7a,0.4571,0.2382,0.1792,0.1255,minnesota
7b,0.3592,0.2322,0.2044,0.2042,minnesota
8a,0.3478,0.1758,0.2097,0.2667,minnesota
8b,0.3313,0.1643,0.1959,0.3085,minnesota
9a,0.2968,0.1655,0.1958,0.3419,minnesota
9b,0.2797,0.1867,0.1885,0.3451,minnesota
10a,0.352,0.1879,0.2315,0.2286,minnesota
10b,0.3432,0.1914,0.1953,0.2701,minnesota
11a,0.3446,0.2034,0.1948,0.2571,minnesota
11b,0.2898,0.2235,0.1649,0.3218,minnesota
12a,0.3538,0.1609,0.1937,0.2916,minnesota
12b,0.3629,0.1337,0.1895,0.3139,minnesota
13a,0.3757,0.1593,0.1963,0.2687,minnesota
13b,0.4058,0.1404,0.2246,0.2293,minnesota
14a,0.3529,0.1866,0.2213,0.2392,minnesota
14b,0.295,0.2298,0.1976,0.2777,minnesota
15a,0.2892,0.1895,0.1759,0.3453,minnesota
15b,0.3314,0.1556,0.189,0.324,minnesota
16a,0.3544,0.1771,0.1967,0.2718,minnesota
16b,0.3189,0.1771,0.1932,0.3107,minnesota
17a,0.3297,0.1609,0.2027,0.3067,minnesota
17b,0.3477,0.1705,0.2043,0.2775,minnesota
18a,0.3042,0.1438,0.1911,0.3609,minnesota
18b,0.2814,0.1523,0.1857,0.3805,minnesota
19a,0.3727,0.1855,0.2022,0.2395,minnesota
19b,0.3329,0.255,0.2043,0.2078,minnesota
20a,0.3623,0.1518,0.207,0.279,minnesota
20b,0.3956,0.1686,0.1997,0.236,minnesota
21a,0.3538,0.2068,0.1819,0.2575,minnesota
21b,0.3742,0.1499,0.1968,0.2792,minnesota
22a,0.3631,0.158,0.1877,0.2911,minnesota
22b,0.2868,0.1513,0.1789,0.3831,minnesota
23a,0.3294,0.1531,0.2005,0.3171,minnesota
23b,0.3507,0.1253,0.1971,0.3269,minnesota
24a,0.343,0.1295,0.218,0.3094,minnesota
24b,0.2937,0.1574,0.209,0.3399,minnesota
25a,0.4967,0.1273,0.1714,0.2045,minnesota
25b,0.5253,0.1752,0.1698,0.1297,minnesota
26a,0.4803,0.204,0.1665,0.1491,minnesota
26b,0.5211,0.1309,0.1705,0.1774,minnesota
27a,0.2988,0.1641,0.1964,0.3407,minnesota
27b,0.2912,0.1637,0.1841,0.3609,minnesota
28a,0.3276,0.2105,0.2097,0.2522,minnesota
28b,0.3545,0.1629,0.1823,0.3003,minnesota
29a,0.3561,0.1411,0.2158,0.287,minnesota
29b,0.3596,0.1369,0.214,0.2895,minnesota
30a,0.3607,0.1427,0.2109,0.2856,minnesota
30b,0.4522,0.101,0.2141,0.2327,minnesota
31a,0.3305,0.1351,0.2106,0.3239,minnesota
31b,0.3811,0.1378,0.1972,0.2838,minnesota
32a,0.3393,0.1667,0.1952,0.2988,minnesota
32b,0.3589,0.1846,0.1892,0.2673,minnesota
33a,0.5339,0.0807,0.2337,0.1517,minnesota
33b,0.5312,0.1227,0.2136,0.1325,minnesota
34a,0.5305,0.1065,0.2374,0.1256,minnesota
34b,0.5495,0.1033,0.2027,0.1444,minnesota
35a,0.3803,0.1611,0.212,0.2466,minnesota
35b,0.4372,0.1318,0.2256,0.2054,minnesota
36a,0.4266,0.1473,0.2179,0.2081,minnesota
36b,0.4261,0.1388,0.2133,0.2218,minnesota
37a,0.3219,0.1637,0.2257,0.2887,minnesota
37b,0.4098,0.137,0.2482,0.205,minnesota
38a,0.4248,0.1173,0.2291,0.2288,minnesota
38b,0.5094,0.1209,0.1995,0.1702,minnesota
39a,0.4444,0.1385,0.2025,0.2146,minnesota
39b,0.4931,0.1465,0.2049,0.1554,minnesota
40a,0.2953,0.1895,0.2351,0.2802,minnesota
40b,0.2961,0.1918,0.2173,0.2948,minnesota
41a,0.3948,0.159,0.2185,0.2278,minnesota
41b,0.3917,0.1882,0.2126,0.2076,minnesota
42a,0.5109,0.1374,0.1935,0.1582,minnesota
42b,0.494,0.1486,0.2091,0.1483,minnesota
43a,0.4274,0.1555,0.2273,0.1898,minnesota
43b,0.3823,0.1997,0.2255,0.1926,minnesota
44a,0.662,0.0737,0.1976,0.0667,minnesota
44b,0.5855,0.0941,0.2081,0.1124,minnesota
45a,0.416,0.1721,0.2358,0.1761,minnesota
45b,0.4859,0.1542,0.2068,0.153,minnesota
46a,0.5675,0.1301,0.1865,0.1159,minnesota
46b,0.5577,0.1305,0.1937,0.1181,minnesota
47a,0.4565,0.1414,0.207,0.1951,minnesota
47b,0.5161,0.1053,0.2192,0.1595,minnesota
48a,0.5715,0.107,0.2095,0.112,minnesota
48b,0.6098,0.0911,0.2084,0.0907,minnesota
49a,0.6405,0.0747,0.2196,0.0652,minnesota
49b,0.5699,0.106,0.2168,0.1072,minnesota
50a,0.4056,0.1818,0.2331,0.1796,minnesota
50b,0.418,0.1654,0.2296,0.1871,minnesota
51a,0.4437,0.1366,0.2298,0.19,minnesota
51b,0.5696,0.1014,0.2094,0.1196,minnesota
52a,0.4264,0.1718,0.217,0.1848,minnesota
52b,0.4286,0.1412,0.2495,0.1808,minnesota
53a,0.4557,0.1457,0.2175,0.1811,minnesota
53b,0.5921,0.0914,0.2087,0.1079,minnesota
54a,0.3528,0.1785,0.2182,0.2505,minnesota
54b,0.3995,0.1608,0.2062,0.2334,minnesota
55a,0.4087,0.1571,0.2052,0.229,minnesota
55b,0.4374,0.1367,0.2347,0.1913,minnesota
56a,0.4486,0.1675,0.2091,0.1748,minnesota
56b,0.4475,0.1558,0.2187,0.1779,minnesota
57a,0.4567,0.1433,0.2231,0.1769,minnesota
57b,0.4808,0.1213,0.2154,0.1825,minnesota
58a,0.5082,0.1135,0.2344,0.1439,minnesota
58b,0.3675,0.1408,0.2254,0.2662,minnesota
59a,0.3615,0.1999,0.2039,0.2347,minnesota
59b,0.5426,0.1796,0.1633,0.1144,minnesota
60a,0.5277,0.1546,0.1781,0.1396,minnesota
60b,0.4643,0.2478,0.1919,0.096,minnesota
61a,0.6828,0.0932,0.1699,0.0542,minnesota
61b,0.64,0.1008,0.1708,0.0883,minnesota
62a,0.3854,0.2502,0.1724,0.192,minnesota
62b,0.5155,0.1902,0.1713,0.123,minnesota
63a,0.5541,0.1467,0.1865,0.1127,minnesota
63b,0.5349,0.1261,0.1864,0.1526,minnesota
64a,0.5643,0.1295,0.1953,0.1109,minnesota
64b,0.5829,0.1375,0.186,0.0936,minnesota
65a,0.3886,0.2102,0.2093,0.1919,minnesota
65b,0.466,0.1961,0.1904,0.1475,minnesota
66a,0.5602,0.1458,0.155,0.1391,minnesota
66b,0.3757,0.208,0.1924,0.2239,minnesota
67a,0.264,0.2389,0.2168,0.2803,minnesota
67b,0.2806,0.2269,0.2336,0.2589,minnesota
1,0.3264,0.1911,0.2061,0.2764,missouri
2,0.3338,0.1685,0.1878,0.3099,missouri
3,0.3592,0.1543,0.1873,0.2992,missouri
4,0.2803,0.1609,0.1908,0.368,missouri
5,0.3098,0.1887,0.2183,0.2833,missouri
6,0.293,0.1545,0.2191,0.3334,missouri
7,0.3284,0.1849,0.2038,0.2829,missouri
8,0.2904,0.1377,0.2088,0.3631,missouri
9,0.3796,0.1384,0.2058,0.2762,missouri
10,0.2318,0.2263,0.1988,0.3431,missouri
11,0.2759,0.1686,0.2219,0.3336,missouri
12,0.383,0.1482,0.2318,0.237,missouri
13,0.5188,0.1292,0.1803,0.1718,missouri
14,0.4535,0.1374,0.2105,0.1986,missouri
15,0.3522,0.1609,0.2505,0.2364,missouri
16,0.4691,0.137,0.2463,0.1476,missouri
17,0.3358,0.1628,0.2291,0.2724,missouri
18,0.3415,0.153,0.2599,0.2456,missouri
19,0.1973,0.2374,0.2225,0.3428,missouri
20,0.2609,0.181,0.2209,0.3372,missouri
21,0.2945,0.1885,0.2438,0.2732,missouri
22,0.2125,0.2398,0.2044,0.3433,missouri
23,0.2132,0.2254,0.2292,0.3322,missouri
24,0.5629,0.1362,0.1889,0.1119,missouri
25,0.6013,0.1009,0.2267,0.0711,missouri
26,0.3885,0.2122,0.2022,0.1971,missouri
27,0.2771,0.2024,0.2726,0.2479,missouri
28,0.2925,0.1753,0.2387,0.2934,missouri
29,0.3119,0.206,0.232,0.2501,missouri
30,0.4841,0.1358,0.2357,0.1444,missouri
31,0.3487,0.1711,0.2519,0.2283,missouri
32,0.3839,0.136,0.2426,0.2375,missouri
33,0.3523,0.1454,0.2201,0.2822,missouri
34,0.4892,0.1116,0.2203,0.1789,missouri
35,0.441,0.1147,0.2369,0.2073,missouri
36,0.408,0.1841,0.2176,0.1902,missouri
37,0.3797,0.1857,0.2364,0.1983,missouri
38,0.3986,0.1353,0.1981,0.268,missouri
39,0.2918,0.165,0.1881,0.3551,missouri
40,0.2706,0.1588,0.2055,0.3651,missouri
41,0.3162,0.1326,0.1996,0.3516,missouri
42,0.3013,0.1438,0.191,0.3639,missouri
43,0.2869,0.1962,0.1888,0.3281,missouri
44,0.3588,0.1708,0.2195,0.2509,missouri
45,0.3846,0.2667,0.2121,0.1366,missouri
46,0.5609,0.1373,0.2083,0.0935,missouri
47,0.482,0.1455,0.1998,0.1726,missouri
48,0.3417,0.1903,0.1741,0.294,missouri
49,0.367,0.1915,0.2121,0.2294,missouri
50,0.4908,0.1652,0.1689,0.175,missouri
51,0.4004,0.1863,0.1722,0.2411,missouri
52,0.2823,0.2023,0.1943,0.3211,missouri
53,0.2849,0.1517,0.2103,0.3531,missouri
54,0.3044,0.1976,0.2087,0.2893,missouri
55,0.4036,0.1573,0.2343,0.2048,missouri
56,0.3279,0.1677,0.2302,0.2743,missouri
57,0.2916,0.1798,0.2005,0.3281,missouri
58,0.2823,0.1805,0.2068,0.3304,missouri
59,0.4223,0.1094,0.2551,0.2132,missouri
60,0.3663,0.1764,0.2318,0.2254,missouri
61,0.3324,0.1285,0.2093,0.3297,missouri
62,0.3193,0.1389,0.1884,0.3534,missouri
63,0.4115,0.1383,0.2304,0.2197,missouri
64,0.3715,0.1481,0.2265,0.2539,missouri
65,0.4027,0.1976,0.2303,0.1693,missouri
66,0.2105,0.3208,0.2359,0.2327,missouri
67,0.3998,0.1664,0.238,0.1958,missouri
68,0.3151,0.2277,0.2369,0.2202,missouri
69,0.3779,0.159,0.2583,0.2048,missouri
70,0.5298,0.1276,0.2383,0.1042,missouri
71,0.5269,0.129,0.2227,0.1214,missouri
72,0.3296,0.1665,0.2737,0.2302,missouri
73,0.2723,0.2316,0.22,0.2761,missouri
74,0.2482,0.2819,0.251,0.219,missouri
75,0.2306,0.2608,0.2844,0.2242,missouri
76,0.2307,0.3401,0.1867,0.2426,missouri
77,0.4843,0.2012,0.159,0.1556,missouri
78,0.4331,0.2219,0.1889,0.1561,missouri
79,0.4926,0.2095,0.1881,0.1099,missouri
80,0.5092,0.1725,0.1916,0.1266,missouri
81,0.3194,0.2557,0.1973,0.2275,missouri
82,0.5087,0.147,0.1961,0.1482,missouri
83,0.5583,0.1523,0.1974,0.092,missouri
84,0.5248,0.1759,0.1788,0.1204,missouri
85,0.2919,0.2094,0.246,0.2526,missouri
86,0.487,0.1698,0.2026,0.1407,missouri
87,0.7082,0.078,0.1743,0.0395,missouri
88,0.6668,0.0972,0.1599,0.0761,missouri
89,0.6677,0.0589,0.209,0.0645,missouri
90,0.6181,0.0941,0.2101,0.0777,missouri
91,0.558,0.1099,0.2067,0.1253,missouri
92,0.4014,0.1815,0.2267,0.1905,missouri
93,0.2671,0.1971,0.2506,0.2852,missouri
94,0.3656,0.1815,0.2405,0.2124,missouri
95,0.4383,0.1402,0.2294,0.192,missouri
96,0.5118,0.1169,0.2276,0.1437,missouri
97,0.3378,0.192,0.2271,0.2431,missouri
98,0.5582,0.1136,0.2235,0.1048,missouri
99,0.5609,0.1135,0.2024,0.1232,missouri
100,0.5808,0.1045,0.2417,0.0731,missouri
101,0.653,0.0888,0.1985,0.0597,missouri
102,0.5392,0.115,0.2318,0.114,missouri
103,0.4476,0.1193,0.255,0.1781,missouri
104,0.4446,0.1721,0.2186,0.1647,missouri
105,0.4945,0.1029,0.2438,0.1588,missouri
106,0.4214,0.1453,0.2374,0.1959,missouri
107,0.3868,0.1353,0.2699,0.208,missouri
108,0.4531,0.128,0.2577,0.1612,missouri
109,0.3222,0.1675,0.1904,0.3199,missouri
110,0.5075,0.1084,0.2253,0.1588,missouri
111,0.3165,0.1503,0.2309,0.3022,missouri
112,0.3869,0.1378,0.2288,0.2464,missouri
113,0.3485,0.1488,0.2502,0.2525,missouri
114,0.3273,0.1524,0.2171,0.3032,missouri
115,0.2926,0.2094,0.1966,0.3014,missouri
116,0.3206,0.2118,0.1688,0.2989,missouri
117,0.2333,0.2276,0.2159,0.3233,missouri
118,0.3007,0.1652,0.1959,0.3382,missouri
119,0.2752,0.1672,0.2082,0.3494,missouri
120,0.3037,0.1942,0.187,0.3151,missouri
121,0.404,0.1965,0.186,0.2135,missouri
122,0.3559,0.2143,0.1942,0.2356,missouri
123,0.2934,0.1565,0.2214,0.3287,missouri
124,0.3078,0.2236,0.2482,0.2203,missouri
125,0.293,0.2147,0.1851,0.3072,missouri
126,0.3283,0.1615,0.202,0.3082,missouri
127,0.2817,0.1585,0.2056,0.3542,missouri
128,0.3333,0.1943,0.2075,0.2649,missouri
129,0.2644,0.1765,0.2172,0.3419,missouri
130,0.3827,0.154,0.228,0.2354,missouri
131,0.3154,0.1911,0.248,0.2455,missouri
132,0.2336,0.2625,0.2714,0.2325,missouri
133,0.3976,0.146,0.2527,0.2038,missouri
134,0.3862,0.174,0.2542,0.1856,missouri
135,0.3638,0.2244,0.2203,0.1915,missouri
136,0.4724,0.144,0.2601,0.1234,missouri
137,0.3543,0.1475,0.219,0.2792,missouri
138,0.3243,0.1606,0.2475,0.2677,missouri
139,0.3731,0.1803,0.2321,0.2144,missouri
140,0.364,0.1494,0.2643,0.2223,missouri
141,0.2521,0.1763,0.1979,0.3737,missouri
142,0.2768,0.1923,0.1858,0.3451,missouri
143,0.286,0.2111,0.1696,0.3333,missouri
144,0.2607,0.2207,0.1748,0.3438,missouri
145,0.2747,0.1642,0.201,0.3601,missouri
146,0.357,0.1551,0.2305,0.2574,missouri
147,0.3819,0.2295,0.2062,0.1825,missouri
148,0.3169,0.1593,0.24,0.2837,missouri
149,0.2213,0.2666,0.1939,0.3182,missouri
150,0.2696,0.2365,0.1871,0.3068,missouri
151,0.292,0.1779,0.1962,0.3339,missouri
152,0.23,0.1949,0.2398,0.3353,missouri
153,0.2901,0.1674,0.1978,0.3447,missouri
154,0.3531,0.1655,0.2295,0.2519,missouri
155,0.2931,0.1797,0.2086,0.3186,missouri
156,0.3114,0.2191,0.2979,0.1717,missouri
157,0.2704,0.1757,0.2384,0.3155,missouri
158,0.2704,0.1583,0.1756,0.3957,missouri
159,0.2368,0.1786,0.1733,0.4113,missouri
160,0.2729,0.1694,0.2223,0.3355,missouri
161,0.3609,0.182,0.2124,0.2447,missouri
162,0.3526,0.1753,0.2328,0.2393,missouri
163,0.2785,0.1481,0.247,0.3265,missouri
1,0.2586,0.2454,0.1759,0.3202,montana
2,0.3282,0.1313,0.2428,0.2977,montana
3,0.3669,0.1973,0.2269,0.2089,montana
4,0.3373,0.2195,0.1883,0.2549,montana
5,0.4295,0.183,0.2723,0.1152,montana
6,0.4478,0.1389,0.1869,0.2264,montana
7,0.2619,0.2382,0.2616,0.2382,montana
8,0.3425,0.2184,0.2939,0.1453,montana
9,0.2509,0.2396,0.2386,0.2709,montana
10,0.3756,0.1861,0.2314,0.2069,montana
11,0.3765,0.16,0.1946,0.2689,montana
12,0.3798,0.2012,0.2635,0.1555,montana
13,0.3116,0.1966,0.2014,0.2904,montana
14,0.3056,0.1597,0.2493,0.2854,montana
15,0.3965,0.2654,0.167,0.1711,montana
16,0.35,0.294,0.1677,0.1883,montana
17,0.3884,0.1691,0.1722,0.2704,montana
18,0.3475,0.2699,0.1928,0.1898,montana
19,0.3723,0.1486,0.1827,0.2964,montana
20,0.5388,0.0578,0.2645,0.1389,montana
21,0.4268,0.1411,0.2079,0.2242,montana
22,0.2704,0.2068,0.277,0.2458,montana
23,0.3214,0.2311,0.2156,0.2319,montana
24,0.3218,0.2633,0.2074,0.2074,montana
25,0.3007,0.2524,0.2464,0.2004,montana
26,0.2949,0.2416,0.2653,0.1982,montana
27,0.3879,0.1723,0.1601,0.2797,montana
28,0.3622,0.182,0.1885,0.2673,montana
29,0.3188,0.1767,0.2573,0.2472,montana
30,0.4096,0.1365,0.1595,0.2944,montana
31,0.3224,0.2523,0.2052,0.2201,montana
32,0.3724,0.1606,0.2186,0.2484,montana
33,0.3182,0.1464,0.2004,0.335,montana
34,0.3497,0.1619,0.2363,0.2521,montana
35,0.2957,0.1296,0.2347,0.34,montana
36,0.3646,0.1572,0.1734,0.3049,montana
37,0.3995,0.1137,0.1523,0.3345,montana
38,0.3374,0.2149,0.2585,0.1891,montana
39,0.318,0.1492,0.1718,0.3611,montana
40,0.2999,0.1314,0.2253,0.3434,montana
41,0.3957,0.2165,0.1071,0.2808,montana
42,0.3651,0.2244,0.2027,0.2078,montana
43,0.3277,0.1743,0.2383,0.2597,montana
44,0.3604,0.1628,0.2471,0.2297,montana
45,0.3664,0.1695,0.2216,0.2425,montana
46,0.572,0.1253,0.1416,0.1612,montana
47,0.3564,0.2145,0.2253,0.2039,montana
48,0.4558,0.1373,0.2348,0.1721,montana
49,0.3383,0.2045,0.1939,0.2633,montana
50,0.2665,0.2268,0.269,0.2376,montana
51,0.2521,0.2603,0.2396,0.248,montana
52,0.2697,0.22,0.2543,0.256,montana
53,0.4973,0.0945,0.2319,0.1763,montana
54,0.4662,0.1241,0.2307,0.1791,montana
55,0.2781,0.2495,0.2174,0.2551,montana
56,0.2907,0.2226,0.1846,0.3021,montana
