district,monthly housing costs - $499 or lower,monthly housing costs - $500 - 999,monthly housing costs - $1000 1999,monthly housing costs - $2000 or higher,monthly housing costs - median,state
137,23.39,36.2,36.2,4.22,826.0,missouri
138,31.89,33.32,28.61,6.17,724.0,missouri
139,17.91,39.35,36.35,6.39,916.0,missouri
140,18.85,31.95,42.3,6.89,982.0,missouri
141,42.19,37.51,18.22,2.08,603.0,missouri
142,42.52,38.44,16.96,2.09,580.0,missouri
143,46.9,35.04,16.1,1.96,533.0,missouri
144,48.53,36.66,13.41,1.41,512.0,missouri
145,35.58,40.88,21.39,2.16,665.0,missouri
146,23.4,34.75,35.46,6.39,900.0,missouri
147,19.48,46.28,30.14,4.11,816.0,missouri
148,33.05,44.13,20.16,2.66,670.0,missouri
149,39.55,46.7,13.45,0.29,618.0,missouri
150,40.27,44.12,13.56,2.05,588.0,missouri
151,38.09,43.75,16.34,1.82,628.0,missouri
152,38.4,44.25,15.61,1.73,600.0,missouri
153,43.7,35.98,18.23,2.09,556.0,missouri
154,40.63,40.33,17.79,1.25,597.0,missouri
155,47.09,35.53,15.45,1.93,528.0,missouri
156,21.35,45.68,27.42,5.55,837.0,missouri
157,31.16,47.28,20.15,1.41,681.0,missouri
158,34.19,42.67,21.35,1.79,658.0,missouri
159,35.86,43.4,18.51,2.23,655.0,missouri
160,25.74,49.76,21.94,2.56,732.0,missouri
161,25.08,47.98,24.06,2.88,768.0,missouri
162,22.91,46.0,27.62,3.47,767.0,missouri
163,26.02,43.69,28.65,1.64,800.0,missouri
1,35.43,44.35,18.4,1.82,633.0,montana
2,31.52,26.38,32.35,9.75,767.0,montana
3,30.94,31.15,32.38,5.53,751.0,montana
4,24.45,27.08,35.54,12.93,944.0,montana
5,12.7,32.25,33.31,21.74,1124.0,montana
6,21.78,29.97,32.86,15.39,957.0,montana
7,24.01,39.06,33.1,3.83,794.0,montana
8,16.92,31.44,46.39,5.25,1033.0,montana
9,20.88,27.73,42.46,8.94,1023.0,montana
10,24.41,29.99,30.84,14.76,888.0,montana
11,14.59,36.45,31.61,17.35,991.0,montana
12,21.04,37.09,29.44,12.43,851.0,montana
13,41.48,27.94,23.35,7.24,603.0,montana
14,39.12,34.94,21.91,4.02,601.0,montana
15,52.32,28.78,16.56,2.34,473.0,montana
16,61.84,30.34,6.47,1.35,387.0,montana
17,30.44,38.68,27.25,3.62,726.0,montana
18,33.9,40.74,22.17,3.18,668.0,montana
19,30.95,33.18,27.96,7.9,735.0,montana
20,18.58,26.08,34.37,20.97,1272.0,montana
21,24.85,31.47,38.85,4.83,893.0,montana
22,35.08,34.81,27.5,2.61,698.0,montana
23,23.8,46.35,27.49,2.37,754.0,montana
24,26.02,37.0,35.89,1.09,828.0,montana
25,22.99,45.08,30.72,1.21,823.0,montana
26,20.02,40.4,37.12,2.46,917.0,montana
27,36.74,31.89,25.74,5.63,628.0,montana
28,22.17,42.16,32.55,3.12,819.0,montana
29,38.32,43.21,14.3,4.16,598.0,montana
30,43.63,33.52,17.25,5.6,582.0,montana
31,58.03,30.87,9.76,1.34,426.0,montana
32,66.88,23.99,6.94,2.2,389.0,montana
33,43.39,33.82,21.22,1.57,546.0,montana
34,35.43,34.54,26.54,3.5,653.0,montana
35,28.76,34.89,30.15,6.2,741.0,montana
36,26.38,49.08,22.09,2.45,664.0,montana
37,40.41,35.03,20.23,4.33,578.0,montana
38,26.8,34.66,35.01,3.54,787.0,montana
39,24.42,45.95,22.84,6.79,727.0,montana
40,25.51,31.93,35.0,7.56,828.0,montana
41,49.06,39.05,10.82,1.06,508.0,montana
42,42.15,33.73,20.59,3.53,604.0,montana
43,17.26,22.26,54.38,6.1,1108.0,montana
44,16.71,39.51,41.47,2.31,925.0,montana
45,9.0,30.25,44.5,16.25,1277.0,montana
46,14.35,22.15,40.93,22.56,1434.0,montana
47,14.99,47.03,32.49,5.49,813.0,montana
48,14.04,39.01,39.25,7.7,941.0,montana
49,25.25,42.49,30.77,1.49,761.0,montana
50,18.39,38.35,41.16,2.1,931.0,montana
51,18.43,31.94,47.16,2.47,993.0,montana
52,20.48,39.28,39.26,0.98,897.0,montana
53,12.38,18.82,37.9,30.91,1596.0,montana
54,12.63,27.3,47.03,13.03,1145.0,montana
55,21.98,30.51,38.36,9.16,949.0,montana
56,17.97,29.22,39.77,13.04,1072.0,montana
57,29.03,26.14,34.77,10.06,876.0,montana
58,26.77,34.7,28.67,9.86,819.0,montana
59,27.89,32.81,24.78,14.51,809.0,montana
60,19.88,36.91,37.74,5.47,883.0,montana
61,11.01,29.68,30.63,28.68,1333.0,montana
62,7.86,31.71,29.09,31.33,1241.0,montana
63,5.81,48.78,38.79,6.62,953.0,montana
64,12.88,30.93,33.78,22.4,1194.0,montana
65,8.83,18.5,61.66,11.01,1324.0,montana
66,7.59,26.49,54.39,11.53,1186.0,montana
67,11.43,28.78,47.68,12.11,1161.0,montana
68,12.37,15.51,50.14,21.99,1491.0,montana
69,21.45,23.56,37.33,17.66,1116.0,montana
70,24.54,26.83,34.45,14.18,961.0,montana
71,31.81,30.21,26.15,11.83,744.0,montana
72,34.87,36.13,24.21,4.79,662.0,montana
73,34.48,43.09,21.83,0.6,638.0,montana
74,36.85,39.97,19.4,3.78,635.0,montana
75,23.15,25.41,34.46,16.98,1031.0,montana
76,24.09,37.39,24.5,14.02,795.0,montana
77,41.29,38.12,18.24,2.35,568.0,montana
78,34.21,40.99,21.58,3.22,665.0,montana
79,17.38,33.52,34.96,14.13,987.0,montana
80,17.81,22.43,47.01,12.74,1182.0,montana
81,18.45,38.74,37.89,4.93,917.0,montana
82,19.59,36.86,36.61,6.94,884.0,montana
83,13.37,33.96,46.55,6.11,1032.0,montana
84,12.43,35.65,39.9,12.02,1047.0,montana
85,24.76,31.41,31.89,11.94,860.0,montana
86,23.33,37.17,36.3,3.21,794.0,montana
87,26.47,26.15,30.62,16.76,925.0,montana
88,23.38,22.15,40.46,14.0,1091.0,montana
89,8.46,40.75,27.84,22.95,1054.0,montana
90,7.74,40.26,34.03,17.97,1056.0,montana
91,12.0,43.39,30.34,14.27,911.0,montana
92,27.69,33.2,33.28,5.83,825.0,montana
93,30.34,32.4,25.8,11.46,752.0,montana
94,11.7,30.17,43.13,14.99,1105.0,montana
95,14.61,50.12,34.5,0.77,825.0,montana
96,16.19,25.53,37.68,20.61,1156.0,montana
97,15.4,27.41,41.89,15.3,1154.0,montana
98,19.55,31.13,42.01,7.3,988.0,montana
99,9.36,29.22,46.68,14.75,1208.0,montana
100,11.23,44.11,41.07,3.59,957.0,montana
1,9.53,12.11,62.34,16.02,1427.0,nevada
2,7.1,11.41,48.23,33.26,1663.0,nevada
3,13.7,28.64,54.16,3.5,1078.0,nevada
4,9.21,14.97,58.44,17.38,1360.0,nevada
5,10.16,18.75,59.06,12.03,1218.0,nevada
6,17.68,45.33,36.15,0.84,881.0,nevada
7,13.14,20.62,61.75,4.49,1193.0,nevada
8,8.75,18.48,62.74,10.03,1244.0,nevada
9,9.3,10.37,58.3,22.04,1516.0,nevada
10,13.26,40.01,40.32,6.4,971.0,nevada
11,16.41,54.39,27.2,2.0,810.0,nevada
12,17.83,21.39,47.89,12.89,1167.0,nevada
13,8.02,12.89,49.85,29.25,1590.0,nevada
14,16.85,37.38,44.68,1.09,968.0,nevada
15,18.36,46.55,33.02,2.07,871.0,nevada
16,7.96,50.16,37.39,4.5,932.0,nevada
17,7.68,13.15,68.69,10.47,1385.0,nevada
18,16.43,25.77,54.79,3.02,1080.0,nevada
19,18.01,26.67,45.6,9.73,1085.0,nevada
20,10.07,36.47,45.86,7.6,1044.0,nevada
21,10.33,10.82,63.08,15.77,1436.0,nevada
22,11.71,11.79,51.97,24.53,1482.0,nevada
23,19.19,24.44,34.58,21.78,1178.0,nevada
24,15.48,43.64,35.49,5.39,888.0,nevada
25,12.19,19.5,44.17,24.15,1349.0,nevada
26,7.04,18.08,45.11,29.76,1564.0,nevada
27,15.19,22.67,51.74,10.4,1212.0,nevada
28,16.61,43.03,39.45,0.91,917.0,nevada
29,10.76,18.26,57.13,13.85,1285.0,nevada
30,13.77,28.2,51.48,6.55,1110.0,nevada
31,13.88,13.42,53.42,19.27,1397.0,nevada
32,28.53,24.04,35.22,12.2,934.0,nevada
33,29.34,25.11,38.55,6.99,902.0,nevada
34,11.44,19.7,56.13,12.72,1225.0,nevada
35,6.47,8.51,55.93,29.09,1633.0,nevada
36,23.49,27.44,34.0,15.07,981.0,nevada
37,14.8,19.67,48.46,17.07,1257.0,nevada
38,26.25,26.59,42.19,4.97,953.0,nevada
39,16.12,24.43,40.8,18.66,1210.0,nevada
40,17.16,30.64,39.84,12.35,1043.0,nevada
41,6.99,13.85,61.08,18.08,1421.0,nevada
42,12.3,29.91,53.19,4.6,1071.0,nevada
1,20.48,27.21,44.14,8.17,1046.0,new mexico
2,26.83,32.73,38.38,2.06,842.0,new mexico
3,36.57,29.12,29.72,4.59,728.0,new mexico
4,45.8,29.28,24.12,0.81,567.0,new mexico
5,59.96,23.81,14.35,1.88,380.0,new mexico
6,62.66,27.74,9.29,0.32,354.0,new mexico
7,38.56,31.93,27.09,2.42,693.0,new mexico
8,26.73,25.87,40.69,6.7,948.0,new mexico
9,53.26,30.96,13.84,1.93,472.0,new mexico
10,24.45,35.3,37.0,3.25,840.0,new mexico
11,19.9,45.82,27.62,6.67,800.0,new mexico
12,26.85,31.31,40.93,0.91,877.0,new mexico
13,13.09,25.0,60.45,1.46,1093.0,new mexico
14,26.98,36.77,34.65,1.6,861.0,new mexico
15,15.39,27.82,41.27,15.51,1149.0,new mexico
16,18.9,33.39,41.55,6.16,974.0,new mexico
17,21.63,38.77,30.76,8.84,877.0,new mexico
18,13.72,53.66,25.35,7.27,786.0,new mexico
19,22.41,48.38,24.6,4.61,727.0,new mexico
20,20.58,36.03,34.83,8.56,879.0,new mexico
21,18.73,58.75,21.72,0.8,739.0,new mexico
22,22.1,26.62,35.81,15.47,1041.0,new mexico
23,13.63,26.84,45.26,14.27,1128.0,new mexico
24,20.36,32.92,43.67,3.05,948.0,new mexico
25,19.8,37.2,39.35,3.65,913.0,new mexico
26,16.21,33.02,48.02,2.76,1009.0,new mexico
27,15.25,31.61,44.08,9.06,1051.0,new mexico
28,19.51,36.07,35.47,8.96,912.0,new mexico
29,12.58,13.0,62.77,11.65,1379.0,new mexico
30,15.13,42.22,37.76,4.89,912.0,new mexico
31,10.05,22.81,30.81,36.33,1512.0,new mexico
32,50.66,33.73,14.51,1.1,494.0,new mexico
33,26.46,51.01,19.62,2.91,700.0,new mexico
34,37.77,28.3,27.33,6.6,712.0,new mexico
35,28.89,40.36,30.41,0.34,744.0,new mexico
36,37.95,22.21,36.98,2.86,811.0,new mexico
37,18.69,39.33,36.65,5.33,902.0,new mexico
38,45.22,34.69,18.54,1.56,567.0,new mexico
39,40.35,32.77,21.99,4.89,601.0,new mexico
40,54.46,25.47,17.85,2.23,475.0,new mexico
41,47.24,28.93,20.55,3.28,536.0,new mexico
42,37.55,30.96,25.4,6.09,677.0,new mexico
43,23.46,24.28,33.75,18.51,1045.0,new mexico
44,17.31,20.91,46.6,15.18,1190.0,new mexico
45,20.24,18.03,53.23,8.5,1169.0,new mexico
46,31.46,26.44,26.67,15.43,864.0,new mexico
47,17.19,21.81,33.88,27.12,1245.0,new mexico
48,21.54,27.38,40.89,10.19,1018.0,new mexico
49,54.4,26.32,17.78,1.51,440.0,new mexico
50,33.46,29.87,29.44,7.23,810.0,new mexico
51,29.61,42.68,26.08,1.63,719.0,new mexico
52,40.43,36.77,18.1,4.7,604.0,new mexico
53,36.9,37.26,23.84,2.0,674.0,new mexico
54,43.07,27.48,24.04,5.41,626.0,new mexico
55,32.72,24.59,36.38,6.31,860.0,new mexico
56,44.1,32.9,18.69,4.31,554.0,new mexico
57,11.84,15.94,65.17,7.05,1231.0,new mexico
58,47.43,36.48,15.32,0.77,553.0,new mexico
59,32.8,34.17,25.97,7.06,743.0,new mexico
60,17.34,26.41,49.36,6.88,1089.0,new mexico
61,49.11,30.46,19.07,1.36,511.0,new mexico
62,23.85,31.86,37.46,6.83,926.0,new mexico
63,44.74,39.5,13.9,1.85,559.0,new mexico
64,18.99,31.02,45.81,4.18,1000.0,new mexico
65,57.71,28.36,12.96,0.98,414.0,new mexico
66,33.72,35.26,28.98,2.03,729.0,new mexico
67,48.43,34.72,13.64,3.22,516.0,new mexico
68,11.11,19.56,61.21,8.12,1263.0,new mexico
69,64.64,23.87,9.25,2.24,314.0,new mexico
70,44.98,35.06,18.55,1.41,558.0,new mexico
1,3.81,13.79,33.19,49.21,1977.0,new york
2,2.84,15.07,37.18,44.91,1842.0,new york
3,3.07,10.33,38.17,48.42,1960.0,new york
4,1.72,7.72,31.33,59.22,2302.0,new york
5,2.67,9.06,36.41,51.85,2051.0,new york
6,3.03,12.07,36.54,48.36,1946.0,new york
7,2.54,6.65,39.18,51.63,2056.0,new york
8,1.19,7.07,32.16,59.58,2382.0,new york
9,1.93,5.35,33.26,59.46,2372.0,new york
10,2.31,5.33,31.27,61.09,2462.0,new york
11,1.99,8.67,39.39,49.96,1999.0,new york
12,0.77,6.47,32.85,59.91,2326.0,new york
13,2.91,5.16,29.8,62.13,2562.0,new york
14,1.88,4.86,29.84,63.42,2625.0,new york
15,3.04,8.2,31.2,57.56,2343.0,new york
16,3.0,5.24,25.74,66.01,2719.0,new york
17,2.03,8.46,31.98,57.54,2331.0,new york
18,6.53,8.55,35.35,49.57,1988.0,new york
19,1.21,6.32,32.09,60.37,2479.0,new york
20,3.62,7.66,32.59,56.13,2253.0,new york
21,2.54,7.29,33.37,56.8,2298.0,new york
22,2.96,7.26,32.76,57.03,2346.0,new york
23,10.68,17.0,41.86,30.47,1500.0,new york
24,8.29,14.61,45.01,32.09,1567.0,new york
25,4.0,16.74,42.27,37.0,1665.0,new york
26,8.59,13.37,41.32,36.72,1634.0,new york
27,11.08,15.52,49.36,24.04,1457.0,new york
28,7.74,13.82,45.89,32.55,1653.0,new york
29,2.96,13.65,39.71,43.68,1845.0,new york
30,6.33,16.46,47.08,30.14,1577.0,new york
31,8.53,18.83,34.79,37.85,1676.0,new york
32,8.16,18.79,40.7,32.35,1557.0,new york
33,2.97,16.74,32.13,48.16,1938.0,new york
34,5.73,14.27,56.28,23.72,1501.0,new york
35,7.59,13.44,47.62,31.35,1636.0,new york
36,3.69,8.08,49.37,38.86,1827.0,new york
37,8.77,12.2,43.3,35.73,1647.0,new york
38,3.13,13.78,49.42,33.68,1668.0,new york
39,6.44,12.45,56.85,24.26,1558.0,new york
40,10.59,14.7,54.5,20.2,1443.0,new york
41,10.09,18.87,43.49,27.56,1419.0,new york
42,3.27,10.36,63.15,23.21,1513.0,new york
43,5.82,13.11,56.1,24.97,1479.0,new york
44,6.54,11.43,43.08,38.95,1707.0,new york
45,10.02,15.69,50.26,24.02,1452.0,new york
46,17.87,15.87,44.16,22.09,1350.0,new york
47,7.42,14.63,56.91,21.04,1438.0,new york
48,5.79,13.13,52.66,28.42,1534.0,new york
49,3.81,15.6,59.96,20.62,1449.0,new york
50,6.86,12.3,27.59,53.25,2124.0,new york
51,11.53,14.49,47.47,26.5,1498.0,new york
52,6.08,9.68,20.53,63.71,2538.0,new york
53,11.58,13.91,35.69,38.82,1614.0,new york
54,7.82,13.49,45.01,33.68,1656.0,new york
55,18.9,24.17,38.86,18.07,1164.0,new york
56,12.64,18.02,35.01,34.33,1498.0,new york
57,9.52,12.14,32.86,45.48,1833.0,new york
58,3.75,15.83,50.48,29.95,1536.0,new york
59,5.76,13.37,36.62,44.25,1834.0,new york
60,20.85,20.31,43.74,15.1,1185.0,new york
61,9.24,17.33,42.8,30.64,1512.0,new york
62,2.12,15.78,31.51,50.6,2023.0,new york
63,5.83,16.81,36.11,41.25,1714.0,new york
64,4.84,17.3,43.08,34.77,1611.0,new york
65,17.38,16.14,23.4,43.09,1606.0,new york
66,5.63,11.09,20.75,62.53,2501.0,new york
67,6.06,10.68,25.3,57.96,2350.0,new york
68,26.98,20.73,30.49,21.79,1055.0,new york
69,14.07,14.47,25.36,46.11,1788.0,new york
70,15.18,18.58,38.48,27.76,1331.0,new york
71,12.21,18.55,42.61,26.63,1384.0,new york
72,10.28,17.1,57.92,14.7,1346.0,new york
73,7.1,7.52,24.79,60.59,2344.0,new york
74,12.92,12.85,26.67,47.55,1919.0,new york
75,11.24,11.92,20.64,56.2,2279.0,new york
76,5.24,7.01,22.29,65.46,2376.0,new york
77,17.3,20.42,57.17,5.11,1177.0,new york
78,12.07,14.3,65.49,8.14,1307.0,new york
79,22.11,23.5,47.96,6.43,1057.0,new york
80,7.19,12.88,61.35,18.58,1419.0,new york
81,14.02,13.59,52.91,19.48,1395.0,new york
82,18.67,17.41,41.25,22.66,1279.0,new york
83,9.96,14.39,46.12,29.54,1528.0,new york
84,22.59,21.21,49.1,7.1,1093.0,new york
85,21.1,21.0,44.12,13.78,1143.0,new york
86,13.8,17.28,62.26,6.66,1249.0,new york
87,10.4,13.66,60.55,15.38,1349.0,new york
88,5.68,6.65,25.82,61.85,2527.0,new york
89,8.36,15.5,52.57,23.57,1470.0,new york
90,11.09,13.22,45.78,29.9,1524.0,new york
91,7.04,9.03,33.13,50.8,2033.0,new york
92,3.95,6.53,29.89,59.64,2399.0,new york
93,4.39,7.69,26.12,61.8,2527.0,new york
94,3.12,10.54,33.75,52.59,2102.0,new york
95,3.55,9.07,38.31,49.07,1974.0,new york
96,2.06,6.4,34.66,56.88,2231.0,new york
97,4.24,9.66,39.64,46.47,1881.0,new york
98,4.17,16.46,41.5,37.87,1670.0,new york
99,2.49,13.97,38.14,45.4,1861.0,new york
100,10.17,27.75,42.52,19.56,1221.0,new york
101,14.79,34.48,35.16,15.57,1016.0,new york
102,16.07,36.81,35.13,12.0,960.0,new york
103,8.38,28.42,41.96,21.24,1247.0,new york
104,6.1,21.53,49.69,22.68,1374.0,new york
105,4.28,19.59,37.72,38.4,1654.0,new york
106,8.75,26.13,42.16,22.97,1284.0,new york
107,10.31,32.25,40.6,16.84,1141.0,new york
108,13.63,37.58,43.66,5.13,988.0,new york
109,7.07,25.49,48.24,19.19,1255.0,new york
110,9.65,28.2,44.96,17.19,1201.0,new york
111,15.57,39.85,38.3,6.28,931.0,new york
112,10.55,25.67,42.03,21.75,1291.0,new york
113,10.65,29.75,42.59,17.0,1167.0,new york
114,19.15,34.67,36.54,9.65,939.0,new york
115,24.3,41.23,29.01,5.46,787.0,new york
116,23.58,40.86,29.76,5.8,809.0,new york
117,23.5,35.0,35.27,6.24,867.0,new york
118,25.43,42.33,26.61,5.63,768.0,new york
119,18.16,48.76,28.09,4.98,805.0,new york
120,16.37,40.68,34.71,8.24,907.0,new york
121,20.21,37.78,33.88,8.14,897.0,new york
122,25.51,41.37,28.45,4.68,772.0,new york
123,17.64,48.53,27.83,6.0,815.0,new york
124,21.01,42.74,31.25,4.99,834.0,new york
125,9.57,33.49,43.98,12.95,1111.0,new york
126,17.43,39.24,34.32,9.0,900.0,new york
127,10.06,33.19,43.1,13.66,1111.0,new york
128,16.08,39.65,36.55,7.72,933.0,new york
129,17.53,45.99,32.35,4.13,856.0,new york
130,18.86,38.62,35.64,6.88,896.0,new york
131,14.46,38.5,37.26,9.78,958.0,new york
132,23.63,39.9,29.89,6.58,802.0,new york
133,15.0,36.98,33.0,15.03,972.0,new york
134,9.22,34.92,46.39,9.47,1078.0,new york
135,7.72,28.91,44.58,18.79,1230.0,new york
136,11.01,39.65,41.47,7.88,994.0,new york
137,16.96,44.41,35.26,3.37,878.0,new york
138,11.46,40.96,42.16,5.42,974.0,new york
139,16.49,43.52,34.37,5.62,879.0,new york
140,16.79,45.36,35.09,2.75,853.0,new york
141,25.41,49.46,22.43,2.69,745.0,new york
142,17.87,42.99,30.8,8.35,879.0,new york
143,14.21,45.33,34.73,5.73,902.0,new york
144,15.36,38.08,33.2,13.36,942.0,new york
145,20.18,43.02,30.0,6.8,825.0,new york
146,10.81,28.71,44.45,16.03,1169.0,new york
147,17.36,40.56,32.43,9.65,871.0,new york
148,29.89,44.9,22.39,2.82,689.0,new york
149,15.15,42.19,34.86,7.8,911.0,new york
150,27.64,48.6,20.17,3.58,693.0,new york
1,29.38,39.63,25.54,5.45,737.0,north carolina
2,25.45,32.75,35.24,6.56,874.0,north carolina
3,17.32,35.35,40.41,6.92,971.0,north carolina
4,32.68,35.32,29.46,2.54,731.0,north carolina
5,22.55,38.17,33.85,5.43,854.0,north carolina
6,18.43,28.39,37.37,15.81,1079.0,north carolina
7,24.1,35.78,33.86,6.25,853.0,north carolina
8,15.48,47.54,33.1,3.89,840.0,north carolina
9,16.38,38.09,36.19,9.34,939.0,north carolina
10,28.89,36.11,31.27,3.73,801.0,north carolina
11,8.93,27.8,55.72,7.56,1148.0,north carolina
12,29.93,42.29,24.31,3.47,719.0,north carolina
13,26.51,31.53,32.39,9.57,870.0,north carolina
14,15.27,33.42,47.46,3.85,1015.0,north carolina
15,12.44,29.21,54.47,3.88,1085.0,north carolina
16,26.01,32.82,30.71,10.46,872.0,north carolina
17,22.39,32.5,32.84,12.28,922.0,north carolina
18,17.93,33.91,42.67,5.48,976.0,north carolina
19,10.62,25.75,45.12,18.51,1189.0,north carolina
20,10.91,24.31,49.07,15.71,1215.0,north carolina
21,30.23,41.22,27.04,1.5,738.0,north carolina
22,35.63,44.04,16.86,3.48,645.0,north carolina
23,29.78,46.62,21.33,2.27,692.0,north carolina
24,25.16,44.42,26.08,4.34,762.0,north carolina
25,21.85,42.55,31.06,4.54,823.0,north carolina
26,13.01,28.72,48.2,10.07,1133.0,north carolina
27,34.12,42.13,21.69,2.07,679.0,north carolina
28,24.67,36.66,35.04,3.64,867.0,north carolina
29,8.87,30.91,49.52,10.7,1120.0,north carolina
30,15.0,26.29,48.43,10.27,1135.0,north carolina
31,10.99,27.23,54.26,7.52,1137.0,north carolina
32,33.59,41.91,20.55,3.95,676.0,north carolina
33,10.64,28.21,55.01,6.14,1130.0,north carolina
34,5.23,24.53,52.72,17.53,1256.0,north carolina
35,6.99,19.68,48.03,25.29,1437.0,north carolina
36,10.28,19.94,43.37,26.4,1398.0,north carolina
37,9.9,16.13,46.86,27.11,1519.0,north carolina
38,10.09,29.06,54.34,6.51,1114.0,north carolina
39,13.0,23.94,55.19,7.87,1139.0,north carolina
40,7.87,18.42,44.32,29.38,1507.0,north carolina
41,7.67,12.73,43.98,35.62,1691.0,north carolina
42,9.9,34.27,53.66,2.17,1050.0,north carolina
43,13.23,48.31,36.48,1.97,908.0,north carolina
44,14.46,41.7,39.2,4.64,939.0,north carolina
45,18.35,33.07,39.34,9.24,979.0,north carolina
46,40.95,42.03,15.52,1.5,587.0,north carolina
47,44.12,39.14,14.37,2.38,549.0,north carolina
48,26.92,37.3,32.83,2.95,794.0,north carolina
49,4.76,17.51,57.55,20.18,1348.0,north carolina
50,21.65,30.5,33.14,14.71,961.0,north carolina
51,22.37,32.68,40.11,4.85,930.0,north carolina
52,22.09,27.64,37.52,12.74,1005.0,north carolina
53,23.74,34.65,36.17,5.44,885.0,north carolina
54,15.12,29.38,34.12,21.38,1122.0,north carolina
55,28.49,34.14,30.99,6.38,789.0,north carolina
56,5.31,23.51,45.96,25.22,1331.0,north carolina
57,12.06,43.27,37.16,7.51,944.0,north carolina
58,13.66,52.34,30.85,3.16,877.0,north carolina
59,22.75,29.27,38.18,9.8,972.0,north carolina
60,18.02,44.12,35.15,2.71,907.0,north carolina
61,17.17,43.29,31.09,8.45,869.0,north carolina
62,12.5,32.27,39.59,15.64,1090.0,north carolina
63,25.08,38.36,31.44,5.12,842.0,north carolina
64,23.73,40.1,30.13,6.05,827.0,north carolina
65,34.65,42.87,20.07,2.42,668.0,north carolina
66,37.59,41.18,17.56,3.66,636.0,north carolina
67,25.87,31.8,33.38,8.95,863.0,north carolina
68,9.38,15.77,37.19,37.66,1632.0,north carolina
69,13.52,23.48,50.46,12.54,1187.0,north carolina
70,29.34,43.19,23.82,3.65,730.0,north carolina
71,22.25,45.72,29.39,2.64,808.0,north carolina
72,20.35,52.05,22.47,5.12,789.0,north carolina
73,26.06,37.06,28.44,8.45,836.0,north carolina
74,22.59,28.32,38.79,10.29,986.0,north carolina
75,18.6,33.99,41.55,5.86,971.0,north carolina
76,28.88,38.28,27.49,5.34,776.0,north carolina
77,31.77,33.13,28.61,6.48,783.0,north carolina
78,35.3,36.54,24.98,3.19,693.0,north carolina
79,30.39,41.4,24.5,3.71,708.0,north carolina
80,30.78,37.06,27.73,4.43,761.0,north carolina
81,31.18,39.56,25.56,3.7,717.0,north carolina
82,14.51,23.41,44.99,17.09,1218.0,north carolina
83,19.25,36.78,38.27,5.7,933.0,north carolina
84,29.58,36.8,28.04,5.58,784.0,north carolina
85,42.2,36.79,17.59,3.43,599.0,north carolina
86,37.42,39.16,20.28,3.14,646.0,north carolina
87,37.27,39.88,20.33,2.52,621.0,north carolina
88,10.16,25.65,51.87,12.31,1202.0,north carolina
89,30.59,38.27,25.34,5.79,756.0,north carolina
90,42.03,36.75,18.12,3.1,581.0,north carolina
91,36.93,35.69,24.47,2.91,663.0,north carolina
92,7.1,18.33,65.3,9.27,1245.0,north carolina
93,33.4,31.61,28.93,6.06,757.0,north carolina
94,38.11,39.14,19.47,3.28,640.0,north carolina
95,13.96,24.54,42.42,19.08,1205.0,north carolina
96,24.94,44.77,24.37,5.92,781.0,north carolina
97,25.37,35.7,28.72,10.21,846.0,north carolina
98,7.24,17.19,48.67,26.9,1473.0,north carolina
99,9.11,26.89,60.37,3.63,1134.0,north carolina
100,10.82,33.78,50.28,5.12,1051.0,north carolina
101,12.76,26.06,52.82,8.36,1133.0,north carolina
102,11.01,33.62,45.67,9.69,1067.0,north carolina
103,9.14,17.42,49.56,23.88,1440.0,north carolina
104,4.66,14.93,44.65,35.76,1601.0,north carolina
105,3.91,13.05,52.46,30.57,1572.0,north carolina
106,8.06,24.73,60.51,6.7,1178.0,north carolina
107,9.23,24.3,61.65,4.82,1152.0,north carolina
108,20.66,40.53,34.66,4.16,883.0,north carolina
109,18.15,38.64,34.53,8.68,926.0,north carolina
110,30.59,38.36,27.76,3.29,741.0,north carolina
111,35.92,39.33,21.44,3.31,677.0,north carolina
112,40.49,40.3,16.42,2.79,579.0,north carolina
113,32.15,30.59,29.34,7.92,777.0,north carolina
114,18.24,29.21,43.11,9.43,1043.0,north carolina
115,27.13,29.53,34.61,8.73,890.0,north carolina
116,22.95,26.87,37.09,13.08,1004.0,north carolina
117,28.78,28.68,36.03,6.5,883.0,north carolina
118,38.06,31.9,25.37,4.67,668.0,north carolina
119,37.95,34.38,22.78,4.9,659.0,north carolina
120,41.21,35.91,18.45,4.43,610.0,north carolina
1,25.55,40.18,29.76,4.52,794.0,ohio
2,29.09,44.85,23.2,2.87,708.0,ohio
3,15.17,40.95,35.99,7.88,918.0,ohio
4,24.28,46.59,26.27,2.87,749.0,ohio
5,34.07,43.65,20.59,1.69,652.0,ohio
6,4.83,29.08,43.08,23.01,1347.0,ohio
7,6.5,37.88,41.88,13.75,1096.0,ohio
8,16.34,47.3,31.72,4.65,845.0,ohio
9,13.58,35.04,39.12,12.26,1022.0,ohio
10,23.94,44.8,26.89,4.37,766.0,ohio
11,34.91,43.51,20.2,1.38,664.0,ohio
12,16.43,47.14,31.27,5.15,879.0,ohio
13,13.67,52.72,29.2,4.41,833.0,ohio
14,18.66,45.98,33.51,1.84,831.0,ohio
15,17.43,46.72,34.32,1.53,834.0,ohio
16,6.13,35.72,42.23,15.91,1155.0,ohio
17,16.4,42.88,38.47,2.26,916.0,ohio
18,8.36,29.87,46.0,15.77,1174.0,ohio
19,2.83,23.19,56.37,17.61,1334.0,ohio
