district,percent owner-occupied housing units,state
96,71.1,ohio
97,68.1,ohio
98,71.7,ohio
99,72.7,ohio
1,71.3,oklahoma
2,69.4,oklahoma
3,71.7,oklahoma
4,61.9,oklahoma
5,75.9,oklahoma
6,79.0,oklahoma
7,71.1,oklahoma
8,74.5,oklahoma
9,71.9,oklahoma
10,74.0,oklahoma
11,70.3,oklahoma
12,75.3,oklahoma
13,68.0,oklahoma
14,67.8,oklahoma
15,78.6,oklahoma
16,72.0,oklahoma
17,70.5,oklahoma
18,72.0,oklahoma
19,74.3,oklahoma
20,82.5,oklahoma
21,63.0,oklahoma
22,67.6,oklahoma
23,58.7,oklahoma
24,74.1,oklahoma
25,64.2,oklahoma
26,60.4,oklahoma
27,83.9,oklahoma
28,73.8,oklahoma
29,80.3,oklahoma
30,71.3,oklahoma
31,82.1,oklahoma
32,78.1,oklahoma
33,65.6,oklahoma
34,31.6,oklahoma
35,77.1,oklahoma
36,80.6,oklahoma
37,67.1,oklahoma
38,73.8,oklahoma
39,72.8,oklahoma
40,62.5,oklahoma
41,76.2,oklahoma
42,72.4,oklahoma
43,72.4,oklahoma
44,38.3,oklahoma
45,61.4,oklahoma
46,59.8,oklahoma
47,82.1,oklahoma
48,65.8,oklahoma
49,78.5,oklahoma
50,68.0,oklahoma
51,79.9,oklahoma
52,61.8,oklahoma
53,73.4,oklahoma
54,62.2,oklahoma
55,66.9,oklahoma
56,68.4,oklahoma
57,61.7,oklahoma
58,70.2,oklahoma
59,79.0,oklahoma
60,71.1,oklahoma
61,70.2,oklahoma
62,53.4,oklahoma
63,70.0,oklahoma
64,44.2,oklahoma
65,68.7,oklahoma
66,61.6,oklahoma
67,73.2,oklahoma
68,63.3,oklahoma
69,67.4,oklahoma
70,61.2,oklahoma
71,39.8,oklahoma
72,44.3,oklahoma
73,48.4,oklahoma
74,76.9,oklahoma
75,52.3,oklahoma
76,74.9,oklahoma
77,55.0,oklahoma
78,59.1,oklahoma
79,39.2,oklahoma
80,80.3,oklahoma
81,56.5,oklahoma
82,70.5,oklahoma
83,63.0,oklahoma
84,50.6,oklahoma
85,66.5,oklahoma
86,73.2,oklahoma
87,55.4,oklahoma
88,49.5,oklahoma
89,43.2,oklahoma
90,51.4,oklahoma
91,73.2,oklahoma
92,46.0,oklahoma
93,52.6,oklahoma
94,54.6,oklahoma
95,55.0,oklahoma
96,84.1,oklahoma
97,61.0,oklahoma
98,72.6,oklahoma
99,32.9,oklahoma
100,59.0,oklahoma
101,81.0,oklahoma
1,70.8,oregon
2,64.5,oregon
3,62.4,oregon
4,72.1,oregon
5,64.3,oregon
6,50.6,oregon
7,71.3,oregon
8,60.4,oregon
9,64.9,oregon
10,65.5,oregon
11,67.3,oregon
12,52.0,oregon
13,47.6,oregon
14,61.1,oregon
15,64.0,oregon
16,48.0,oregon
17,66.4,oregon
18,75.5,oregon
19,63.0,oregon
20,59.7,oregon
21,51.5,oregon
22,46.3,oregon
23,75.0,oregon
24,69.3,oregon
25,64.6,oregon
26,66.8,oregon
27,55.2,oregon
28,63.6,oregon
29,60.7,oregon
30,51.7,oregon
31,72.9,oregon
32,64.4,oregon
33,63.2,oregon
34,47.8,oregon
35,61.3,oregon
36,37.5,oregon
37,67.6,oregon
38,66.2,oregon
39,80.7,oregon
40,66.6,oregon
41,62.6,oregon
42,40.9,oregon
43,53.4,oregon
44,60.7,oregon
45,63.1,oregon
46,57.2,oregon
47,50.8,oregon
48,55.9,oregon
49,51.1,oregon
50,57.4,oregon
51,65.3,oregon
52,72.0,oregon
53,68.0,oregon
54,56.3,oregon
55,73.8,oregon
56,61.6,oregon
57,64.8,oregon
58,63.9,oregon
59,71.2,oregon
60,65.0,oregon
1,52.7,pennsylvania
2,57.2,pennsylvania
3,69.6,pennsylvania
4,76.7,pennsylvania
5,85.6,pennsylvania
6,74.9,pennsylvania
7,68.5,pennsylvania
8,79.5,pennsylvania
9,72.5,pennsylvania
10,66.3,pennsylvania
11,70.8,pennsylvania
12,83.5,pennsylvania
13,80.1,pennsylvania
14,76.8,pennsylvania
15,80.8,pennsylvania
16,71.1,pennsylvania
17,79.9,pennsylvania
18,58.3,pennsylvania
19,37.6,pennsylvania
20,55.2,pennsylvania
21,57.9,pennsylvania
22,40.0,pennsylvania
23,42.2,pennsylvania
24,38.3,pennsylvania
25,63.9,pennsylvania
26,75.5,pennsylvania
27,59.6,pennsylvania
28,82.7,pennsylvania
29,80.6,pennsylvania
30,87.8,pennsylvania
31,83.5,pennsylvania
32,75.2,pennsylvania
33,63.9,pennsylvania
34,60.3,pennsylvania
35,59.3,pennsylvania
36,61.8,pennsylvania
37,79.3,pennsylvania
38,74.0,pennsylvania
39,82.4,pennsylvania
40,85.4,pennsylvania
41,74.2,pennsylvania
42,66.4,pennsylvania
43,66.0,pennsylvania
44,74.5,pennsylvania
45,66.3,pennsylvania
46,77.2,pennsylvania
47,78.4,pennsylvania
48,66.8,pennsylvania
49,72.2,pennsylvania
50,73.0,pennsylvania
51,71.7,pennsylvania
52,74.8,pennsylvania
53,64.8,pennsylvania
54,85.4,pennsylvania
55,74.5,pennsylvania
56,84.2,pennsylvania
57,70.6,pennsylvania
58,76.9,pennsylvania
59,83.3,pennsylvania
60,77.5,pennsylvania
61,71.9,pennsylvania
62,66.6,pennsylvania
63,72.9,pennsylvania
64,76.3,pennsylvania
65,75.5,pennsylvania
66,77.0,pennsylvania
67,74.6,pennsylvania
68,74.4,pennsylvania
69,78.6,pennsylvania
70,58.9,pennsylvania
71,66.5,pennsylvania
72,80.6,pennsylvania
73,77.7,pennsylvania
74,64.2,pennsylvania
75,78.9,pennsylvania
76,75.9,pennsylvania
77,31.3,pennsylvania
78,78.5,pennsylvania
79,68.3,pennsylvania
80,73.0,pennsylvania
81,77.4,pennsylvania
82,72.1,pennsylvania
83,61.1,pennsylvania
84,80.7,pennsylvania
85,69.6,pennsylvania
86,73.2,pennsylvania
87,75.1,pennsylvania
88,65.2,pennsylvania
89,66.3,pennsylvania
90,72.9,pennsylvania
91,76.5,pennsylvania
92,82.4,pennsylvania
93,77.2,pennsylvania
94,76.4,pennsylvania
95,51.6,pennsylvania
96,42.7,pennsylvania
97,70.8,pennsylvania
98,68.9,pennsylvania
99,66.8,pennsylvania
100,75.1,pennsylvania
101,60.9,pennsylvania
102,78.3,pennsylvania
103,41.7,pennsylvania
104,72.7,pennsylvania
105,70.3,pennsylvania
106,64.4,pennsylvania
107,73.2,pennsylvania
108,71.4,pennsylvania
109,68.4,pennsylvania
110,76.5,pennsylvania
111,76.0,pennsylvania
112,59.3,pennsylvania
113,58.2,pennsylvania
114,72.3,pennsylvania
115,69.2,pennsylvania
116,71.7,pennsylvania
117,81.0,pennsylvania
118,76.5,pennsylvania
119,70.1,pennsylvania
120,65.2,pennsylvania
121,54.9,pennsylvania
122,78.3,pennsylvania
123,71.2,pennsylvania
124,74.6,pennsylvania
125,77.3,pennsylvania
126,64.6,pennsylvania
127,40.9,pennsylvania
128,75.9,pennsylvania
129,78.4,pennsylvania
130,82.5,pennsylvania
131,79.6,pennsylvania
132,53.2,pennsylvania
133,60.4,pennsylvania
134,81.6,pennsylvania
135,55.0,pennsylvania
136,61.1,pennsylvania
137,79.0,pennsylvania
138,81.8,pennsylvania
139,82.9,pennsylvania
140,68.3,pennsylvania
141,67.4,pennsylvania
142,83.5,pennsylvania
143,79.5,pennsylvania
144,78.7,pennsylvania
145,78.1,pennsylvania
146,73.9,pennsylvania
147,82.2,pennsylvania
148,69.2,pennsylvania
149,67.5,pennsylvania
150,77.9,pennsylvania
151,81.3,pennsylvania
152,74.3,pennsylvania
153,80.4,pennsylvania
154,69.2,pennsylvania
155,81.8,pennsylvania
156,67.8,pennsylvania
157,75.0,pennsylvania
158,78.4,pennsylvania
159,45.8,pennsylvania
160,74.5,pennsylvania
161,83.8,pennsylvania
162,71.4,pennsylvania
163,67.8,pennsylvania
164,52.5,pennsylvania
165,82.1,pennsylvania
166,72.9,pennsylvania
167,78.6,pennsylvania
168,74.4,pennsylvania
169,74.6,pennsylvania
170,65.4,pennsylvania
171,75.9,pennsylvania
172,65.0,pennsylvania
173,65.7,pennsylvania
174,52.0,pennsylvania
175,46.0,pennsylvania
176,82.4,pennsylvania
177,69.4,pennsylvania
178,87.5,pennsylvania
179,48.6,pennsylvania
180,48.8,pennsylvania
181,35.6,pennsylvania
182,33.1,pennsylvania
183,79.3,pennsylvania
184,64.7,pennsylvania
185,63.9,pennsylvania
186,49.7,pennsylvania
187,80.0,pennsylvania
188,34.1,pennsylvania
189,82.7,pennsylvania
190,35.4,pennsylvania
191,52.2,pennsylvania
192,60.1,pennsylvania
193,80.7,pennsylvania
194,58.7,pennsylvania
195,40.9,pennsylvania
196,81.6,pennsylvania
197,47.1,pennsylvania
198,46.5,pennsylvania
199,69.2,pennsylvania
200,65.0,pennsylvania
201,47.7,pennsylvania
202,54.8,pennsylvania
203,65.3,pennsylvania
1,41.0,rhode island
2,20.7,rhode island
3,24.3,rhode island
4,48.7,rhode island
5,43.8,rhode island
6,48.6,rhode island
7,48.9,rhode island
8,19.4,rhode island
9,18.9,rhode island
10,31.0,rhode island
11,30.0,rhode island
12,36.0,rhode island
13,50.3,rhode island
14,45.8,rhode island
15,88.0,rhode island
16,66.3,rhode island
17,62.9,rhode island
18,59.7,rhode island
19,78.5,rhode island
20,69.9,rhode island
21,70.7,rhode island
22,75.3,rhode island
23,81.8,rhode island
24,55.9,rhode island
25,47.1,rhode island
26,53.6,rhode island
27,70.0,rhode island
28,82.3,rhode island
29,77.0,rhode island
30,79.9,rhode island
31,72.2,rhode island
32,76.5,rhode island
33,68.1,rhode island
34,61.9,rhode island
35,80.6,rhode island
36,84.0,rhode island
37,59.3,rhode island
38,74.1,rhode island
39,82.2,rhode island
40,87.8,rhode island
41,90.5,rhode island
42,63.1,rhode island
43,66.1,rhode island
44,84.1,rhode island
45,61.5,rhode island
46,67.0,rhode island
47,72.6,rhode island
48,77.9,rhode island
49,24.2,rhode island
50,44.3,rhode island
51,47.8,rhode island
52,86.3,rhode island
53,83.9,rhode island
54,51.5,rhode island
55,66.2,rhode island
56,20.4,rhode island
57,50.0,rhode island
58,41.8,rhode island
59,28.8,rhode island
60,31.3,rhode island
61,61.8,rhode island
62,54.9,rhode island
63,61.3,rhode island
64,49.0,rhode island
65,55.2,rhode island
66,85.7,rhode island
67,67.5,rhode island
68,67.0,rhode island
69,64.5,rhode island
70,74.6,rhode island
71,76.8,rhode island
72,73.5,rhode island
73,42.3,rhode island
74,55.8,rhode island
75,41.6,rhode island
1,76.3,south carolina
2,69.8,south carolina
3,52.1,south carolina
4,80.6,south carolina
5,69.5,south carolina
6,63.5,south carolina
7,71.2,south carolina
8,76.8,south carolina
9,63.4,south carolina
10,78.1,south carolina
11,75.7,south carolina
12,53.8,south carolina
13,71.9,south carolina
14,75.7,south carolina
15,47.9,south carolina
16,69.7,south carolina
17,78.7,south carolina
18,70.5,south carolina
19,54.6,south carolina
20,72.3,south carolina
21,79.4,south carolina
22,54.0,south carolina
23,30.3,south carolina
24,63.2,south carolina
25,52.5,south carolina
26,74.1,south carolina
27,74.2,south carolina
28,86.5,south carolina
29,76.3,south carolina
30,67.1,south carolina
31,39.7,south carolina
32,63.7,south carolina
33,76.5,south carolina
34,69.4,south carolina
35,81.8,south carolina
36,68.0,south carolina
37,71.0,south carolina
38,82.6,south carolina
39,76.0,south carolina
40,72.8,south carolina
41,72.3,south carolina
42,70.9,south carolina
43,78.1,south carolina
44,69.1,south carolina
45,85.3,south carolina
46,65.1,south carolina
47,80.7,south carolina
48,67.1,south carolina
49,57.9,south carolina
50,76.4,south carolina
51,52.5,south carolina
52,78.4,south carolina
53,70.3,south carolina
54,69.9,south carolina
55,66.0,south carolina
56,64.1,south carolina
57,69.5,south carolina
58,68.5,south carolina
59,59.4,south carolina
60,79.6,south carolina
61,71.0,south carolina
62,62.9,south carolina
63,60.2,south carolina
64,73.4,south carolina
65,77.6,south carolina
66,68.7,south carolina
67,71.3,south carolina
68,68.6,south carolina
69,70.8,south carolina
70,64.1,south carolina
71,86.3,south carolina
72,28.5,south carolina
73,50.7,south carolina
74,45.3,south carolina
75,63.3,south carolina
76,47.8,south carolina
77,68.8,south carolina
78,56.4,south carolina
79,79.3,south carolina
80,77.1,south carolina
81,73.3,south carolina
82,65.8,south carolina
83,70.4,south carolina
84,75.8,south carolina
85,83.0,south carolina
86,80.6,south carolina
87,83.1,south carolina
88,71.9,south carolina
89,54.7,south carolina
90,76.8,south carolina
91,70.1,south carolina
92,75.2,south carolina
93,74.8,south carolina
94,69.7,south carolina
95,63.4,south carolina
96,79.2,south carolina
97,81.2,south carolina
98,64.5,south carolina
99,70.9,south carolina
100,77.5,south carolina
101,75.5,south carolina
102,76.9,south carolina
103,74.7,south carolina
104,73.5,south carolina
105,73.0,south carolina
106,78.4,south carolina
107,56.8,south carolina
108,79.1,south carolina
109,50.2,south carolina
110,54.0,south carolina
111,43.1,south carolina
112,72.1,south carolina
113,42.3,south carolina
114,72.3,south carolina
115,71.3,south carolina
116,78.1,south carolina
117,58.5,south carolina
118,78.2,south carolina
119,54.6,south carolina
120,60.8,south carolina
121,68.1,south carolina
122,74.4,south carolina
123,75.2,south carolina
124,65.8,south carolina
1,71.7,tennessee
2,69.9,tennessee
3,79.4,tennessee
4,69.9,tennessee
5,70.8,tennessee
6,67.1,tennessee
7,64.1,tennessee
8,76.3,tennessee
9,74.8,tennessee
10,66.2,tennessee
11,70.0,tennessee
12,66.4,tennessee
13,50.0,tennessee
14,84.8,tennessee
15,38.0,tennessee
16,74.0,tennessee
17,73.5,tennessee
18,56.5,tennessee
19,81.0,tennessee
20,73.1,tennessee
21,75.0,tennessee
22,79.1,tennessee
23,75.5,tennessee
24,56.2,tennessee
25,78.3,tennessee
26,76.7,tennessee
27,67.0,tennessee
28,45.2,tennessee
29,71.9,tennessee
30,61.6,tennessee
31,72.0,tennessee
32,75.4,tennessee
33,65.6,tennessee
34,66.4,tennessee
35,74.5,tennessee
36,71.6,tennessee
37,63.3,tennessee
38,74.1,tennessee
39,74.7,tennessee
40,75.8,tennessee
41,78.2,tennessee
42,61.4,tennessee
43,73.2,tennessee
44,67.3,tennessee
45,75.8,tennessee
46,67.9,tennessee
47,68.8,tennessee
48,61.9,tennessee
49,69.9,tennessee
50,66.3,tennessee
51,51.8,tennessee
52,42.3,tennessee
53,53.5,tennessee
54,58.0,tennessee
55,48.2,tennessee
56,77.3,tennessee
57,83.5,tennessee
58,31.7,tennessee
59,47.8,tennessee
60,60.2,tennessee
61,76.2,tennessee
62,66.5,tennessee
63,87.3,tennessee
64,71.9,tennessee
65,78.1,tennessee
66,75.2,tennessee
67,53.7,tennessee
68,69.0,tennessee
69,67.1,tennessee
70,71.8,tennessee
71,79.4,tennessee
72,74.0,tennessee
73,74.4,tennessee
74,61.3,tennessee
75,74.8,tennessee
76,66.9,tennessee
77,65.7,tennessee
78,77.7,tennessee
79,71.8,tennessee
80,53.7,tennessee
81,70.4,tennessee
82,62.1,tennessee
83,61.3,tennessee
84,54.9,tennessee
85,51.6,tennessee
86,46.7,tennessee
87,51.3,tennessee
88,54.8,tennessee
89,69.3,tennessee
90,39.8,tennessee
91,50.2,tennessee
92,73.3,tennessee
93,42.6,tennessee
94,77.0,tennessee
95,85.5,tennessee
96,63.6,tennessee
97,62.4,tennessee
98,45.0,tennessee
99,82.4,tennessee
1,66.3,texas
2,72.2,texas
3,75.6,texas
4,75.8,texas
5,75.9,texas
6,61.3,texas
7,63.8,texas
8,71.3,texas
9,75.4,texas
10,72.3,texas
11,66.9,texas
12,64.7,texas
13,77.2,texas
14,39.1,texas
15,69.7,texas
16,69.6,texas
17,73.5,texas
18,69.0,texas
19,78.5,texas
20,75.9,texas
21,74.4,texas
22,55.4,texas
23,60.2,texas
24,75.0,texas
25,68.1,texas
26,78.5,texas
27,73.3,texas
28,84.3,texas
29,73.7,texas
30,69.5,texas
31,73.7,texas
32,53.0,texas
33,74.0,texas
34,62.5,texas
35,73.4,texas
36,63.8,texas
37,61.4,texas
38,71.5,texas
39,72.2,texas
40,66.5,texas
41,64.1,texas
42,58.5,texas
43,65.0,texas
44,77.3,texas
45,63.7,texas
46,47.7,texas
47,78.6,texas
48,55.2,texas
49,35.7,texas
50,54.3,texas
51,40.3,texas
52,66.7,texas
53,75.6,texas
54,58.5,texas
55,53.7,texas
56,60.4,texas
57,69.9,texas
58,74.1,texas
59,63.8,texas
60,74.0,texas
61,77.1,texas
62,69.1,texas
63,77.9,texas
64,57.1,texas
65,46.8,texas
66,50.2,texas
67,64.0,texas
68,70.8,texas
69,64.2,texas
70,70.5,texas
71,60.6,texas
72,63.6,texas
73,74.8,texas
74,67.0,texas
75,77.2,texas
76,55.6,texas
77,42.0,texas
78,68.6,texas
79,65.4,texas
80,72.8,texas
81,67.6,texas
82,67.5,texas
83,72.0,texas
84,46.3,texas
85,71.6,texas
86,68.0,texas
87,62.1,texas
88,69.5,texas
89,81.6,texas
90,55.0,texas
91,64.6,texas
92,46.9,texas
93,58.1,texas
94,62.9,texas
95,50.0,texas
96,73.9,texas
97,53.6,texas
98,77.7,texas
99,64.1,texas
100,45.6,texas
101,59.0,texas
102,43.6,texas
103,33.7,texas
104,53.1,texas
105,50.1,texas
106,76.4,texas
107,56.5,texas
108,38.0,texas
109,64.3,texas
110,55.4,texas
111,56.1,texas
112,62.9,texas
113,69.6,texas
114,45.2,texas
115,46.1,texas
116,36.8,texas
117,71.4,texas
118,66.3,texas
119,60.3,texas
120,56.1,texas
121,61.5,texas
122,69.1,texas
123,43.4,texas
124,62.5,texas
125,61.0,texas
126,60.5,texas
127,77.8,texas
128,70.5,texas
129,61.6,texas
130,77.8,texas
131,50.3,texas
132,70.9,texas
133,50.5,texas
134,53.6,texas
135,64.5,texas
136,64.4,texas
137,16.2,texas
138,59.3,texas
139,56.0,texas
140,57.7,texas
141,36.1,texas
142,56.2,texas
143,54.1,texas
144,52.2,texas
145,44.8,texas
146,34.7,texas
147,41.4,texas
148,45.3,texas
149,51.3,texas
150,73.8,texas
1,76.0,utah
2,85.3,utah
3,66.9,utah
4,43.7,utah
5,82.1,utah
6,77.0,utah
7,79.1,utah
8,72.2,utah
9,55.5,utah
10,60.8,utah
11,71.6,utah
12,87.8,utah
13,84.2,utah
14,69.5,utah
15,91.1,utah
16,59.0,utah
17,80.8,utah
18,84.5,utah
19,72.3,utah
20,76.0,utah
21,79.0,utah
22,79.3,utah
23,54.5,utah
24,35.4,utah
25,45.4,utah
26,38.6,utah
27,87.0,utah
28,70.1,utah
29,82.6,utah
30,78.3,utah
31,69.9,utah
32,83.1,utah
33,58.9,utah
34,58.7,utah
35,34.7,utah
36,80.2,utah
37,68.9,utah
38,84.0,utah
39,81.4,utah
40,57.6,utah
41,90.7,utah
42,79.9,utah
43,74.9,utah
44,56.6,utah
45,65.5,utah
46,75.8,utah
47,67.3,utah
48,71.0,utah
49,84.2,utah
50,76.9,utah
51,79.1,utah
52,77.0,utah
53,79.5,utah
54,69.0,utah
55,75.9,utah
56,77.3,utah
57,67.6,utah
58,75.5,utah
59,64.3,utah
60,59.2,utah
61,54.8,utah
62,71.4,utah
63,14.4,utah
64,42.8,utah
65,77.9,utah
66,78.3,utah
67,82.2,utah
68,76.0,utah
69,71.9,utah
70,76.1,utah
71,75.5,utah
72,60.1,utah
73,78.9,utah
74,78.0,utah
75,60.2,utah
addison-2,79.9,vermont
addison-5,78.6,vermont
addison-rutland,83.0,vermont
bennington-1,80.7,vermont
bennington-3,84.2,vermont
bennington-rutland,83.7,vermont
chittenden-1,79.7,vermont
chittenden-4-1,90.8,vermont
chittenden-4-2,79.6,vermont
chittenden-5-1,63.1,vermont
chittenden-5-2,81.1,vermont
chittenden-6-2,53.3,vermont
chittenden-6-6,21.7,vermont
chittenden-7-1,56.4,vermont
chittenden-7-2,80.5,vermont
chittenden-7-3,53.6,vermont
chittenden-7-4,65.9,vermont
chittenden-8-3,92.3,vermont
caledonia-1,87.8,vermont
caledonia-2,73.8,vermont
caledonia-washington,86.9,vermont
essex-caledonia,82.9,vermont
essex-caledonia-orleans,79.0,vermont
franklin-1,85.6,vermont
franklin-2,73.8,vermont
franklin-6,88.0,vermont
franklin-7,64.5,vermont
franklin-3-2,82.6,vermont
lamoille-1,66.1,vermont
lamoille-3,69.1,vermont
orange-caledonia,82.6,vermont
orleans-lamoille,81.3,vermont
orange-2,70.2,vermont
rutland-1,73.6,vermont
rutland-4,73.2,vermont
rutland-bennington,83.5,vermont
rutland-windsor-1,77.8,vermont
rutland-5-1,68.5,vermont
rutland-5-2,45.6,vermont
rutland-5-3,35.0,vermont
rutland-5-4,56.9,vermont
rutland-windsor-2,77.3,vermont
windham-1,78.8,vermont
windham-5,83.4,vermont
windham-6,79.4,vermont
windham-2-1,59.1,vermont
windham-2-2,46.1,vermont
windham-2-3,37.7,vermont
washington-5,84.3,vermont
washington-6,79.9,vermont
windham-bennington-windsor,78.2,vermont
windham-bennington,78.2,vermont
windsor-2,87.1,vermont
windsor-5,77.2,vermont
windsor-rutland,75.4,vermont
windsor-3-1,75.6,vermont
windsor-4-1,76.7,vermont
windsor-orange-1,61.2,vermont
2,74.0,west virginia
5,79.2,west virginia
6,80.5,west virginia
7,79.8,west virginia
8,78.2,west virginia
9,80.9,west virginia
11,80.4,west virginia
12,79.6,west virginia
14,76.9,west virginia
15,81.6,west virginia
18,71.2,west virginia
20,72.3,west virginia
21,78.0,west virginia
23,76.0,west virginia
25,83.2,west virginia
26,76.9,west virginia
29,75.5,west virginia
30,61.4,west virginia
31,76.9,west virginia
33,81.9,west virginia
34,73.3,west virginia
37,32.1,west virginia
38,74.8,west virginia
39,82.4,west virginia
40,77.1,west virginia
41,81.4,west virginia
44,75.1,west virginia
45,74.8,west virginia
46,72.1,west virginia
47,72.3,west virginia
49,80.9,west virginia
52,78.4,west virginia
53,83.6,west virginia
54,76.2,west virginia
55,74.1,west virginia
56,60.3,west virginia
57,61.7,west virginia
58,63.5,west virginia
59,84.6,west virginia
60,84.3,west virginia
61,48.2,west virginia
62,72.1,west virginia
63,76.4,west virginia
64,79.7,west virginia
65,66.1,west virginia
66,81.1,west virginia
67,76.4,west virginia
1,81.1,wisconsin
2,71.6,wisconsin
3,79.5,wisconsin
4,70.6,wisconsin
5,78.2,wisconsin
6,76.3,wisconsin
7,56.9,wisconsin
8,29.5,wisconsin
9,43.1,wisconsin
10,38.1,wisconsin
11,43.1,wisconsin
12,43.9,wisconsin
13,66.3,wisconsin
14,79.2,wisconsin
15,56.5,wisconsin
16,27.9,wisconsin
17,50.3,wisconsin
18,30.5,wisconsin
19,29.5,wisconsin
20,61.1,wisconsin
21,61.3,wisconsin
22,79.0,wisconsin
23,78.0,wisconsin
24,77.2,wisconsin
25,73.1,wisconsin
26,65.7,wisconsin
27,74.5,wisconsin
28,77.8,wisconsin
29,67.4,wisconsin
30,71.0,wisconsin
31,73.0,wisconsin
32,71.6,wisconsin
33,75.8,wisconsin
34,81.1,wisconsin
35,77.8,wisconsin
36,81.3,wisconsin
37,71.5,wisconsin
38,77.4,wisconsin
39,70.9,wisconsin
40,75.8,wisconsin
41,72.3,wisconsin
42,79.8,wisconsin
43,68.9,wisconsin
44,63.8,wisconsin
45,67.2,wisconsin
46,65.5,wisconsin
47,57.1,wisconsin
48,61.7,wisconsin
49,72.0,wisconsin
50,73.5,wisconsin
51,72.5,wisconsin
52,65.7,wisconsin
53,77.8,wisconsin
54,53.3,wisconsin
55,66.8,wisconsin
56,73.1,wisconsin
57,61.2,wisconsin
58,72.7,wisconsin
59,80.4,wisconsin
60,77.4,wisconsin
61,80.5,wisconsin
62,78.6,wisconsin
63,74.3,wisconsin
64,60.8,wisconsin
65,53.8,wisconsin
66,50.6,wisconsin
67,74.2,wisconsin
68,75.8,wisconsin
69,72.7,wisconsin
70,73.2,wisconsin
71,64.1,wisconsin
72,78.7,wisconsin
73,70.7,wisconsin
74,76.4,wisconsin
75,74.5,wisconsin
76,24.4,wisconsin
77,48.7,wisconsin
78,56.5,wisconsin
79,72.4,wisconsin
80,78.7,wisconsin
81,68.4,wisconsin
82,71.6,wisconsin
83,82.7,wisconsin
84,65.1,wisconsin
85,65.0,wisconsin
86,77.5,wisconsin
87,75.9,wisconsin
88,66.8,wisconsin
89,73.1,wisconsin
90,47.4,wisconsin
91,53.4,wisconsin
92,72.5,wisconsin
93,79.0,wisconsin
94,77.8,wisconsin
95,51.4,wisconsin
96,78.8,wisconsin
97,64.4,wisconsin
98,65.1,wisconsin
99,81.0,wisconsin
1,78.6,wyoming
2,76.0,wyoming
3,78.0,wyoming
4,76.7,wyoming
5,74.8,wyoming
6,70.7,wyoming
7,90.2,wyoming
8,66.9,wyoming
9,61.8,wyoming
10,82.2,wyoming
11,53.6,wyoming
12,72.3,wyoming
13,34.9,wyoming
14,44.6,wyoming
15,67.7,wyoming
16,37.1,wyoming
17,74.7,wyoming
18,77.3,wyoming
19,74.5,wyoming
20,70.9,wyoming
21,79.8,wyoming
22,81.2,wyoming
23,73.4,wyoming
24,68.5,wyoming
25,72.7,wyoming
26,73.2,wyoming
27,73.9,wyoming
28,73.3,wyoming
29,60.5,wyoming
30,69.1,wyoming
31,70.9,wyoming
32,69.6,wyoming
33,67.5,wyoming
34,79.0,wyoming
35,68.7,wyoming
36,61.4,wyoming
37,83.2,wyoming
38,76.1,wyoming
39,68.6,wyoming
40,72.2,wyoming
41,63.5,wyoming
42,77.2,wyoming
43,72.2,wyoming
44,49.3,wyoming
45,51.4,wyoming
46,61.4,wyoming
47,73.9,wyoming
48,69.0,wyoming
49,63.6,wyoming
50,75.6,wyoming
51,75.9,wyoming
52,81.4,wyoming
53,52.1,wyoming
54,70.7,wyoming
55,65.5,wyoming
56,55.5,wyoming
57,57.6,wyoming
58,71.5,wyoming
59,55.6,wyoming
60,75.1,wyoming
