district,"management, business, science, and arts occupations",service occupations,sales and office occupations,blue collar occupations,state
27th middlesex,0.6818,0.1183,0.1346,0.0654,massachusetts
28th middlesex,0.2242,0.3023,0.2362,0.2373,massachusetts
29th middlesex,0.6573,0.1111,0.1664,0.0652,massachusetts
30th middlesex,0.4656,0.1612,0.217,0.1562,massachusetts
31st middlesex,0.5892,0.1016,0.2059,0.1033,massachusetts
32nd middlesex,0.5335,0.1235,0.2226,0.1204,massachusetts
33rd middlesex,0.3886,0.2279,0.2261,0.1574,massachusetts
34th middlesex,0.5368,0.1652,0.1963,0.1017,massachusetts
35th middlesex,0.4387,0.1944,0.236,0.1309,massachusetts
36th middlesex,0.4354,0.1607,0.2057,0.1982,massachusetts
37th middlesex,0.6006,0.1109,0.181,0.1075,massachusetts
18th worcester,0.3427,0.1668,0.2749,0.2156,massachusetts
5th barnstable,0.3942,0.2089,0.2288,0.1681,massachusetts
1st norfolk,0.43,0.211,0.2341,0.1249,massachusetts
2nd norfolk,0.4322,0.2162,0.2351,0.1165,massachusetts
3rd norfolk,0.4144,0.1622,0.2417,0.1817,massachusetts
4th norfolk,0.4303,0.1652,0.241,0.1635,massachusetts
5th norfolk,0.4397,0.1717,0.2263,0.1622,massachusetts
6th norfolk,0.4728,0.1636,0.2155,0.148,massachusetts
7th norfolk,0.4872,0.1775,0.1957,0.1396,massachusetts
8th norfolk,0.5523,0.1021,0.2319,0.1137,massachusetts
9th norfolk,0.5273,0.1134,0.2225,0.1368,massachusetts
10th norfolk,0.511,0.13,0.2362,0.1228,massachusetts
11th norfolk,0.5427,0.1235,0.2235,0.1103,massachusetts
12th norfolk,0.4838,0.1382,0.2463,0.1317,massachusetts
13th norfolk,0.6644,0.0887,0.1961,0.0508,massachusetts
14th norfolk,0.6804,0.0802,0.2086,0.0308,massachusetts
15th norfolk,0.7598,0.0636,0.1445,0.0321,massachusetts
1st plymouth,0.357,0.242,0.2507,0.1503,massachusetts
2nd plymouth,0.3118,0.2224,0.2601,0.2058,massachusetts
3rd plymouth,0.5372,0.1091,0.2564,0.0973,massachusetts
4th plymouth,0.4666,0.1735,0.2382,0.1216,massachusetts
5th plymouth,0.4544,0.1405,0.2415,0.1636,massachusetts
6th plymouth,0.4108,0.1418,0.2579,0.1894,massachusetts
7th plymouth,0.3749,0.1857,0.257,0.1823,massachusetts
8th plymouth,0.4186,0.1497,0.2731,0.1585,massachusetts
9th plymouth,0.2404,0.2955,0.2393,0.2248,massachusetts
10th plymouth,0.2778,0.2249,0.2627,0.2346,massachusetts
11th plymouth,0.3814,0.2048,0.2515,0.1623,massachusetts
12th plymouth,0.3931,0.1923,0.2354,0.1793,massachusetts
1st suffolk,0.206,0.4401,0.1555,0.1984,massachusetts
2nd suffolk,0.3582,0.2261,0.2051,0.2106,massachusetts
3rd suffolk,0.6748,0.1135,0.1713,0.0404,massachusetts
4th suffolk,0.5941,0.1221,0.2162,0.0676,massachusetts
5th suffolk,0.2326,0.3123,0.2478,0.2072,massachusetts
6th suffolk,0.2715,0.2841,0.278,0.1664,massachusetts
7th suffolk,0.4203,0.2302,0.2683,0.0812,massachusetts
8th suffolk,0.7501,0.0654,0.1634,0.0211,massachusetts
9th suffolk,0.5721,0.1863,0.195,0.0466,massachusetts
10th suffolk,0.6161,0.1186,0.1757,0.0895,massachusetts
11th suffolk,0.4758,0.2121,0.209,0.1032,massachusetts
12th suffolk,0.3653,0.2696,0.227,0.1381,massachusetts
13th suffolk,0.3966,0.2471,0.1873,0.169,massachusetts
14th suffolk,0.3818,0.2419,0.2508,0.1255,massachusetts
15th suffolk,0.5924,0.1608,0.1785,0.0683,massachusetts
16th suffolk,0.2788,0.2551,0.2396,0.2265,massachusetts
17th suffolk,0.5953,0.1527,0.1888,0.0632,massachusetts
18th suffolk,0.5829,0.1574,0.2075,0.0522,massachusetts
19th suffolk,0.2996,0.2731,0.2318,0.1956,massachusetts
1st worcester,0.5193,0.137,0.204,0.1397,massachusetts
2nd worcester,0.3379,0.2175,0.2102,0.2344,massachusetts
3rd worcester,0.2871,0.2228,0.2391,0.251,massachusetts
4th worcester,0.3683,0.1858,0.2199,0.226,massachusetts
5th worcester,0.3543,0.1812,0.2186,0.2459,massachusetts
6th worcester,0.3479,0.1834,0.2133,0.2554,massachusetts
7th worcester,0.4371,0.1503,0.2517,0.1609,massachusetts
8th worcester,0.3829,0.1507,0.2603,0.2061,massachusetts
9th worcester,0.506,0.1255,0.2388,0.1296,massachusetts
10th worcester,0.4522,0.1493,0.2491,0.1494,massachusetts
11th worcester,0.5764,0.1242,0.2013,0.0981,massachusetts
12th worcester,0.4626,0.1423,0.2385,0.1566,massachusetts
13th worcester,0.4684,0.2041,0.2252,0.1022,massachusetts
14th worcester,0.421,0.1958,0.2266,0.1567,massachusetts
15th worcester,0.3042,0.2478,0.22,0.228,massachusetts
16th worcester,0.2893,0.2645,0.2359,0.2103,massachusetts
17th worcester,0.2954,0.2255,0.2386,0.2405,massachusetts
1,0.325,0.2283,0.2445,0.2023,michigan
2,0.3835,0.2264,0.209,0.1812,michigan
3,0.2058,0.2552,0.2853,0.2537,michigan
4,0.2932,0.2699,0.2087,0.2282,michigan
5,0.1213,0.2863,0.2056,0.3868,michigan
6,0.3055,0.2336,0.2181,0.2428,michigan
7,0.2123,0.2928,0.2562,0.2386,michigan
8,0.241,0.245,0.2292,0.2849,michigan
9,0.196,0.2778,0.2498,0.2763,michigan
10,0.254,0.2367,0.2618,0.2475,michigan
11,0.2647,0.1919,0.2558,0.2876,michigan
12,0.2187,0.2001,0.2594,0.3218,michigan
13,0.2821,0.1862,0.2693,0.2623,michigan
14,0.2494,0.187,0.2743,0.2893,michigan
15,0.3835,0.158,0.2453,0.2132,michigan
16,0.2728,0.2191,0.2566,0.2516,michigan
17,0.2813,0.1869,0.2151,0.3168,michigan
18,0.3085,0.1823,0.2584,0.2507,michigan
19,0.4338,0.1488,0.2462,0.1712,michigan
20,0.5322,0.1243,0.2225,0.121,michigan
21,0.4883,0.1448,0.2052,0.1617,michigan
22,0.2298,0.2056,0.2603,0.3042,michigan
23,0.3606,0.1555,0.2381,0.2458,michigan
24,0.3782,0.1716,0.2405,0.2097,michigan
25,0.3771,0.1677,0.2418,0.2134,michigan
26,0.4962,0.1331,0.2323,0.1384,michigan
27,0.4127,0.1742,0.2467,0.1664,michigan
28,0.2601,0.208,0.2644,0.2675,michigan
29,0.2943,0.2604,0.2239,0.2215,michigan
30,0.3556,0.1807,0.2472,0.2164,michigan
31,0.2986,0.2075,0.252,0.2419,michigan
32,0.3215,0.1712,0.2351,0.2722,michigan
33,0.4014,0.1465,0.2444,0.2077,michigan
34,0.1658,0.3038,0.2378,0.2926,michigan
35,0.4602,0.1484,0.2488,0.1427,michigan
36,0.4217,0.1375,0.2431,0.1978,michigan
37,0.5417,0.1207,0.2354,0.1022,michigan
38,0.5239,0.1256,0.2296,0.1209,michigan
39,0.4759,0.1378,0.2558,0.1305,michigan
40,0.6575,0.0786,0.2099,0.054,michigan
41,0.5932,0.1209,0.1892,0.0967,michigan
42,0.4166,0.1452,0.2541,0.1841,michigan
43,0.379,0.1736,0.2543,0.1931,michigan
44,0.405,0.1541,0.2437,0.1971,michigan
45,0.5646,0.1159,0.2267,0.0928,michigan
46,0.4688,0.1403,0.2259,0.165,michigan
47,0.3606,0.1481,0.2578,0.2334,michigan
48,0.2818,0.1812,0.246,0.291,michigan
49,0.2794,0.2158,0.2539,0.2508,michigan
50,0.3742,0.1687,0.2508,0.2063,michigan
51,0.3939,0.1491,0.2362,0.2208,michigan
52,0.5352,0.1203,0.194,0.1504,michigan
53,0.6221,0.1429,0.1634,0.0715,michigan
54,0.3557,0.232,0.2386,0.1737,michigan
55,0.5888,0.1333,0.1606,0.1173,michigan
56,0.3176,0.17,0.2064,0.306,michigan
57,0.2855,0.187,0.2373,0.2902,michigan
58,0.2537,0.1784,0.2127,0.3552,michigan
59,0.2398,0.1574,0.1977,0.4051,michigan
60,0.3311,0.2448,0.2474,0.1767,michigan
61,0.4576,0.1594,0.2224,0.1606,michigan
62,0.2661,0.2029,0.2212,0.3097,michigan
63,0.3401,0.1782,0.2158,0.2659,michigan
64,0.3053,0.1963,0.256,0.2424,michigan
65,0.2916,0.1795,0.2343,0.2945,michigan
66,0.2956,0.1904,0.216,0.2981,michigan
67,0.3607,0.1775,0.2466,0.2152,michigan
68,0.3172,0.2267,0.2485,0.2075,michigan
69,0.5112,0.193,0.2139,0.0819,michigan
70,0.2559,0.1784,0.2347,0.331,michigan
71,0.3451,0.1641,0.2583,0.2326,michigan
72,0.3131,0.1704,0.2348,0.2818,michigan
73,0.453,0.1261,0.2343,0.1866,michigan
74,0.3083,0.165,0.259,0.2676,michigan
75,0.2887,0.2191,0.212,0.2802,michigan
76,0.3839,0.1935,0.2321,0.1904,michigan
77,0.2776,0.1646,0.2476,0.3102,michigan
78,0.3169,0.1792,0.2306,0.2733,michigan
79,0.3639,0.1815,0.2267,0.2279,michigan
80,0.2965,0.1585,0.2081,0.337,michigan
81,0.2864,0.1817,0.22,0.3119,michigan
82,0.2855,0.1711,0.2264,0.3171,michigan
83,0.2552,0.1953,0.2239,0.3256,michigan
84,0.2691,0.1912,0.2101,0.3296,michigan
85,0.2805,0.1724,0.2313,0.3158,michigan
86,0.4102,0.1453,0.235,0.2096,michigan
87,0.2997,0.1519,0.2269,0.3215,michigan
88,0.3393,0.1691,0.252,0.2396,michigan
89,0.38,0.1451,0.2184,0.2565,michigan
90,0.2896,0.1766,0.1998,0.3339,michigan
91,0.2876,0.1865,0.2357,0.2903,michigan
92,0.2581,0.2236,0.2276,0.2907,michigan
93,0.376,0.1652,0.2277,0.2311,michigan
94,0.3893,0.1668,0.2499,0.194,michigan
95,0.207,0.2809,0.2598,0.2523,michigan
96,0.2885,0.2168,0.26,0.2347,michigan
97,0.253,0.2004,0.2195,0.3271,michigan
98,0.383,0.1667,0.2354,0.2149,michigan
99,0.2938,0.2481,0.2361,0.2221,michigan
100,0.2517,0.1711,0.2143,0.3629,michigan
101,0.3161,0.2061,0.2313,0.2465,michigan
102,0.2668,0.2011,0.2098,0.3222,michigan
103,0.2441,0.1989,0.2513,0.3057,michigan
104,0.3476,0.1933,0.2628,0.1963,michigan
105,0.2699,0.2019,0.2506,0.2776,michigan
106,0.2624,0.1935,0.2528,0.2912,michigan
107,0.306,0.2468,0.2352,0.2119,michigan
108,0.2863,0.1851,0.2239,0.3047,michigan
109,0.3134,0.2312,0.2319,0.2235,michigan
110,0.3276,0.2226,0.2093,0.2405,michigan
1a,0.2912,0.1348,0.2141,0.3599,minnesota
1b,0.3425,0.1652,0.23,0.2623,minnesota
2a,0.2989,0.205,0.2043,0.2918,minnesota
2b,0.2933,0.1903,0.2036,0.3128,minnesota
3a,0.3136,0.2074,0.215,0.264,minnesota
3b,0.3864,0.1757,0.2328,0.2051,minnesota
4a,0.3591,0.2002,0.2422,0.1985,minnesota
4b,0.3426,0.169,0.2214,0.2669,minnesota
5a,0.3168,0.2189,0.2574,0.2069,minnesota
5b,0.3175,0.2085,0.2269,0.2472,minnesota
6a,0.2954,0.1856,0.2132,0.3057,minnesota
6b,0.2921,0.1735,0.2409,0.2935,minnesota
7a,0.4291,0.2502,0.213,0.1077,minnesota
7b,0.3159,0.2434,0.2593,0.1814,minnesota
8a,0.3437,0.1739,0.2055,0.277,minnesota
8b,0.3109,0.1833,0.2145,0.2913,minnesota
9a,0.2903,0.1672,0.2105,0.3321,minnesota
9b,0.2804,0.1738,0.2104,0.3354,minnesota
10a,0.321,0.2064,0.2669,0.2057,minnesota
10b,0.3088,0.2044,0.2283,0.2585,minnesota
11a,0.3047,0.2276,0.1988,0.2689,minnesota
11b,0.2536,0.2382,0.2061,0.3021,minnesota
12a,0.3446,0.1646,0.2155,0.2754,minnesota
12b,0.3328,0.1376,0.2265,0.3031,minnesota
13a,0.3306,0.1647,0.2281,0.2766,minnesota
13b,0.3879,0.1581,0.2355,0.2184,minnesota
14a,0.3139,0.1921,0.2623,0.2317,minnesota
14b,0.2553,0.2472,0.2745,0.223,minnesota
15a,0.2867,0.1891,0.1953,0.3288,minnesota
15b,0.3254,0.1442,0.2234,0.307,minnesota
16a,0.3448,0.1584,0.2065,0.2903,minnesota
16b,0.3195,0.1782,0.2067,0.2957,minnesota
17a,0.3248,0.1635,0.1939,0.3178,minnesota
17b,0.3174,0.1747,0.2172,0.2907,minnesota
18a,0.3236,0.149,0.1905,0.3369,minnesota
18b,0.2921,0.1739,0.1989,0.3351,minnesota
19a,0.3775,0.1667,0.2258,0.2301,minnesota
19b,0.3315,0.2401,0.2468,0.1816,minnesota
20a,0.3618,0.1648,0.2161,0.2573,minnesota
20b,0.3842,0.179,0.2066,0.2303,minnesota
21a,0.3293,0.1897,0.2032,0.2779,minnesota
21b,0.3697,0.1561,0.1941,0.28,minnesota
22a,0.3313,0.168,0.2011,0.2995,minnesota
22b,0.2724,0.1566,0.1846,0.3864,minnesota
23a,0.3212,0.1633,0.2035,0.312,minnesota
23b,0.3232,0.1471,0.2129,0.3169,minnesota
24a,0.331,0.1464,0.2486,0.274,minnesota
24b,0.3016,0.1566,0.2108,0.3311,minnesota
25a,0.476,0.1421,0.2049,0.1771,minnesota
25b,0.4901,0.1615,0.2071,0.1413,minnesota
26a,0.458,0.2012,0.1785,0.1624,minnesota
26b,0.4876,0.1289,0.2028,0.1807,minnesota
27a,0.2798,0.1817,0.213,0.3255,minnesota
27b,0.2844,0.1737,0.2124,0.3295,minnesota
28a,0.3299,0.1786,0.2475,0.244,minnesota
28b,0.3469,0.169,0.1934,0.2907,minnesota
29a,0.3319,0.1577,0.2341,0.2764,minnesota
29b,0.3238,0.1568,0.2352,0.2842,minnesota
30a,0.3667,0.1436,0.2709,0.2188,minnesota
30b,0.3812,0.0968,0.2856,0.2364,minnesota
31a,0.3117,0.1421,0.2342,0.312,minnesota
31b,0.3581,0.1358,0.2434,0.2627,minnesota
32a,0.3007,0.1618,0.2334,0.3041,minnesota
32b,0.35,0.1674,0.2383,0.2444,minnesota
33a,0.4834,0.1128,0.2548,0.149,minnesota
33b,0.4908,0.1292,0.2588,0.1212,minnesota
34a,0.5008,0.1034,0.261,0.1348,minnesota
34b,0.5183,0.1052,0.2624,0.1141,minnesota
35a,0.3484,0.1609,0.2302,0.2606,minnesota
35b,0.4124,0.1447,0.2446,0.1984,minnesota
36a,0.3991,0.1465,0.2724,0.182,minnesota
36b,0.4228,0.1337,0.2486,0.1949,minnesota
37a,0.3209,0.1722,0.2509,0.256,minnesota
37b,0.4448,0.1428,0.2341,0.1783,minnesota
38a,0.4356,0.1268,0.2495,0.1881,minnesota
38b,0.4337,0.1351,0.2643,0.1668,minnesota
39a,0.4208,0.1442,0.2339,0.2011,minnesota
39b,0.4493,0.158,0.2279,0.1647,minnesota
40a,0.2611,0.2484,0.2449,0.2455,minnesota
40b,0.2923,0.2057,0.2368,0.2653,minnesota
41a,0.3767,0.1648,0.2629,0.1957,minnesota
41b,0.3696,0.1934,0.2294,0.2075,minnesota
42a,0.4794,0.1423,0.2516,0.1268,minnesota
42b,0.4701,0.1379,0.2488,0.1432,minnesota
43a,0.4188,0.1639,0.2395,0.1778,minnesota
43b,0.3687,0.1791,0.262,0.1901,minnesota
44a,0.6172,0.0789,0.2293,0.0747,minnesota
44b,0.5589,0.0959,0.2421,0.103,minnesota
45a,0.3832,0.176,0.248,0.1928,minnesota
45b,0.469,0.145,0.2348,0.1513,minnesota
46a,0.5259,0.1262,0.2316,0.1163,minnesota
46b,0.5192,0.1372,0.2136,0.13,minnesota
47a,0.4165,0.1591,0.2284,0.196,minnesota
47b,0.4735,0.1444,0.2446,0.1375,minnesota
48a,0.5394,0.1013,0.2635,0.0957,minnesota
48b,0.5993,0.0989,0.2179,0.0839,minnesota
49a,0.6063,0.093,0.2323,0.0685,minnesota
49b,0.5302,0.1231,0.2417,0.105,minnesota
50a,0.3754,0.2063,0.2415,0.1768,minnesota
50b,0.3995,0.1694,0.2492,0.1819,minnesota
51a,0.4011,0.1577,0.2572,0.184,minnesota
51b,0.5635,0.1032,0.2237,0.1096,minnesota
52a,0.4112,0.1777,0.233,0.1782,minnesota
52b,0.4325,0.1468,0.2474,0.1733,minnesota
53a,0.4663,0.1571,0.2229,0.1538,minnesota
53b,0.5739,0.1076,0.2315,0.0871,minnesota
54a,0.333,0.1911,0.2466,0.2293,minnesota
54b,0.3943,0.1534,0.2371,0.2152,minnesota
55a,0.388,0.1587,0.2436,0.2097,minnesota
55b,0.4419,0.1191,0.2317,0.2073,minnesota
56a,0.4134,0.1469,0.2644,0.1753,minnesota
56b,0.4231,0.1706,0.2581,0.1483,minnesota
57a,0.4338,0.1419,0.2708,0.1535,minnesota
57b,0.4494,0.138,0.2583,0.1543,minnesota
58a,0.4422,0.1383,0.2685,0.151,minnesota
58b,0.359,0.1416,0.2406,0.2589,minnesota
59a,0.308,0.2359,0.2273,0.2288,minnesota
59b,0.4944,0.1891,0.1982,0.1184,minnesota
60a,0.4588,0.2043,0.2062,0.1307,minnesota
60b,0.4387,0.2419,0.2236,0.0958,minnesota
61a,0.6387,0.1129,0.1993,0.0491,minnesota
61b,0.615,0.1167,0.1723,0.096,minnesota
62a,0.3147,0.2969,0.2009,0.1875,minnesota
62b,0.4392,0.2119,0.1854,0.1636,minnesota
63a,0.5292,0.1553,0.1841,0.1314,minnesota
63b,0.4959,0.161,0.2135,0.1295,minnesota
64a,0.5701,0.1343,0.2077,0.0879,minnesota
64b,0.589,0.1274,0.1914,0.0922,minnesota
65a,0.3556,0.2188,0.2282,0.1975,minnesota
65b,0.4044,0.2006,0.2023,0.1927,minnesota
66a,0.533,0.1343,0.1923,0.1403,minnesota
66b,0.3623,0.2025,0.2182,0.2171,minnesota
67a,0.2617,0.2413,0.2256,0.2714,minnesota
67b,0.2916,0.245,0.2441,0.2192,minnesota
1,0.3059,0.2194,0.1973,0.2775,missouri
2,0.3181,0.1745,0.2134,0.294,missouri
3,0.3409,0.1681,0.2152,0.2758,missouri
4,0.277,0.1707,0.21,0.3423,missouri
5,0.297,0.1792,0.2,0.3238,missouri
6,0.2687,0.1754,0.2631,0.2929,missouri
7,0.2892,0.1889,0.2267,0.2952,missouri
8,0.2851,0.1758,0.2264,0.3127,missouri
9,0.3528,0.1551,0.2377,0.2545,missouri
10,0.2431,0.2596,0.2414,0.2559,missouri
11,0.259,0.1842,0.2405,0.3162,missouri
12,0.3735,0.1659,0.2503,0.2103,missouri
13,0.4689,0.1377,0.2633,0.1301,missouri
14,0.406,0.1566,0.2725,0.1649,missouri
15,0.3247,0.1811,0.2903,0.2039,missouri
16,0.4611,0.1454,0.2488,0.1446,missouri
17,0.3335,0.1748,0.2689,0.2228,missouri
18,0.3095,0.1795,0.2772,0.2337,missouri
19,0.1853,0.2416,0.2208,0.3523,missouri
20,0.2585,0.1687,0.2682,0.3046,missouri
21,0.2554,0.2085,0.2985,0.2376,missouri
22,0.2267,0.2412,0.2705,0.2617,missouri
23,0.1705,0.2919,0.2357,0.3019,missouri
24,0.5116,0.1857,0.1982,0.1045,missouri
25,0.5859,0.1003,0.2215,0.0922,missouri
26,0.349,0.2315,0.2761,0.1434,missouri
27,0.2649,0.2366,0.2759,0.2226,missouri
28,0.2891,0.1871,0.2842,0.2396,missouri
29,0.3061,0.1819,0.2776,0.2343,missouri
30,0.4822,0.1171,0.2643,0.1365,missouri
31,0.396,0.1384,0.2609,0.2047,missouri
32,0.3683,0.1449,0.2665,0.2203,missouri
33,0.3192,0.1598,0.2564,0.2645,missouri
34,0.4451,0.1264,0.2825,0.1461,missouri
35,0.4383,0.1344,0.2706,0.1568,missouri
36,0.3453,0.1914,0.254,0.2093,missouri
37,0.3421,0.1893,0.2632,0.2054,missouri
38,0.3984,0.1716,0.2226,0.2073,missouri
39,0.2685,0.1679,0.2164,0.3472,missouri
40,0.2627,0.1655,0.2428,0.329,missouri
41,0.2667,0.1706,0.2369,0.3258,missouri
42,0.2678,0.1795,0.2141,0.3386,missouri
43,0.2854,0.2025,0.2068,0.3053,missouri
44,0.4041,0.1732,0.2403,0.1824,missouri
45,0.3755,0.259,0.2556,0.1099,missouri
46,0.5376,0.1394,0.213,0.1101,missouri
47,0.4661,0.1423,0.2275,0.1642,missouri
48,0.2888,0.1864,0.2283,0.2966,missouri
49,0.3151,0.1968,0.2396,0.2485,missouri
50,0.4563,0.143,0.2356,0.1652,missouri
51,0.3421,0.1828,0.1981,0.2769,missouri
52,0.2732,0.2093,0.2348,0.2827,missouri
53,0.2693,0.1724,0.2331,0.3252,missouri
54,0.285,0.1918,0.2312,0.2919,missouri
55,0.4014,0.1361,0.2343,0.2282,missouri
56,0.2993,0.1578,0.2709,0.272,missouri
57,0.2795,0.1675,0.2247,0.3282,missouri
58,0.2254,0.2079,0.273,0.2937,missouri
59,0.348,0.1384,0.2877,0.2259,missouri
60,0.4053,0.1891,0.2389,0.1668,missouri
61,0.3007,0.1595,0.2237,0.316,missouri
62,0.2642,0.1657,0.2369,0.3333,missouri
63,0.3642,0.1558,0.2436,0.2364,missouri
64,0.3243,0.1476,0.2697,0.2584,missouri
65,0.3504,0.2239,0.2668,0.1589,missouri
66,0.2074,0.2702,0.3048,0.2177,missouri
67,0.389,0.1702,0.2813,0.1596,missouri
68,0.3641,0.1583,0.2482,0.2294,missouri
69,0.3239,0.1797,0.3057,0.1907,missouri
70,0.479,0.1471,0.2421,0.1318,missouri
71,0.4523,0.164,0.2486,0.1351,missouri
72,0.3228,0.1985,0.2756,0.2031,missouri
73,0.231,0.2356,0.2822,0.2512,missouri
74,0.2615,0.2668,0.2644,0.2072,missouri
75,0.2625,0.2675,0.275,0.195,missouri
76,0.1726,0.3765,0.2534,0.1975,missouri
77,0.483,0.2251,0.1657,0.1262,missouri
78,0.3705,0.2524,0.2188,0.1583,missouri
79,0.4213,0.2309,0.2231,0.1247,missouri
80,0.4408,0.1898,0.2179,0.1516,missouri
81,0.3048,0.2731,0.2384,0.1838,missouri
82,0.4474,0.1736,0.2405,0.1384,missouri
83,0.4952,0.142,0.2409,0.122,missouri
84,0.4583,0.2063,0.2143,0.1212,missouri
85,0.2514,0.231,0.28,0.2376,missouri
86,0.412,0.1949,0.2513,0.1418,missouri
87,0.6899,0.0715,0.2016,0.037,missouri
88,0.6237,0.0853,0.2281,0.063,missouri
89,0.6347,0.0807,0.2218,0.0628,missouri
90,0.5843,0.0934,0.2459,0.0764,missouri
91,0.5501,0.1284,0.2494,0.0721,missouri
92,0.413,0.1826,0.2522,0.1522,missouri
93,0.263,0.2315,0.259,0.2464,missouri
94,0.3422,0.1641,0.2649,0.2289,missouri
95,0.4293,0.165,0.2577,0.148,missouri
96,0.4769,0.1271,0.276,0.1201,missouri
97,0.3301,0.1965,0.2776,0.1958,missouri
98,0.5195,0.1287,0.2486,0.1032,missouri
99,0.5054,0.1338,0.2755,0.0853,missouri
100,0.5473,0.1102,0.2415,0.101,missouri
101,0.5886,0.1091,0.2447,0.0576,missouri
102,0.5152,0.1141,0.2563,0.1144,missouri
103,0.4606,0.1273,0.233,0.179,missouri
104,0.4206,0.1482,0.261,0.1701,missouri
105,0.4538,0.1244,0.2746,0.1472,missouri
106,0.3987,0.1724,0.2606,0.1683,missouri
107,0.3544,0.1563,0.2662,0.2231,missouri
108,0.4258,0.1332,0.266,0.175,missouri
109,0.3154,0.1394,0.2239,0.3213,missouri
110,0.4433,0.106,0.3037,0.147,missouri
111,0.2741,0.1797,0.2651,0.2811,missouri
112,0.3556,0.1803,0.238,0.2261,missouri
113,0.2995,0.1781,0.2434,0.279,missouri
114,0.274,0.2068,0.2618,0.2574,missouri
115,0.2295,0.1751,0.2431,0.3522,missouri
116,0.2927,0.1712,0.21,0.3262,missouri
117,0.2108,0.2428,0.2314,0.3149,missouri
118,0.2511,0.1918,0.2343,0.3229,missouri
119,0.2472,0.1672,0.2305,0.355,missouri
120,0.3003,0.1923,0.2084,0.2989,missouri
121,0.3694,0.2068,0.2184,0.2054,missouri
122,0.363,0.1864,0.2205,0.23,missouri
123,0.2635,0.1964,0.2572,0.283,missouri
124,0.3247,0.2146,0.2436,0.217,missouri
125,0.276,0.2024,0.2126,0.309,missouri
126,0.2944,0.1987,0.2068,0.3001,missouri
127,0.2808,0.1538,0.2304,0.335,missouri
128,0.3193,0.2041,0.2061,0.2705,missouri
129,0.2473,0.1906,0.226,0.3361,missouri
130,0.3452,0.1503,0.2501,0.2543,missouri
131,0.2964,0.1853,0.2634,0.255,missouri
132,0.2279,0.2814,0.297,0.1937,missouri
133,0.3767,0.1797,0.2742,0.1693,missouri
134,0.3549,0.2163,0.2625,0.1663,missouri
135,0.3323,0.1903,0.288,0.1894,missouri
136,0.4732,0.148,0.2673,0.1115,missouri
137,0.3629,0.1308,0.2448,0.2615,missouri
138,0.2684,0.2078,0.26,0.2637,missouri
139,0.3579,0.1877,0.2532,0.2012,missouri
140,0.3546,0.1698,0.2731,0.2026,missouri
141,0.232,0.2039,0.19,0.374,missouri
142,0.2475,0.2046,0.2186,0.3293,missouri
143,0.2446,0.2058,0.1756,0.3741,missouri
144,0.2291,0.2316,0.1917,0.3476,missouri
145,0.2547,0.1717,0.2151,0.3584,missouri
146,0.3383,0.1716,0.2223,0.2678,missouri
147,0.3422,0.2215,0.2764,0.1599,missouri
148,0.2902,0.1759,0.2451,0.2888,missouri
149,0.2389,0.2426,0.2096,0.3089,missouri
150,0.2594,0.2176,0.2045,0.3185,missouri
151,0.268,0.1757,0.2222,0.3341,missouri
152,0.2647,0.2061,0.2522,0.277,missouri
153,0.2998,0.2046,0.2063,0.2893,missouri
154,0.2806,0.2184,0.2265,0.2745,missouri
155,0.2294,0.193,0.2544,0.3232,missouri
156,0.2714,0.2631,0.3161,0.1494,missouri
157,0.2854,0.2087,0.1851,0.3207,missouri
158,0.2459,0.1478,0.2102,0.3961,missouri
159,0.2333,0.1529,0.2395,0.3743,missouri
160,0.2635,0.1805,0.2244,0.3315,missouri
161,0.2904,0.1943,0.2654,0.2499,missouri
162,0.3351,0.1599,0.2771,0.2279,missouri
163,0.2946,0.1634,0.2581,0.2838,missouri
1,0.2819,0.2484,0.2338,0.2359,montana
2,0.3066,0.2152,0.229,0.2492,montana
3,0.313,0.2189,0.2015,0.2667,montana
4,0.3211,0.1828,0.2256,0.2705,montana
5,0.4882,0.1885,0.1526,0.1706,montana
6,0.3966,0.1651,0.2547,0.1836,montana
7,0.2327,0.1893,0.347,0.231,montana
8,0.3361,0.1693,0.3214,0.1732,montana
9,0.2525,0.189,0.267,0.2916,montana
10,0.3697,0.2162,0.2297,0.1844,montana
11,0.3376,0.1464,0.2965,0.2195,montana
12,0.4046,0.163,0.2225,0.2098,montana
13,0.3073,0.1664,0.2144,0.3119,montana
14,0.2688,0.2334,0.2486,0.2492,montana
15,0.2964,0.2512,0.1849,0.2676,montana
16,0.3719,0.2702,0.1559,0.2019,montana
17,0.4026,0.1626,0.1753,0.2595,montana
18,0.3339,0.23,0.1888,0.2472,montana
19,0.3407,0.1836,0.199,0.2767,montana
20,0.4863,0.1519,0.2324,0.1294,montana
21,0.3548,0.1894,0.27,0.1858,montana
22,0.2355,0.2112,0.2953,0.2581,montana
23,0.296,0.2975,0.2281,0.1784,montana
24,0.3301,0.2439,0.2128,0.2132,montana
25,0.3791,0.2032,0.2452,0.1726,montana
26,0.3007,0.2475,0.2484,0.2034,montana
27,0.3886,0.173,0.1954,0.2429,montana
28,0.3238,0.1795,0.2233,0.2734,montana
29,0.3706,0.1663,0.253,0.2101,montana
30,0.4199,0.1494,0.1651,0.2655,montana
31,0.3206,0.2954,0.1722,0.2118,montana
32,0.3704,0.1969,0.1969,0.2358,montana
